Datum,Bundesland,"Anzahl_Meldebereiche_Erwachsene","Aktuelle_COVID_Faelle_Erwachsene_ITS","Belegte_Intensivbetten_Erwachsene","Freie_Intensivbetten_Erwachsene","7_Tage_Notfallreserve_Erwachsene","Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe"
"2020-11-20T12:15:00+01:00",NORDRHEIN_WESTFALEN,318,930,4945,1019,2449,929,0,146,79,72,21
"2020-11-20T12:15:00+01:00",SACHSEN,78,304,1179,335,728,446,0,34,18,19,7
"2020-11-20T12:15:00+01:00",BREMEN,12,38,187,28,126,21,0,2,6,2,2
"2020-11-20T12:15:00+01:00",HAMBURG,24,85,512,94,324,78,0,13,4,4,3
"2020-11-20T12:15:00+01:00",NIEDERSACHSEN,123,199,1582,518,1033,508,0,76,8,27,12
"2020-11-20T12:15:00+01:00",RHEINLAND_PFALZ,77,156,815,328,451,325,0,49,17,8,3
"2020-11-20T12:15:00+01:00",SACHSEN_ANHALT,43,49,691,206,438,224,0,24,8,8,3
"2020-11-20T12:15:00+01:00",BERLIN,53,305,1025,133,399,164,0,25,12,7,9
"2020-11-20T12:15:00+01:00",BRANDENBURG,50,76,554,173,400,154,0,25,14,5,6
"2020-11-20T12:15:00+01:00",SAARLAND,19,62,359,146,205,148,0,10,3,3,3
"2020-11-20T12:15:00+01:00",THUERINGEN,37,85,634,225,449,207,0,27,4,3,3
"2020-11-20T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,25,509,141,255,103,0,16,6,4,8
"2020-11-20T12:15:00+01:00",DEUTSCHLAND,1338,3603,20301,5031,11680,4869,0,678,254,257,149
"2020-11-21T12:15:00+01:00",HESSEN,102,325,1646,277,898,223,0,41,17,32,12
"2020-11-21T12:15:00+01:00",BADEN_WUERTTEMBERG,130,405,2114,499,1487,507,0,64,23,22,21
"2020-11-21T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,23,557,261,446,211,0,26,3,2,2
"2020-11-21T12:15:00+01:00",BAYERN,206,539,2883,704,1575,625,0,92,36,48,30
"2020-11-21T12:15:00+01:00",NORDRHEIN_WESTFALEN,318,954,4856,1067,2455,938,0,144,75,74,25
"2020-11-21T12:15:00+01:00",SACHSEN,78,309,1155,359,729,434,0,34,18,19,7
"2020-11-21T12:15:00+01:00",BREMEN,12,37,170,29,133,19,0,2,5,3,2
"2020-11-21T12:15:00+01:00",HAMBURG,24,84,507,98,323,79,0,14,4,3,3
"2020-11-21T12:15:00+01:00",NIEDERSACHSEN,123,186,1569,502,1031,499,0,78,10,25,10
"2020-11-21T12:15:00+01:00",SACHSEN_ANHALT,43,53,681,215,439,238,0,26,7,8,2
"2020-11-21T12:15:00+01:00",BERLIN,53,303,1008,147,399,147,0,26,12,5,10
"2020-11-21T12:15:00+01:00",RHEINLAND_PFALZ,77,151,820,313,452,317,0,45,19,9,4
"2020-11-21T12:15:00+01:00",BRANDENBURG,50,80,560,166,401,159,0,25,14,5,6
"2020-11-21T12:15:00+01:00",SAARLAND,19,60,349,107,250,125,0,9,4,3,3
"2020-11-21T12:15:00+01:00",THUERINGEN,37,90,620,236,447,208,0,26,5,3,3
"2020-11-21T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,22,508,140,255,105,0,17,7,3,7
"2020-11-21T12:15:00+01:00",DEUTSCHLAND,1339,3621,20003,5120,11720,4834,0,669,259,264,147
"2020-11-22T12:15:00+01:00",HESSEN,102,323,1619,293,912,222,0,41,17,32,12
"2020-11-22T12:15:00+01:00",BADEN_WUERTTEMBERG,130,407,2048,560,1488,521,0,65,24,22,19
"2020-11-22T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,22,536,282,446,210,0,26,3,2,2
"2020-11-22T12:15:00+01:00",BAYERN,206,562,2796,795,1581,682,0,94,35,46,31
"2020-11-22T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,970,4830,1109,2462,949,0,141,68,84,26
"2020-11-22T12:15:00+01:00",SACHSEN,78,308,1144,372,727,463,0,36,16,19,7
"2020-11-22T12:15:00+01:00",BREMEN,12,41,160,42,133,22,0,2,6,3,1
"2020-11-22T12:15:00+01:00",HAMBURG,24,85,475,123,323,108,0,15,4,3,2
"2020-11-22T12:15:00+01:00",NIEDERSACHSEN,123,196,1522,535,1035,518,0,75,11,27,10
"2020-11-22T12:15:00+01:00",RHEINLAND_PFALZ,77,151,805,324,453,301,0,44,17,12,4
"2020-11-22T12:15:00+01:00",SACHSEN_ANHALT,43,55,681,217,440,238,0,25,7,9,2
"2020-11-22T12:15:00+01:00",BERLIN,53,307,992,162,395,166,0,24,14,6,9
"2020-11-22T12:15:00+01:00",BRANDENBURG,50,82,547,188,401,164,0,25,15,5,5
"2020-11-22T12:15:00+01:00",SAARLAND,18,67,339,103,242,129,0,10,3,2,3
"2020-11-22T12:15:00+01:00",THUERINGEN,37,95,591,261,446,199,0,25,5,4,3
"2020-11-22T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,25,483,166,254,118,0,18,6,4,6
"2020-11-22T12:15:00+01:00",DEUTSCHLAND,1339,3696,19568,5532,11738,5010,0,666,251,280,142
"2020-11-23T12:15:00+01:00",HESSEN,102,329,1630,292,905,221,0,43,14,33,12
"2020-11-23T12:15:00+01:00",BADEN_WUERTTEMBERG,130,403,2046,584,1476,534,0,67,19,25,19
"2020-11-23T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,23,572,251,446,205,0,27,3,1,2
"2020-11-23T12:15:00+01:00",BAYERN,206,585,2801,811,1571,681,0,94,33,47,32
"2020-11-23T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,976,4831,1083,2467,938,0,146,70,77,27
"2020-11-23T12:15:00+01:00",SACHSEN,78,322,1164,360,719,449,0,32,19,20,7
"2020-11-23T12:15:00+01:00",BREMEN,12,40,173,39,132,22,0,3,5,3,1
"2020-11-23T12:15:00+01:00",HAMBURG,24,92,479,127,323,117,0,14,4,4,2
"2020-11-23T12:15:00+01:00",NIEDERSACHSEN,123,196,1519,560,1022,509,0,76,10,26,11
"2020-11-23T12:15:00+01:00",SACHSEN_ANHALT,43,52,650,247,439,259,0,28,5,8,2
"2020-11-23T12:15:00+01:00",BERLIN,53,306,987,173,395,189,0,28,13,4,8
"2020-11-23T12:15:00+01:00",RHEINLAND_PFALZ,77,163,799,330,452,311,0,41,19,14,3
"2020-11-23T12:15:00+01:00",BRANDENBURG,50,80,544,191,401,165,0,24,16,4,6
"2020-11-23T12:15:00+01:00",SAARLAND,18,61,341,107,240,125,0,9,3,2,4
"2020-11-23T12:15:00+01:00",THUERINGEN,37,72,564,220,419,195,0,24,6,4,3
"2020-11-23T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,26,493,155,252,111,0,17,6,4,7
"2020-11-23T12:15:00+01:00",DEUTSCHLAND,1340,3726,19593,5530,11659,5031,0,673,245,276,146
"2020-11-24T12:15:00+01:00",HESSEN,101,327,1685,246,901,212,0,39,18,32,12
"2020-11-24T12:15:00+01:00",BADEN_WUERTTEMBERG,130,424,2098,531,1466,501,0,63,21,23,23
"2020-11-24T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,21,564,261,430,223,0,28,2,1,2
"2020-11-24T12:15:00+01:00",BAYERN,207,590,2893,713,1566,638,0,92,36,49,30
"2020-11-24T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,974,4949,973,2449,872,0,144,73,77,26
"2020-11-24T12:15:00+01:00",SACHSEN,78,325,1198,316,726,424,0,33,18,19,8
"2020-11-24T12:15:00+01:00",BREMEN,12,38,182,29,125,28,0,2,6,3,1
"2020-11-24T12:15:00+01:00",HAMBURG,24,88,507,107,317,99,0,14,4,4,2
"2020-11-24T12:15:00+01:00",NIEDERSACHSEN,123,193,1601,489,1018,476,0,73,15,25,10
"2020-11-24T12:15:00+01:00",RHEINLAND_PFALZ,77,176,825,302,455,296,0,37,20,17,3
"2020-11-24T12:15:00+01:00",SACHSEN_ANHALT,43,51,669,227,438,246,0,27,5,9,2
"2020-11-24T12:15:00+01:00",BERLIN,53,305,987,168,400,169,0,30,12,3,8
"2020-11-24T12:15:00+01:00",BRANDENBURG,50,81,568,168,404,159,0,25,15,4,6
"2020-11-24T12:15:00+01:00",THUERINGEN,37,72,599,184,409,184,0,23,6,5,3
"2020-11-24T12:15:00+01:00",SAARLAND,18,64,361,85,240,132,0,8,3,2,5
"2020-11-24T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,29,512,122,242,90,0,18,6,4,6
"2020-11-24T12:15:00+01:00",DEUTSCHLAND,1340,3758,20198,4921,11586,4749,0,656,260,277,147
"2020-11-25T12:15:00+01:00",HESSEN,101,324,1675,260,902,211,0,37,19,33,12
"2020-11-25T12:15:00+01:00",BADEN_WUERTTEMBERG,130,426,2107,506,1474,483,0,62,20,25,23
"2020-11-25T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,21,571,254,430,216,0,28,2,1,2
"2020-11-25T12:15:00+01:00",BAYERN,207,607,2948,641,1594,576,0,93,29,53,32
"2020-11-25T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,959,4979,935,2444,831,0,136,83,76,25
"2020-11-25T12:15:00+01:00",SACHSEN,78,345,1196,304,724,429,0,32,18,20,8
"2020-11-25T12:15:00+01:00",BREMEN,12,34,176,34,123,29,0,3,4,2,3
"2020-11-25T12:15:00+01:00",HAMBURG,24,79,488,121,319,108,0,14,3,5,2
"2020-11-25T12:15:00+01:00",NIEDERSACHSEN,123,194,1592,492,1015,467,0,73,16,25,9
"2020-11-25T12:15:00+01:00",BERLIN,53,299,1011,153,399,156,0,29,13,3,8
"2020-11-25T12:15:00+01:00",SACHSEN_ANHALT,43,54,666,231,438,238,0,28,4,8,3
"2020-11-25T12:15:00+01:00",RHEINLAND_PFALZ,77,178,841,288,435,293,0,40,20,15,2
"2020-11-25T12:15:00+01:00",BRANDENBURG,50,86,566,170,409,153,0,22,18,4,6
"2020-11-25T12:15:00+01:00",SAARLAND,18,59,378,69,240,116,0,8,3,2,5
"2020-11-25T12:15:00+01:00",THUERINGEN,37,75,617,168,409,180,0,23,5,6,3
"2020-11-25T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,29,504,128,243,81,0,18,5,6,5
"2020-11-25T12:15:00+01:00",DEUTSCHLAND,1340,3769,20315,4754,11598,4567,0,646,262,284,148
"2020-11-26T12:15:00+01:00",HESSEN,101,343,1681,246,915,191,0,36,22,30,13
"2020-11-26T12:15:00+01:00",BADEN_WUERTTEMBERG,130,425,2144,466,1471,472,0,64,20,24,22
"2020-11-26T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,19,575,250,430,213,0,27,3,1,2
"2020-11-26T12:15:00+01:00",BAYERN,208,630,2959,605,1579,586,0,91,32,56,29
"2020-11-26T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,962,4986,911,2452,837,0,135,76,83,26
"2020-11-26T12:15:00+01:00",SACHSEN,78,342,1208,304,715,426,0,34,16,20,8
"2020-11-26T12:15:00+01:00",BREMEN,12,35,178,32,122,27,0,3,4,4,1
"2020-11-26T12:15:00+01:00",HAMBURG,24,78,504,106,319,99,0,13,3,6,2
"2020-11-26T12:15:00+01:00",NIEDERSACHSEN,123,192,1601,487,1010,450,0,72,15,27,9
"2020-11-26T12:15:00+01:00",RHEINLAND_PFALZ,77,188,835,292,443,272,0,39,20,15,3
"2020-11-26T12:15:00+01:00",BERLIN,53,296,1000,156,399,154,0,27,13,4,9
"2020-11-26T12:15:00+01:00",SACHSEN_ANHALT,43,53,676,222,438,226,0,29,2,9,3
"2020-11-26T12:15:00+01:00",BRANDENBURG,49,84,556,155,390,149,0,23,17,3,6
"2020-11-26T12:15:00+01:00",SAARLAND,18,61,379,68,240,123,0,8,3,2,5
"2020-11-26T12:15:00+01:00",THUERINGEN,37,74,606,177,407,185,0,24,6,4,3
"2020-11-26T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,33,502,126,242,92,0,17,5,7,5
"2020-11-26T12:15:00+01:00",DEUTSCHLAND,1340,3815,20390,4603,11572,4502,0,642,257,295,146
"2020-11-27T12:15:00+01:00",HESSEN,101,344,1690,227,918,188,0,34,25,30,12
"2020-11-27T12:15:00+01:00",BADEN_WUERTTEMBERG,130,437,2188,433,1465,453,0,59,22,27,22
"2020-11-27T12:15:00+01:00",BAYERN,208,634,2983,556,1563,535,0,82,37,55,34
"2020-11-27T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,22,603,218,429,189,0,25,5,1,2
"2020-11-27T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,953,4942,941,2479,825,0,140,79,77,24
"2020-11-27T12:15:00+01:00",SACHSEN,78,347,1178,323,718,418,0,28,18,24,8
"2020-11-27T12:15:00+01:00",BREMEN,12,34,176,30,123,25,0,3,4,4,1
"2020-11-27T12:15:00+01:00",HAMBURG,24,80,498,102,324,96,0,12,4,6,2
"2020-11-27T12:15:00+01:00",NIEDERSACHSEN,123,186,1636,455,1006,445,0,69,17,26,11
"2020-11-27T12:15:00+01:00",BERLIN,53,317,1033,115,399,128,0,26,12,7,8
"2020-11-27T12:15:00+01:00",RHEINLAND_PFALZ,77,187,843,269,447,263,0,36,23,15,3
"2020-11-27T12:15:00+01:00",SACHSEN_ANHALT,43,54,710,190,427,224,0,28,3,9,3
"2020-11-27T12:15:00+01:00",BRANDENBURG,49,85,570,145,390,144,0,23,12,7,7
"2020-11-27T12:15:00+01:00",SAARLAND,18,62,373,74,240,114,0,7,3,4,4
"2020-11-27T12:15:00+01:00",THUERINGEN,37,73,624,160,408,177,0,22,7,5,3
"2020-11-27T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,31,505,126,242,82,0,17,4,8,5
"2020-11-27T12:15:00+01:00",DEUTSCHLAND,1340,3846,20552,4364,11578,4306,0,611,275,305,149
"2020-11-28T12:15:00+01:00",HESSEN,100,358,1674,226,909,189,0,31,25,32,12
"2020-11-28T12:15:00+01:00",BADEN_WUERTTEMBERG,130,428,2137,463,1470,459,0,59,25,25,21
"2020-11-28T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,24,583,233,429,195,0,23,5,2,3
"2020-11-28T12:15:00+01:00",BAYERN,208,643,2937,587,1533,530,0,81,43,55,29
"2020-11-28T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,959,4854,1011,2495,849,0,135,81,77,27
"2020-11-28T12:15:00+01:00",SACHSEN,78,360,1195,300,720,395,0,30,18,23,7
"2020-11-28T12:15:00+01:00",BREMEN,12,37,168,20,125,20,0,2,4,5,1
"2020-11-28T12:15:00+01:00",HAMBURG,24,82,499,95,328,77,0,13,3,7,1
"2020-11-28T12:15:00+01:00",NIEDERSACHSEN,123,182,1600,462,1017,470,0,71,17,24,11
"2020-11-28T12:15:00+01:00",SACHSEN_ANHALT,43,56,682,201,427,222,0,27,3,10,3
"2020-11-28T12:15:00+01:00",BERLIN,53,299,1026,119,401,126,0,23,14,7,9
"2020-11-28T12:15:00+01:00",RHEINLAND_PFALZ,77,183,820,294,443,289,0,39,21,14,3
"2020-11-28T12:15:00+01:00",BRANDENBURG,49,89,547,166,390,151,0,25,12,6,6
"2020-11-28T12:15:00+01:00",SAARLAND,18,67,340,103,239,110,0,8,3,4,3
"2020-11-28T12:15:00+01:00",THUERINGEN,37,77,608,170,410,173,0,21,8,6,2
"2020-11-28T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,36,504,123,245,89,0,17,5,7,5
"2020-11-28T12:15:00+01:00",DEUTSCHLAND,1339,3880,20174,4573,11581,4344,0,605,287,304,143
"2020-11-29T12:15:00+01:00",HESSEN,100,355,1687,217,916,187,0,29,25,33,13
"2020-11-29T12:15:00+01:00",BADEN_WUERTTEMBERG,130,430,2081,515,1471,504,0,60,23,26,21
"2020-11-29T12:15:00+01:00",BAYERN,208,643,2888,640,1533,545,0,77,47,54,30
"2020-11-29T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,24,552,264,429,217,0,23,5,2,3
"2020-11-29T12:15:00+01:00",NORDRHEIN_WESTFALEN,320,961,4803,1038,2487,850,0,126,87,79,28
"2020-11-29T12:15:00+01:00",SACHSEN,78,376,1165,327,719,406,0,29,16,24,9
"2020-11-29T12:15:00+01:00",BREMEN,12,36,162,26,130,17,0,2,4,5,1
"2020-11-29T12:15:00+01:00",HAMBURG,24,79,476,120,329,92,0,12,4,6,2
"2020-11-29T12:15:00+01:00",NIEDERSACHSEN,123,185,1544,498,1031,473,0,68,14,30,11
"2020-11-29T12:15:00+01:00",SACHSEN_ANHALT,43,55,672,207,427,225,0,27,3,9,4
"2020-11-29T12:15:00+01:00",RHEINLAND_PFALZ,77,185,818,295,440,285,0,39,20,14,4
"2020-11-29T12:15:00+01:00",BERLIN,53,300,1009,132,401,137,0,24,12,9,8
"2020-11-29T12:15:00+01:00",BRANDENBURG,49,86,542,174,390,158,0,26,11,6,6
"2020-11-29T12:15:00+01:00",SAARLAND,18,66,335,106,239,106,0,7,2,4,5
"2020-11-29T12:15:00+01:00",THUERINGEN,37,78,584,193,396,188,0,21,8,6,2
"2020-11-29T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,32,472,156,240,109,0,18,5,7,4
"2020-11-29T12:15:00+01:00",DEUTSCHLAND,1339,3891,19790,4908,11578,4499,0,588,286,314,151
"2020-11-30T12:15:00+01:00",HESSEN,100,352,1669,244,913,187,0,30,22,35,13
"2020-11-30T12:15:00+01:00",BADEN_WUERTTEMBERG,130,436,2095,512,1467,492,0,54,25,28,23
"2020-11-30T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,26,572,253,429,215,0,25,5,1,2
"2020-11-30T12:15:00+01:00",BAYERN,208,645,2878,668,1532,565,0,80,47,51,30
"2020-11-30T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,963,4781,1091,2491,922,0,133,82,78,26
"2020-11-30T12:15:00+01:00",SACHSEN,78,378,1183,301,714,384,0,30,14,27,7
"2020-11-30T12:15:00+01:00",BREMEN,12,35,179,22,129,20,0,2,5,3,2
"2020-11-30T12:15:00+01:00",HAMBURG,24,87,481,117,327,94,0,12,5,5,2
"2020-11-30T12:15:00+01:00",NIEDERSACHSEN,123,179,1548,521,1017,506,0,72,10,29,12
"2020-11-30T12:15:00+01:00",BERLIN,53,308,1004,145,404,148,0,24,10,11,8
"2020-11-30T12:15:00+01:00",SACHSEN_ANHALT,43,54,677,204,395,215,0,27,3,9,4
"2020-11-30T12:15:00+01:00",RHEINLAND_PFALZ,77,189,820,296,441,285,0,37,23,14,3
"2020-11-30T12:15:00+01:00",BRANDENBURG,49,87,553,162,390,144,0,23,13,7,6
"2020-11-30T12:15:00+01:00",SAARLAND,18,64,369,63,242,106,0,8,1,5,4
"2020-11-30T12:15:00+01:00",THUERINGEN,37,82,594,184,394,183,0,20,10,5,2
"2020-11-30T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,31,475,160,241,105,0,19,4,7,4
"2020-11-30T12:15:00+01:00",DEUTSCHLAND,1338,3916,19878,4943,11526,4571,0,596,279,315,148
"2020-12-01T12:15:00+01:00",HESSEN,100,350,1714,214,901,174,0,32,23,33,12
"2020-12-01T12:15:00+01:00",BADEN_WUERTTEMBERG,130,423,2157,441,1471,436,0,53,24,29,24
"2020-12-01T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,28,591,234,426,189,0,25,5,1,2
"2020-12-01T12:15:00+01:00",BAYERN,208,639,2985,564,1428,509,0,82,40,56,30
"2020-12-01T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,954,4862,1022,2475,923,0,138,84,74,23
"2020-12-01T12:15:00+01:00",SACHSEN,78,385,1201,291,715,363,0,29,13,30,6
"2020-12-01T12:15:00+01:00",BREMEN,12,35,180,18,129,17,0,2,7,2,1
"2020-12-01T12:15:00+01:00",HAMBURG,24,90,524,76,324,70,0,12,6,4,2
"2020-12-01T12:15:00+01:00",NIEDERSACHSEN,123,194,1612,476,1013,490,0,71,12,28,12
"2020-12-01T12:15:00+01:00",SACHSEN_ANHALT,43,55,680,197,390,212,0,27,3,9,4
"2020-12-01T12:15:00+01:00",RHEINLAND_PFALZ,77,187,839,276,435,293,0,38,23,13,3
"2020-12-01T12:15:00+01:00",BERLIN,53,303,1019,126,405,126,0,25,8,12,8
"2020-12-01T12:15:00+01:00",BRANDENBURG,49,85,562,155,389,129,0,24,14,5,6
"2020-12-01T12:15:00+01:00",SAARLAND,18,70,384,59,233,106,0,7,2,6,3
"2020-12-01T12:15:00+01:00",THUERINGEN,37,85,601,182,392,189,0,22,8,4,3
"2020-12-01T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,29,505,132,244,93,0,18,5,6,5
"2020-12-01T12:15:00+01:00",DEUTSCHLAND,1338,3912,20416,4463,11370,4319,0,605,277,312,144
"2020-12-02T12:15:00+01:00",HESSEN,100,345,1699,214,896,180,0,29,21,38,12
"2020-12-02T12:15:00+01:00",BADEN_WUERTTEMBERG,130,416,2139,459,1464,463,0,52,24,30,24
"2020-12-02T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,27,598,226,428,195,0,26,4,1,2
"2020-12-02T12:15:00+01:00",BAYERN,208,659,2954,576,1441,528,0,81,36,59,32
"2020-12-02T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,951,4934,948,2476,862,0,134,79,83,23
"2020-12-02T12:15:00+01:00",SACHSEN,78,410,1227,262,698,338,0,28,16,28,6
"2020-12-02T12:15:00+01:00",BREMEN,12,35,182,17,131,16,0,1,6,3,2
"2020-12-02T12:15:00+01:00",HAMBURG,24,85,519,81,329,71,0,15,5,3,1
"2020-12-02T12:15:00+01:00",NIEDERSACHSEN,123,190,1632,460,1011,473,0,72,15,24,12
"2020-12-02T12:15:00+01:00",BERLIN,53,310,1032,118,403,125,0,23,10,11,9
"2020-12-02T12:15:00+01:00",SACHSEN_ANHALT,43,57,693,177,393,204,0,26,3,10,4
"2020-12-02T12:15:00+01:00",RHEINLAND_PFALZ,77,184,827,287,439,291,0,37,25,12,3
"2020-12-02T12:15:00+01:00",BRANDENBURG,49,88,583,140,386,127,0,22,15,6,6
"2020-12-02T12:15:00+01:00",THUERINGEN,37,87,614,151,393,166,0,19,9,5,4
"2020-12-02T12:15:00+01:00",SAARLAND,18,74,363,78,233,105,0,8,1,6,3
"2020-12-02T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,31,511,126,243,99,0,18,5,6,5
"2020-12-02T12:15:00+01:00",DEUTSCHLAND,1338,3949,20507,4320,11364,4243,0,591,274,325,148
"2020-12-03T12:15:00+01:00",HESSEN,100,347,1692,241,889,179,0,33,18,37,12
"2020-12-03T12:15:00+01:00",BADEN_WUERTTEMBERG,130,423,2172,418,1465,462,0,48,27,33,22
"2020-12-03T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,24,589,237,425,194,0,27,3,1,2
"2020-12-03T12:15:00+01:00",BAYERN,208,668,3013,497,1439,476,0,78,39,60,31
"2020-12-03T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,945,4875,1000,2487,886,0,140,77,78,24
"2020-12-03T12:15:00+01:00",SACHSEN,78,420,1237,251,697,341,0,27,19,26,6
"2020-12-03T12:15:00+01:00",BREMEN,12,32,169,31,131,24,0,3,5,3,1
"2020-12-03T12:15:00+01:00",HAMBURG,24,88,514,82,324,65,0,13,5,4,2
"2020-12-03T12:15:00+01:00",NIEDERSACHSEN,123,186,1624,470,1003,489,0,71,14,27,11
"2020-12-03T12:15:00+01:00",RHEINLAND_PFALZ,77,183,834,276,442,285,0,42,22,9,4
"2020-12-03T12:15:00+01:00",SACHSEN_ANHALT,43,48,678,191,382,214,0,26,3,10,4
"2020-12-03T12:15:00+01:00",BERLIN,53,322,1036,116,403,122,0,26,9,9,9
"2020-12-03T12:15:00+01:00",BRANDENBURG,49,94,577,144,389,130,0,23,14,6,6
"2020-12-03T12:15:00+01:00",THUERINGEN,37,88,611,151,394,162,0,19,9,7,2
"2020-12-03T12:15:00+01:00",SAARLAND,18,75,374,69,234,102,0,6,3,6,3
"2020-12-03T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,28,517,117,240,88,0,18,5,6,5
"2020-12-03T12:15:00+01:00",DEUTSCHLAND,1338,3971,20512,4291,11344,4219,0,600,272,322,144
"2020-12-04T12:15:00+01:00",HESSEN,100,340,1674,242,891,180,0,31,18,40,11
"2020-12-04T12:15:00+01:00",BADEN_WUERTTEMBERG,130,429,2176,395,1465,436,0,48,28,33,21
"2020-12-04T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,23,602,217,425,174,0,24,5,2,2
"2020-12-04T12:15:00+01:00",BAYERN,208,704,3026,479,1417,442,0,78,39,59,32
"2020-12-04T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,930,4932,938,2491,854,0,130,86,77,26
"2020-12-04T12:15:00+01:00",SACHSEN,78,418,1233,258,681,344,0,31,15,26,6
"2020-12-04T12:15:00+01:00",BREMEN,12,33,178,23,130,16,0,1,6,4,1
"2020-12-04T12:15:00+01:00",HAMBURG,24,92,517,74,327,64,0,14,4,4,2
"2020-12-04T12:15:00+01:00",NIEDERSACHSEN,123,186,1638,437,1007,485,0,76,13,24,10
"2020-12-04T12:15:00+01:00",RHEINLAND_PFALZ,77,171,821,278,446,291,0,41,23,9,4
"2020-12-04T12:15:00+01:00",BERLIN,53,329,1012,140,403,143,0,26,12,6,9
"2020-12-04T12:15:00+01:00",SACHSEN_ANHALT,43,55,698,173,373,208,0,28,1,10,4
"2020-12-04T12:15:00+01:00",BRANDENBURG,49,99,585,133,389,119,0,21,12,10,6
"2020-12-04T12:15:00+01:00",THUERINGEN,37,89,613,151,393,150,0,19,7,9,2
"2020-12-04T12:15:00+01:00",SAARLAND,18,73,382,62,233,106,0,7,2,6,3
"2020-12-04T12:15:00+01:00",MECKLENBURG_VORPOMMERN,34,30,526,110,240,88,0,16,5,8,5
"2020-12-04T12:15:00+01:00",DEUTSCHLAND,1338,4001,20613,4110,11311,4100,0,591,276,327,144
"2020-12-05T12:15:00+01:00",HESSEN,100,347,1684,226,891,173,0,31,14,44,11
"2020-12-05T12:15:00+01:00",BADEN_WUERTTEMBERG,130,441,2144,415,1483,439,0,49,27,34,20
"2020-12-05T12:15:00+01:00",SCHLESWIG_HOLSTEIN,33,26,579,238,426,186,0,24,4,3,2
"2020-12-05T12:15:00+01:00",BAYERN,208,703,2903,548,1421,467,0,79,43,53,33
"2020-12-05T12:15:00+01:00",NORDRHEIN_WESTFALEN,319,939,4916,899,2490,816,0,124,87,80,28
"2020-12-05T12:15:00+01:00",SACHSEN,78,415,1224,265,684,344,0,27,20,25,6
"2020-12-05T12:15:00+01:00",BREMEN,12,32,159,14,132,13,0,0,6,4,2
"2020-12-05T12:15:00+01:00",HAMBURG,24,93,516,77,329,72,0,15,3,3,3
"2020-12-05T12:15:00+01:00",NIEDERSACHSEN,123,177,1613,453,1009,467,0,77,10,26,10
"2020-12-05T12:15:00+01:00",SACHSEN_ANHALT,43,58,693,166,373,185,0,25,3,12,3
"2020-12-05T12:15:00+01:00",RHEINLAND_PFALZ,77,179,824,256,444,265,0,36,24,13,4
"2020-12-05T12:15:00+01:00",BERLIN,53,344,1034,112,404,111,0,23,13,7,10
"2020-12-05T12:15:00+01:00",BRANDENBURG,49,91,571,139,390,119,0,23,8,12,6
"2020-12-05T12:15:00+01:00",SAARLAND,18,70,354,88,233,111,0,6,4,5,3
"2020-12-05T12:15:00+01:00",THUERINGEN,37,89,597,154,397,169,0,19,7,9,2
