Datum,Bundesland,"Anzahl_Meldebereiche_Erwachsene","Aktuelle_COVID_Faelle_Erwachsene_ITS","Belegte_Intensivbetten_Erwachsene","Freie_Intensivbetten_Erwachsene","7_Tage_Notfallreserve_Erwachsene","Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe"
"2020-03-20T12:15:00+01:00",HESSEN,19,7,18,185,0,120,0,16,3,0,0
"2020-03-20T12:15:00+01:00",BADEN_WUERTTEMBERG,31,35,39,330,0,205,0,20,7,3,1
"2020-03-20T12:15:00+01:00",BAYERN,45,61,77,392,0,237,0,37,5,1,2
"2020-03-20T12:15:00+01:00",SCHLESWIG_HOLSTEIN,13,7,16,99,0,68,0,11,2,0,0
"2020-03-20T12:15:00+01:00",NORDRHEIN_WESTFALEN,55,35,86,456,0,297,0,49,5,1,0
"2020-03-20T12:15:00+01:00",SACHSEN,20,3,44,272,0,215,0,16,2,2,0
"2020-03-20T12:15:00+01:00",BREMEN,3,2,0,18,0,11,0,1,1,1,0
"2020-03-20T12:15:00+01:00",HAMBURG,11,6,24,115,0,70,0,9,0,2,0
"2020-03-20T12:15:00+01:00",NIEDERSACHSEN,25,17,43,236,0,147,0,20,3,2,0
"2020-03-20T12:15:00+01:00",SACHSEN_ANHALT,8,0,2,105,0,60,0,6,2,0,0
"2020-03-20T12:15:00+01:00",BERLIN,22,9,114,157,0,105,0,18,2,1,1
"2020-03-20T12:15:00+01:00",RHEINLAND_PFALZ,15,14,48,112,0,62,0,10,3,2,0
"2020-03-20T12:15:00+01:00",BRANDENBURG,20,2,50,142,0,81,0,15,4,1,0
"2020-03-20T12:15:00+01:00",SAARLAND,4,1,7,19,0,14,0,3,1,0,0
"2020-03-20T12:15:00+01:00",THUERINGEN,7,0,0,143,0,91,0,6,1,0,0
"2020-03-20T12:15:00+01:00",MECKLENBURG_VORPOMMERN,10,1,8,85,0,59,0,8,1,1,0
"2020-03-20T12:15:00+01:00",DEUTSCHLAND,308,200,576,2866,0,1842,0,245,42,17,4
"2020-03-21T12:15:00+01:00",HESSEN,27,15,114,223,0,150,0,23,3,1,0
"2020-03-21T12:15:00+01:00",BADEN_WUERTTEMBERG,42,59,367,382,0,251,0,28,10,3,1
"2020-03-21T12:15:00+01:00",SCHLESWIG_HOLSTEIN,15,8,74,117,0,74,0,11,3,0,1
"2020-03-21T12:15:00+01:00",BAYERN,54,67,309,444,0,279,0,45,5,2,2
"2020-03-21T12:15:00+01:00",NORDRHEIN_WESTFALEN,78,76,717,696,0,458,0,67,8,3,0
"2020-03-21T12:15:00+01:00",SACHSEN,30,4,303,372,0,281,0,23,5,2,0
"2020-03-21T12:15:00+01:00",BREMEN,3,2,3,13,0,9,0,1,1,1,0
"2020-03-21T12:15:00+01:00",HAMBURG,14,9,76,121,0,69,0,11,1,2,0
"2020-03-21T12:15:00+01:00",NIEDERSACHSEN,27,23,125,254,0,165,0,21,5,1,0
"2020-03-21T12:15:00+01:00",SACHSEN_ANHALT,12,1,119,150,0,89,0,10,2,0,0
"2020-03-21T12:15:00+01:00",RHEINLAND_PFALZ,19,18,63,133,0,69,0,12,5,2,0
"2020-03-21T12:15:00+01:00",BERLIN,31,20,266,203,0,141,0,28,2,1,0
"2020-03-21T12:15:00+01:00",BRANDENBURG,24,2,107,157,0,85,0,19,4,1,0
"2020-03-21T12:15:00+01:00",SAARLAND,5,2,51,36,0,29,0,3,1,1,0
"2020-03-21T12:15:00+01:00",THUERINGEN,8,1,84,154,0,103,0,7,1,0,0
"2020-03-21T12:15:00+01:00",MECKLENBURG_VORPOMMERN,13,1,50,99,0,57,0,10,1,2,0
"2020-03-21T12:15:00+01:00",DEUTSCHLAND,402,308,2828,3554,0,2309,0,319,57,22,4
"2020-03-22T12:15:00+01:00",HESSEN,29,21,138,228,0,156,0,26,2,1,0
"2020-03-22T12:15:00+01:00",BADEN_WUERTTEMBERG,45,73,435,401,0,272,0,28,11,3,3
"2020-03-22T12:15:00+01:00",SCHLESWIG_HOLSTEIN,17,12,104,119,0,77,0,10,4,1,2
"2020-03-22T12:15:00+01:00",BAYERN,59,82,425,454,0,293,0,48,6,3,2
"2020-03-22T12:15:00+01:00",NORDRHEIN_WESTFALEN,82,84,791,721,0,471,0,71,8,3,0
"2020-03-22T12:15:00+01:00",SACHSEN,32,2,284,428,0,304,0,24,6,2,0
"2020-03-22T12:15:00+01:00",BREMEN,3,2,3,13,0,9,0,1,1,1,0
"2020-03-22T12:15:00+01:00",HAMBURG,14,14,119,114,0,62,0,11,1,2,0
"2020-03-22T12:15:00+01:00",NIEDERSACHSEN,29,26,159,272,0,166,0,22,6,1,0
"2020-03-22T12:15:00+01:00",SACHSEN_ANHALT,12,1,123,145,0,87,0,10,1,1,0
"2020-03-22T12:15:00+01:00",RHEINLAND_PFALZ,19,17,80,144,0,77,0,13,4,2,0
"2020-03-22T12:15:00+01:00",BERLIN,33,22,272,218,0,148,0,30,2,1,0
"2020-03-22T12:15:00+01:00",BRANDENBURG,25,2,141,169,0,102,0,20,3,2,0
"2020-03-22T12:15:00+01:00",SAARLAND,5,4,40,25,0,19,0,3,1,1,0
"2020-03-22T12:15:00+01:00",THUERINGEN,8,1,90,146,0,95,0,7,1,0,0
"2020-03-22T12:15:00+01:00",MECKLENBURG_VORPOMMERN,14,1,51,115,0,65,0,11,1,2,0
"2020-03-22T12:15:00+01:00",DEUTSCHLAND,426,364,3255,3712,0,2403,0,335,58,26,7
"2020-03-23T12:15:00+01:00",HESSEN,33,25,171,260,0,170,0,30,2,1,0
"2020-03-23T12:15:00+01:00",BADEN_WUERTTEMBERG,49,91,523,420,0,280,0,32,11,3,3
"2020-03-23T12:15:00+01:00",SCHLESWIG_HOLSTEIN,18,11,134,130,0,78,0,10,5,1,2
"2020-03-23T12:15:00+01:00",BAYERN,59,94,481,466,0,303,0,49,5,3,2
"2020-03-23T12:15:00+01:00",NORDRHEIN_WESTFALEN,91,97,906,797,0,493,0,77,10,4,0
"2020-03-23T12:15:00+01:00",SACHSEN,33,3,302,447,0,307,0,25,6,2,0
"2020-03-23T12:15:00+01:00",BREMEN,4,3,4,17,0,13,0,2,1,1,0
"2020-03-23T12:15:00+01:00",HAMBURG,16,19,146,140,0,77,0,13,1,2,0
"2020-03-23T12:15:00+01:00",NIEDERSACHSEN,32,30,162,296,0,174,0,28,3,1,0
"2020-03-23T12:15:00+01:00",SACHSEN_ANHALT,14,7,144,165,0,99,0,11,2,1,0
"2020-03-23T12:15:00+01:00",BERLIN,34,25,280,216,0,141,0,31,2,1,0
"2020-03-23T12:15:00+01:00",RHEINLAND_PFALZ,25,36,155,197,0,114,0,19,4,2,0
"2020-03-23T12:15:00+01:00",BRANDENBURG,26,4,176,180,0,117,0,21,4,1,0
"2020-03-23T12:15:00+01:00",SAARLAND,5,3,37,25,0,19,0,3,1,1,0
"2020-03-23T12:15:00+01:00",THUERINGEN,10,2,104,182,0,117,0,8,1,1,0
"2020-03-23T12:15:00+01:00",MECKLENBURG_VORPOMMERN,14,1,53,112,0,68,0,11,1,2,0
"2020-03-23T12:15:00+01:00",DEUTSCHLAND,463,451,3778,4050,0,2570,0,370,59,27,7
"2020-03-24T12:15:00+01:00",HESSEN,42,40,301,362,0,231,0,36,5,1,0
"2020-03-24T12:15:00+01:00",BADEN_WUERTTEMBERG,55,130,637,501,0,317,0,36,13,3,3
"2020-03-24T12:15:00+01:00",SCHLESWIG_HOLSTEIN,21,17,168,157,0,89,0,13,6,0,2
"2020-03-24T12:15:00+01:00",BAYERN,70,123,602,523,0,352,0,56,9,3,2
"2020-03-24T12:15:00+01:00",NORDRHEIN_WESTFALEN,112,118,1096,954,0,624,0,89,15,8,0
"2020-03-24T12:15:00+01:00",SACHSEN,36,6,337,492,0,328,0,27,7,2,0
"2020-03-24T12:15:00+01:00",BREMEN,4,4,10,23,0,14,0,2,1,1,0
"2020-03-24T12:15:00+01:00",HAMBURG,18,28,206,185,0,112,0,13,3,2,0
"2020-03-24T12:15:00+01:00",NIEDERSACHSEN,36,39,228,314,0,184,0,31,4,1,0
"2020-03-24T12:15:00+01:00",SACHSEN_ANHALT,16,11,187,165,0,108,0,12,3,1,0
"2020-03-24T12:15:00+01:00",RHEINLAND_PFALZ,26,41,167,213,0,116,0,19,5,2,0
"2020-03-24T12:15:00+01:00",BERLIN,35,39,375,240,0,158,0,32,2,1,0
"2020-03-24T12:15:00+01:00",BRANDENBURG,28,7,229,215,0,138,0,23,4,1,0
"2020-03-24T12:15:00+01:00",THUERINGEN,10,7,132,191,0,130,0,8,1,1,0
"2020-03-24T12:15:00+01:00",SAARLAND,7,5,45,38,0,25,0,5,1,1,0
"2020-03-24T12:15:00+01:00",MECKLENBURG_VORPOMMERN,17,1,136,139,0,79,0,14,1,2,0
"2020-03-24T12:15:00+01:00",DEUTSCHLAND,533,616,4856,4712,0,3005,0,416,80,30,7
"2020-03-25T12:15:00+01:00",HESSEN,44,46,360,387,0,245,0,38,5,1,0
"2020-03-25T12:15:00+01:00",BADEN_WUERTTEMBERG,62,176,723,581,0,376,0,43,13,3,3
"2020-03-25T12:15:00+01:00",BAYERN,76,132,611,574,0,376,0,61,10,3,2
"2020-03-25T12:15:00+01:00",SCHLESWIG_HOLSTEIN,22,22,180,151,0,94,0,15,5,0,2
"2020-03-25T12:15:00+01:00",NORDRHEIN_WESTFALEN,126,191,1303,1061,0,673,0,106,12,7,1
"2020-03-25T12:15:00+01:00",SACHSEN,39,9,394,492,0,337,0,30,7,2,0
"2020-03-25T12:15:00+01:00",BREMEN,4,3,9,23,0,14,0,3,0,1,0
"2020-03-25T12:15:00+01:00",HAMBURG,19,30,225,190,0,120,0,14,4,1,0
"2020-03-25T12:15:00+01:00",NIEDERSACHSEN,39,45,279,377,0,230,0,34,4,1,0
"2020-03-25T12:15:00+01:00",SACHSEN_ANHALT,18,10,185,180,0,118,0,14,3,1,0
"2020-03-25T12:15:00+01:00",RHEINLAND_PFALZ,29,56,182,213,0,121,0,22,5,2,0
"2020-03-25T12:15:00+01:00",BERLIN,36,38,403,237,0,162,0,34,1,1,0
"2020-03-25T12:15:00+01:00",BRANDENBURG,32,10,266,216,0,134,0,26,5,1,0
"2020-03-25T12:15:00+01:00",SAARLAND,8,6,60,59,0,42,0,6,1,1,0
"2020-03-25T12:15:00+01:00",THUERINGEN,10,9,141,185,0,121,0,8,1,1,0
"2020-03-25T12:15:00+01:00",MECKLENBURG_VORPOMMERN,17,6,150,155,0,78,0,14,1,2,0
"2020-03-25T12:15:00+01:00",DEUTSCHLAND,581,789,5471,5081,0,3241,0,468,77,28,8
"2020-03-26T12:15:00+01:00",HESSEN,41,44,374,388,0,241,0,35,5,1,0
"2020-03-26T12:15:00+01:00",BADEN_WUERTTEMBERG,63,196,782,565,0,368,0,44,14,2,3
"2020-03-26T12:15:00+01:00",SCHLESWIG_HOLSTEIN,22,15,255,187,0,124,0,16,4,0,2
"2020-03-26T12:15:00+01:00",BAYERN,76,145,628,589,0,384,0,60,11,3,2
"2020-03-26T12:15:00+01:00",NORDRHEIN_WESTFALEN,135,186,1526,1081,0,707,0,114,13,7,1
"2020-03-26T12:15:00+01:00",SACHSEN,39,12,401,476,0,331,0,30,7,2,0
"2020-03-26T12:15:00+01:00",BREMEN,4,4,16,23,0,17,0,3,0,1,0
"2020-03-26T12:15:00+01:00",HAMBURG,18,37,230,177,0,104,0,13,4,1,0
"2020-03-26T12:15:00+01:00",NIEDERSACHSEN,39,44,282,387,0,238,0,34,4,1,0
"2020-03-26T12:15:00+01:00",SACHSEN_ANHALT,19,13,186,197,0,135,0,16,2,1,0
"2020-03-26T12:15:00+01:00",BERLIN,35,43,417,246,0,162,0,34,1,0,0
"2020-03-26T12:15:00+01:00",RHEINLAND_PFALZ,32,58,207,217,0,127,0,23,7,2,0
"2020-03-26T12:15:00+01:00",BRANDENBURG,32,12,274,221,0,132,0,26,5,1,0
"2020-03-26T12:15:00+01:00",SAARLAND,9,12,89,75,0,50,0,6,1,1,1
"2020-03-26T12:15:00+01:00",THUERINGEN,10,2,147,172,0,115,0,8,1,1,0
"2020-03-26T12:15:00+01:00",MECKLENBURG_VORPOMMERN,17,1,146,158,0,83,0,14,1,2,0
"2020-03-26T12:15:00+01:00",DEUTSCHLAND,591,824,5960,5159,0,3318,0,476,80,26,9
"2020-03-27T12:15:00+01:00",HESSEN,42,45,358,381,0,266,0,36,5,1,0
"2020-03-27T12:15:00+01:00",BADEN_WUERTTEMBERG,60,226,808,581,0,378,0,41,14,2,3
"2020-03-27T12:15:00+01:00",BAYERN,80,160,758,625,0,415,0,63,12,3,2
"2020-03-27T12:15:00+01:00",SCHLESWIG_HOLSTEIN,25,16,301,248,0,174,0,19,4,0,2
"2020-03-27T12:15:00+01:00",NORDRHEIN_WESTFALEN,144,198,1545,1211,0,798,0,119,16,8,1
"2020-03-27T12:15:00+01:00",SACHSEN,37,14,436,412,0,265,0,29,7,1,0
"2020-03-27T12:15:00+01:00",BREMEN,3,3,13,37,0,10,0,2,0,1,0
"2020-03-27T12:15:00+01:00",HAMBURG,18,33,239,187,0,106,0,13,4,1,0
"2020-03-27T12:15:00+01:00",NIEDERSACHSEN,42,58,338,396,0,261,0,37,4,1,0
"2020-03-27T12:15:00+01:00",BERLIN,35,56,428,285,0,214,0,34,1,0,0
"2020-03-27T12:15:00+01:00",SACHSEN_ANHALT,19,15,200,198,0,135,0,16,2,1,0
"2020-03-27T12:15:00+01:00",RHEINLAND_PFALZ,33,42,209,195,0,118,0,25,6,2,0
"2020-03-27T12:15:00+01:00",BRANDENBURG,33,17,271,227,0,137,0,26,6,1,0
"2020-03-27T12:15:00+01:00",THUERINGEN,9,4,140,169,0,114,0,7,1,1,0
"2020-03-27T12:15:00+01:00",SAARLAND,9,18,84,78,0,52,0,8,0,1,0
"2020-03-27T12:15:00+01:00",MECKLENBURG_VORPOMMERN,17,0,146,159,0,89,0,14,1,2,0
"2020-03-27T12:15:00+01:00",DEUTSCHLAND,606,905,6274,5389,0,3532,0,489,83,26,8
"2020-03-28T12:15:00+01:00",HESSEN,39,62,516,365,0,257,0,34,4,1,0
"2020-03-28T12:15:00+01:00",BADEN_WUERTTEMBERG,63,248,850,592,0,393,0,43,15,2,3
"2020-03-28T12:15:00+01:00",SCHLESWIG_HOLSTEIN,24,13,293,255,0,178,0,18,4,0,2
"2020-03-28T12:15:00+01:00",BAYERN,87,195,873,649,0,443,0,64,17,4,2
"2020-03-28T12:15:00+01:00",NORDRHEIN_WESTFALEN,147,214,1648,1250,0,820,0,121,17,8,1
"2020-03-28T12:15:00+01:00",SACHSEN,36,17,440,384,0,246,0,29,6,1,0
"2020-03-28T12:15:00+01:00",BREMEN,4,4,32,63,0,18,0,1,1,1,1
"2020-03-28T12:15:00+01:00",HAMBURG,18,34,230,190,0,110,0,13,4,1,0
"2020-03-28T12:15:00+01:00",NIEDERSACHSEN,44,55,340,419,0,275,0,39,4,1,0
"2020-03-28T12:15:00+01:00",BERLIN,37,62,457,249,0,186,0,35,2,0,0
"2020-03-28T12:15:00+01:00",SACHSEN_ANHALT,18,11,191,193,0,132,0,15,2,1,0
"2020-03-28T12:15:00+01:00",RHEINLAND_PFALZ,32,48,206,188,0,114,0,24,6,2,0
"2020-03-28T12:15:00+01:00",BRANDENBURG,32,15,253,236,0,148,0,25,6,1,0
"2020-03-28T12:15:00+01:00",SAARLAND,8,18,85,68,0,49,0,8,0,0,0
"2020-03-28T12:15:00+01:00",THUERINGEN,9,4,164,143,0,101,0,7,1,1,0
"2020-03-28T12:15:00+01:00",MECKLENBURG_VORPOMMERN,18,1,160,167,0,104,0,14,2,2,0
"2020-03-28T12:15:00+01:00",DEUTSCHLAND,616,1001,6738,5411,0,3574,0,490,91,26,9
"2020-03-29T12:15:00+02:00",HESSEN,39,77,514,361,0,252,0,35,3,1,0
"2020-03-29T12:15:00+02:00",BADEN_WUERTTEMBERG,61,250,864,581,0,387,0,42,14,2,3
"2020-03-29T12:15:00+02:00",BAYERN,85,219,896,635,0,430,0,62,17,4,2
"2020-03-29T12:15:00+02:00",SCHLESWIG_HOLSTEIN,23,14,267,246,0,171,0,18,3,0,2
"2020-03-29T12:15:00+02:00",NORDRHEIN_WESTFALEN,149,220,1656,1277,0,857,0,122,19,7,1
"2020-03-29T12:15:00+02:00",SACHSEN,36,18,430,398,0,252,0,29,6,1,0
"2020-03-29T12:15:00+02:00",BREMEN,4,5,32,53,0,16,0,2,0,1,1
"2020-03-29T12:15:00+02:00",HAMBURG,18,34,220,199,0,119,0,12,5,1,0
"2020-03-29T12:15:00+02:00",NIEDERSACHSEN,44,61,346,463,0,283,0,39,4,1,0
"2020-03-29T12:15:00+02:00",SACHSEN_ANHALT,18,11,191,193,0,132,0,15,2,1,0
"2020-03-29T12:15:00+02:00",RHEINLAND_PFALZ,31,48,204,185,0,111,0,24,6,1,0
"2020-03-29T12:15:00+02:00",BERLIN,36,65,449,274,0,194,0,34,2,0,0
"2020-03-29T12:15:00+02:00",BRANDENBURG,33,17,247,242,0,149,0,26,6,1,0
"2020-03-29T12:15:00+02:00",THUERINGEN,9,4,167,142,0,99,0,7,1,1,0
"2020-03-29T12:15:00+02:00",SAARLAND,8,18,81,69,0,50,0,8,0,0,0
"2020-03-29T12:15:00+02:00",MECKLENBURG_VORPOMMERN,19,2,160,178,0,110,0,15,2,2,0
"2020-03-29T12:15:00+02:00",DEUTSCHLAND,613,1063,6724,5496,0,3612,0,490,90,24,9
"2020-03-30T12:15:00+02:00",HESSEN,38,87,573,351,0,232,0,34,3,1,0
"2020-03-30T12:15:00+02:00",BADEN_WUERTTEMBERG,61,279,932,601,0,411,0,43,13,2,3
"2020-03-30T12:15:00+02:00",SCHLESWIG_HOLSTEIN,25,27,300,326,0,239,0,19,4,0,2
"2020-03-30T12:15:00+02:00",BAYERN,88,257,962,655,0,427,0,61,20,5,2
"2020-03-30T12:15:00+02:00",NORDRHEIN_WESTFALEN,153,251,1696,1271,0,838,0,127,19,6,1
"2020-03-30T12:15:00+02:00",SACHSEN,38,24,451,436,0,274,0,32,5,1,0
"2020-03-30T12:15:00+02:00",BREMEN,4,4,29,67,0,24,0,2,0,1,1
"2020-03-30T12:15:00+02:00",HAMBURG,16,29,212,183,0,119,0,10,5,1,0
"2020-03-30T12:15:00+02:00",NIEDERSACHSEN,44,59,372,441,0,280,0,38,5,1,0
"2020-03-30T12:15:00+02:00",RHEINLAND_PFALZ,31,52,198,194,0,123,0,24,6,1,0
"2020-03-30T12:15:00+02:00",BERLIN,36,71,462,241,0,178,0,35,1,0,0
"2020-03-30T12:15:00+02:00",SACHSEN_ANHALT,19,12,185,207,0,142,0,16,2,1,0
"2020-03-30T12:15:00+02:00",BRANDENBURG,34,26,301,260,0,151,0,28,5,1,0
"2020-03-30T12:15:00+02:00",SAARLAND,8,16,77,73,0,53,0,8,0,0,0
"2020-03-30T12:15:00+02:00",THUERINGEN,9,6,167,143,0,100,0,7,1,1,0
"2020-03-30T12:15:00+02:00",MECKLENBURG_VORPOMMERN,18,3,152,177,0,110,0,16,1,1,0
"2020-03-30T12:15:00+02:00",DEUTSCHLAND,622,1203,7069,5626,0,3701,0,500,90,23,9
"2020-03-31T12:15:00+02:00",HESSEN,40,100,649,404,0,277,0,36,3,1,0
"2020-03-31T12:15:00+02:00",BADEN_WUERTTEMBERG,64,348,1063,629,0,427,0,45,14,3,2
"2020-03-31T12:15:00+02:00",SCHLESWIG_HOLSTEIN,29,38,391,394,0,302,0,22,4,1,2
"2020-03-31T12:15:00+02:00",BAYERN,112,378,1349,785,0,505,0,81,23,6,2
"2020-03-31T12:15:00+02:00",NORDRHEIN_WESTFALEN,165,299,1929,1272,0,821,0,135,24,4,2
"2020-03-31T12:15:00+02:00",SACHSEN,40,32,437,390,0,261,0,34,5,1,0
"2020-03-31T12:15:00+02:00",BREMEN,5,6,35,61,0,22,0,3,0,1,1
"2020-03-31T12:15:00+02:00",HAMBURG,19,38,304,230,0,150,0,14,4,1,0
"2020-03-31T12:15:00+02:00",NIEDERSACHSEN,47,76,427,496,0,321,0,39,5,3,0
"2020-03-31T12:15:00+02:00",RHEINLAND_PFALZ,37,60,237,226,0,134,0,27,8,1,1
"2020-03-31T12:15:00+02:00",SACHSEN_ANHALT,23,16,203,280,0,168,0,19,3,1,0
"2020-03-31T12:15:00+02:00",BERLIN,39,81,589,275,0,211,0,36,2,1,0
"2020-03-31T12:15:00+02:00",BRANDENBURG,35,27,295,250,0,157,0,29,5,1,0
"2020-03-31T12:15:00+02:00",SAARLAND,9,27,99,83,0,59,0,7,1,0,1
"2020-03-31T12:15:00+02:00",THUERINGEN,16,19,188,240,0,162,0,10,5,1,0
"2020-03-31T12:15:00+02:00",MECKLENBURG_VORPOMMERN,21,5,197,212,0,144,0,19,1,1,0
"2020-03-31T12:15:00+02:00",DEUTSCHLAND,701,1550,8392,6227,0,4121,0,556,107,27,11
"2020-04-01T12:15:00+02:00",HESSEN,45,114,678,440,0,321,0,41,4,0,0
"2020-04-01T12:15:00+02:00",BADEN_WUERTTEMBERG,87,413,1270,778,0,552,0,66,16,3,2
"2020-04-01T12:15:00+02:00",SCHLESWIG_HOLSTEIN,29,37,409,410,0,310,0,23,3,1,2
"2020-04-01T12:15:00+02:00",BAYERN,137,459,1702,1044,0,661,0,98,27,10,2
"2020-04-01T12:15:00+02:00",NORDRHEIN_WESTFALEN,180,351,2171,1448,0,939,0,149,22,7,2
"2020-04-01T12:15:00+02:00",SACHSEN,42,34,463,434,0,286,0,34,7,1,0
"2020-04-01T12:15:00+02:00",BREMEN,9,9,49,98,0,45,0,7,1,0,1
"2020-04-01T12:15:00+02:00",HAMBURG,18,40,295,213,0,135,0,12,5,1,0
"2020-04-01T12:15:00+02:00",NIEDERSACHSEN,49,76,425,529,0,342,0,40,6,3,0
"2020-04-01T12:15:00+02:00",SACHSEN_ANHALT,25,15,222,279,0,174,0,21,3,1,0
"2020-04-01T12:15:00+02:00",BERLIN,39,86,606,268,0,205,0,36,3,0,0
"2020-04-01T12:15:00+02:00",RHEINLAND_PFALZ,38,57,234,233,0,130,0,27,9,1,1
"2020-04-01T12:15:00+02:00",BRANDENBURG,36,28,290,292,0,184,0,29,6,1,0
"2020-04-01T12:15:00+02:00",THUERINGEN,21,28,231,305,0,205,0,15,5,1,0
"2020-04-01T12:15:00+02:00",SAARLAND,13,31,109,118,0,79,0,10,2,1,0
"2020-04-01T12:15:00+02:00",MECKLENBURG_VORPOMMERN,21,6,191,205,0,142,0,18,2,1,0
"2020-04-01T12:15:00+02:00",DEUTSCHLAND,789,1784,9345,7094,0,4710,0,626,121,32,10
"2020-04-02T12:15:00+02:00",HESSEN,49,133,772,463,0,337,0,45,4,0,0
"2020-04-02T12:15:00+02:00",BADEN_WUERTTEMBERG,97,497,1539,1044,0,737,0,73,19,3,2
"2020-04-02T12:15:00+02:00",SCHLESWIG_HOLSTEIN,30,44,436,406,0,305,0,24,4,0,2
"2020-04-02T12:15:00+02:00",BAYERN,149,534,1926,1130,0,747,0,111,27,9,2
"2020-04-02T12:15:00+02:00",NORDRHEIN_WESTFALEN,220,444,2493,1907,0,1218,0,182,26,10,2
"2020-04-02T12:15:00+02:00",SACHSEN,45,41,533,462,0,304,0,34,9,2,0
"2020-04-02T12:15:00+02:00",BREMEN,9,10,50,99,0,42,0,6,2,0,1
"2020-04-02T12:15:00+02:00",HAMBURG,20,52,333,200,0,123,0,14,5,1,0
"2020-04-02T12:15:00+02:00",NIEDERSACHSEN,49,76,438,524,0,333,0,41,5,3,0
"2020-04-02T12:15:00+02:00",SACHSEN_ANHALT,27,19,303,267,0,175,0,23,3,1,0
"2020-04-02T12:15:00+02:00",BERLIN,40,91,633,276,0,224,0,36,3,1,0
"2020-04-02T12:15:00+02:00",RHEINLAND_PFALZ,38,58,236,250,0,141,0,28,9,0,1
"2020-04-02T12:15:00+02:00",BRANDENBURG,36,31,295,332,0,203,0,30,5,1,0
"2020-04-02T12:15:00+02:00",THUERINGEN,24,27,344,345,0,230,0,17,5,1,1
"2020-04-02T12:15:00+02:00",SAARLAND,13,40,141,129,0,83,0,10,2,1,0
"2020-04-02T12:15:00+02:00",MECKLENBURG_VORPOMMERN,20,5,190,183,0,135,0,17,2,1,0
"2020-04-02T12:15:00+02:00",DEUTSCHLAND,866,2102,10662,8017,0,5337,0,691,130,34,11
"2020-04-03T12:15:00+02:00",HESSEN,52,144,807,490,0,351,0,47,5,0,0
"2020-04-03T12:15:00+02:00",BADEN_WUERTTEMBERG,104,523,1615,995,0,701,0,77,21,3,3
"2020-04-03T12:15:00+02:00",SCHLESWIG_HOLSTEIN,31,46,472,382,0,297,0,26,3,0,2
"2020-04-03T12:15:00+02:00",BAYERN,162,587,2100,1241,0,809,0,115,33,11,3
"2020-04-03T12:15:00+02:00",NORDRHEIN_WESTFALEN,247,518,2932,2009,0,1317,0,202,29,13,3
"2020-04-03T12:15:00+02:00",SACHSEN,45,45,535,428,0,271,0,33,10,2,0
"2020-04-03T12:15:00+02:00",BREMEN,10,10,49,105,0,43,0,8,1,0,1
"2020-04-03T12:15:00+02:00",HAMBURG,20,50,320,207,0,125,0,14,5,1,0
"2020-04-03T12:15:00+02:00",NIEDERSACHSEN,51,95,505,569,0,344,0,43,5,3,0
"2020-04-03T12:15:00+02:00",RHEINLAND_PFALZ,39,63,237,248,0,141,0,28,10,0,1
"2020-04-03T12:15:00+02:00",SACHSEN_ANHALT,35,41,415,383,0,247,0,30,3,1,1
"2020-04-03T12:15:00+02:00",BERLIN,42,116,683,293,0,237,0,37,5,0,0
"2020-04-03T12:15:00+02:00",BRANDENBURG,35,34,291,339,0,204,0,32,3,0,0
"2020-04-03T12:15:00+02:00",THUERINGEN,27,36,378,417,0,239,0,21,4,1,1
"2020-04-03T12:15:00+02:00",SAARLAND,17,46,156,140,0,84,0,14,3,0,0
"2020-04-03T12:15:00+02:00",MECKLENBURG_VORPOMMERN,21,7,213,183,0,138,0,17,2,2,0
"2020-04-03T12:15:00+02:00",DEUTSCHLAND,938,2361,11708,8429,0,5548,0,744,142,37,15
"2020-04-04T12:15:00+02:00",HESSEN,53,144,819,475,0,348,0,47,6,0,0
"2020-04-04T12:15:00+02:00",BADEN_WUERTTEMBERG,111,548,1665,1042,0,714,0,83,21,3,4
"2020-04-04T12:15:00+02:00",BAYERN,171,641,2145,1259,0,809,0,122,32,11,5
"2020-04-04T12:15:00+02:00",SCHLESWIG_HOLSTEIN,31,47,454,390,0,295,0,26,3,0,2
"2020-04-04T12:15:00+02:00",NORDRHEIN_WESTFALEN,267,525,3071,2170,0,1429,0,220,26,17,4
"2020-04-04T12:15:00+02:00",SACHSEN,48,49,548,443,0,284,0,37,9,2,0
"2020-04-04T12:15:00+02:00",BREMEN,10,5,35,83,0,36,0,8,1,1,0
"2020-04-04T12:15:00+02:00",HAMBURG,20,49,331,214,0,127,0,14,5,1,0
"2020-04-04T12:15:00+02:00",NIEDERSACHSEN,51,99,488,583,0,361,0,43,5,3,0
"2020-04-04T12:15:00+02:00",RHEINLAND_PFALZ,42,71,258,259,0,147,0,31,10,0,1
"2020-04-04T12:15:00+02:00",BERLIN,46,129,657,318,0,243,0,41,5,0,0
"2020-04-04T12:15:00+02:00",SACHSEN_ANHALT,35,39,417,380,0,244,0,30,3,1,1
"2020-04-04T12:15:00+02:00",BRANDENBURG,34,33,285,348,0,221,0,31,2,0,1
"2020-04-04T12:15:00+02:00",SAARLAND,17,48,146,142,0,86,0,13,4,0,0
