Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
04.02.2021	622	1.084	2.133	1.978	1.942	2.254	1.379	880	1.164	457
03.02.2021	632	1.120	2.233	2.009	1.989	2.342	1.452	919	1.210	470
02.02.2021	631	1.143	2.309	2.031	2.075	2.413	1.466	976	1.313	511
01.02.2021	620	1.158	2.374	2.132	2.127	2.509	1.502	1.014	1.382	527
31.01.2021	623	1.155	2.438	2.195	2.128	2.560	1.527	1.040	1.421	574
30.01.2021	628	1.123	2.421	2.193	2.113	2.546	1.509	1.049	1.422	594
29.01.2021	625	1.139	2.503	2.226	2.142	2.618	1.536	1.099	1.496	625
28.01.2021	684	1.182	2.587	2.260	2.183	2.724	1.605	1.143	1.552	636
27.01.2021	703	1.216	2.687	2.386	2.231	2.831	1.626	1.183	1.617	654
26.01.2021	712	1.295	2.840	2.596	2.338	3.006	1.710	1.204	1.650	655
25.01.2021	745	1.366	2.943	2.676	2.476	3.124	1.763	1.231	1.709	710
24.01.2021	768	1.412	2.980	2.714	2.502	3.164	1.788	1.243	1.733	707
23.01.2021	775	1.433	3.032	2.756	2.525	3.187	1.818	1.246	1.763	710
22.01.2021	798	1.484	3.049	2.842	2.584	3.265	1.838	1.224	1.737	694
21.01.2021	794	1.524	3.223	2.908	2.619	3.300	1.838	1.231	1.762	699
20.01.2021	821	1.572	3.321	3.013	2.709	3.410	1.908	1.260	1.880	760
19.01.2021	856	1.629	3.388	3.068	2.775	3.458	1.942	1.263	1.840	789
18.01.2021	864	1.647	3.512	3.201	2.835	3.538	1.991	1.296	1.893	818
17.01.2021	883	1.701	3.601	3.272	2.947	3.619	2.021	1.340	1.914	823
16.01.2021	879	1.748	3.683	3.313	3.028	3.722	2.025	1.360	1.950	816
15.01.2021	874	1.777	3.791	3.305	3.048	3.698	2.048	1.394	1.994	831
14.01.2021	862	1.875	3.884	3.446	3.183	3.770	2.169	1.458	2.085	868
13.01.2021	875	1.998	4.165	3.682	3.331	3.906	2.247	1.519	2.062	848
12.01.2021	904	2.074	4.507	3.938	3.570	4.158	2.416	1.642	2.208	904
11.01.2021	923	2.136	4.727	4.115	3.642	4.284	2.508	1.711	2.237	889
10.01.2021	918	2.116	4.765	4.195	3.648	4.296	2.540	1.713	2.264	919
09.01.2021	921	2.124	4.804	4.243	3.676	4.313	2.581	1.744	2.284	962
08.01.2021	848	1.979	4.570	4.077	3.511	4.143	2.462	1.699	2.253	944
07.01.2021	779	1.723	4.121	3.674	3.146	3.782	2.213	1.527	2.030	848
06.01.2021	715	1.552	3.736	3.296	2.931	3.509	2.051	1.459	1.906	795
05.01.2021	697	1.521	3.603	3.146	2.896	3.568	2.107	1.424	1.988	787
04.01.2021	706	1.534	3.497	3.001	2.949	3.637	2.161	1.426	1.992	815
03.01.2021	678	1.509	3.479	2.966	2.987	3.736	2.204	1.438	2.031	839
02.01.2021	731	1.539	3.517	3.005	3.027	3.822	2.232	1.471	2.131	873
01.01.2021	751	1.551	3.533	3.003	3.055	3.879	2.253	1.487	2.123	885
31.12.2020	769	1.596	3.571	3.093	3.113	3.990	2.310	1.517	2.187	899
30.12.2020	837	1.614	3.639	3.247	3.222	4.113	2.401	1.511	2.190	917
29.12.2020	924	1.748	3.789	3.410	3.407	4.237	2.475	1.602	2.188	899
28.12.2020	1.041	1.802	3.840	3.512	3.552	4.336	2.501	1.631	2.257	893
27.12.2020	1.183	1.967	4.118	3.695	3.752	4.542	2.642	1.709	2.325	906
26.12.2020	1.214	2.062	4.191	3.823	3.851	4.684	2.710	1.723	2.331	914
25.12.2020	1.356	2.299	4.542	4.190	4.171	5.066	2.943	1.833	2.499	959
24.12.2020	1.515	2.639	5.170	4.680	4.770	5.653	3.266	2.032	2.747	1.051
23.12.2020	1.614	2.885	5.587	5.001	5.129	6.059	3.471	2.166	2.920	1.092
22.12.2020	1.649	2.919	5.436	4.988	4.956	5.952	3.329	2.083	2.880	1.085
21.12.2020	1.653	3.013	5.408	4.948	4.875	5.825	3.293	2.004	2.788	1.067
20.12.2020	1.692	3.066	5.338	4.946	4.795	5.691	3.204	1.982	2.758	1.037
19.12.2020	1.705	3.051	5.300	4.856	4.733	5.590	3.166	1.954	2.688	1.016
18.12.2020	1.733	3.121	5.266	4.818	4.675	5.476	3.089	1.912	2.648	1.022
17.12.2020	1.782	3.189	5.166	4.809	4.679	5.451	3.069	1.901	2.641	1.031
16.12.2020	1.813	3.303	5.096	4.737	4.551	5.318	2.982	1.868	2.615	1.029
15.12.2020	1.771	3.289	5.091	4.552	4.469	5.189	2.846	1.783	2.462	1.002
14.12.2020	1.689	3.274	5.036	4.476	4.388	5.091	2.744	1.757	2.398	945
13.12.2020	1.631	3.253	4.961	4.390	4.377	5.110	2.714	1.718	2.344	955
12.12.2020	1.587	3.242	4.907	4.322	4.322	5.033	2.679	1.683	2.308	910
11.12.2020	1.528	3.206	4.796	4.208	4.274	4.999	2.619	1.618	2.159	851
10.12.2020	1.455	3.097	4.708	4.063	4.003	4.784	2.453	1.521	2.000	822
09.12.2020	1.387	2.991	4.576	3.898	3.911	4.633	2.344	1.423	1.898	807
08.12.2020	1.379	2.992	4.458	3.854	3.839	4.517	2.362	1.398	1.860	768
07.12.2020	1.388	2.933	4.298	3.777	3.775	4.399	2.286	1.366	1.789	779
06.12.2020	1.353	2.934	4.250	3.677	3.675	4.247	2.214	1.312	1.714	726
05.12.2020	1.369	2.915	4.201	3.688	3.661	4.203	2.185	1.320	1.732	716
04.12.2020	1.392	2.954	4.194	3.679	3.659	4.144	2.180	1.343	1.760	725
03.12.2020	1.397	2.968	4.094	3.640	3.675	4.123	2.210	1.315	1.773	695
02.12.2020	1.427	2.974	4.050	3.622	3.694	4.110	2.233	1.320	1.702	626
01.12.2020	1.446	2.989	4.066	3.720	3.733	4.121	2.221	1.320	1.642	577
30.11.2020	1.425	3.083	4.111	3.826	3.796	4.200	2.250	1.307	1.670	553
29.11.2020	1.489	3.242	4.271	4.042	4.017	4.406	2.334	1.348	1.720	591
28.11.2020	1.488	3.255	4.276	4.029	4.052	4.421	2.336	1.364	1.673	612
27.11.2020	1.442	3.219	4.260	4.055	4.028	4.443	2.326	1.309	1.588	567
26.11.2020	1.490	3.348	4.454	4.174	4.151	4.561	2.368	1.335	1.522	535
25.11.2020	1.557	3.518	4.677	4.363	4.257	4.741	2.445	1.373	1.541	552
24.11.2020	1.595	3.611	4.859	4.408	4.424	4.788	2.439	1.368	1.543	581
23.11.2020	1.606	3.564	4.979	4.357	4.466	4.768	2.455	1.400	1.495	577
22.11.2020	1.628	3.546	5.057	4.399	4.427	4.750	2.484	1.400	1.450	550
21.11.2020	1.615	3.629	5.155	4.501	4.472	4.831	2.500	1.368	1.448	529
20.11.2020	1.700	3.742	5.353	4.616	4.605	4.985	2.553	1.428	1.548	559
19.11.2020	1.733	3.800	5.382	4.612	4.598	4.988	2.510	1.440	1.535	555
18.11.2020	1.686	3.799	5.460	4.647	4.629	5.025	2.463	1.447	1.487	512
17.11.2020	1.667	3.784	5.436	4.562	4.483	5.002	2.436	1.460	1.467	493
16.11.2020	1.691	3.860	5.464	4.600	4.474	4.991	2.390	1.414	1.451	487
15.11.2020	1.703	3.939	5.561	4.631	4.511	4.997	2.344	1.417	1.423	457
14.11.2020	1.777	3.982	5.720	4.676	4.582	5.071	2.417	1.470	1.410	444
13.11.2020	1.738	3.937	5.708	4.652	4.578	4.936	2.394	1.434	1.315	412
12.11.2020	1.727	3.941	5.813	4.688	4.594	4.906	2.389	1.407	1.274	391
11.11.2020	1.751	3.979	5.902	4.710	4.654	4.890	2.419	1.362	1.218	364
10.11.2020	1.682	3.941	5.926	4.721	4.714	4.967	2.450	1.343	1.204	335
09.11.2020	1.704	3.947	6.016	4.795	4.712	5.066	2.490	1.363	1.199	325
08.11.2020	1.652	3.830	5.985	4.740	4.730	5.089	2.469	1.359	1.178	323
07.11.2020	1.682	3.866	6.074	4.820	4.780	5.136	2.487	1.340	1.156	321
06.11.2020	1.662	3.847	6.159	4.812	4.783	5.204	2.473	1.372	1.166	312
05.11.2020	1.684	3.815	6.186	4.832	4.839	5.253	2.460	1.373	1.119	294
04.11.2020	1.673	3.794	6.189	4.827	4.833	5.221	2.425	1.432	1.137	314
03.11.2020	1.709	3.788	6.111	4.833	4.801	5.137	2.366	1.439	1.063	315
02.11.2020	1.606	3.595	5.946	4.744	4.701	5.004	2.282	1.420	984	288
01.11.2020	1.535	3.454	5.704	4.611	4.491	4.840	2.239	1.362	946	284
31.10.2020	1.433	3.305	5.559	4.505	4.425	4.739	2.179	1.350	973	290
30.10.2020	1.425	3.193	5.506	4.476	4.415	4.689	2.165	1.298	946	278
29.10.2020	1.289	2.907	5.311	4.325	4.197	4.455	2.110	1.219	922	257
28.10.2020	1.175	2.570	5.009	4.057	3.918	4.141	1.993	1.097	872	222
