Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
10.03.2021	1.227	1.305	2.119	1.986	1.822	1.922	1.036	532	448	101
09.03.2021	1.136	1.244	2.036	1.980	1.789	1.894	1.012	553	469	93
08.03.2021	1.079	1.196	2.058	1.929	1.762	1.851	1.029	576	493	98
07.03.2021	1.048	1.189	2.083	1.922	1.760	1.854	1.036	572	496	102
06.03.2021	1.022	1.196	2.086	1.932	1.763	1.852	1.031	570	500	103
05.03.2021	974	1.191	2.057	1.889	1.768	1.819	1.019	577	508	106
04.03.2021	882	1.177	2.002	1.846	1.747	1.834	1.025	596	533	119
03.03.2021	839	1.145	1.987	1.756	1.746	1.834	1.029	603	540	123
02.03.2021	837	1.154	2.064	1.804	1.840	1.930	1.139	627	580	138
01.03.2021	778	1.104	2.019	1.774	1.808	1.900	1.105	637	562	142
28.02.2021	760	1.076	1.961	1.760	1.792	1.892	1.097	656	576	146
27.02.2021	760	1.058	1.974	1.748	1.788	1.911	1.114	663	572	145
26.02.2021	737	1.062	1.999	1.781	1.775	1.948	1.144	679	583	149
25.02.2021	712	1.023	2.002	1.764	1.759	1.967	1.160	686	598	145
24.02.2021	700	1.004	2.008	1.770	1.740	1.998	1.139	707	625	163
23.02.2021	633	921	1.929	1.653	1.650	1.906	1.067	694	631	165
22.02.2021	611	918	1.872	1.610	1.589	1.873	1.078	706	683	181
21.02.2021	614	936	1.893	1.623	1.574	1.870	1.071	689	698	182
20.02.2021	601	925	1.874	1.636	1.594	1.867	1.070	694	733	189
19.02.2021	595	868	1.781	1.584	1.524	1.770	1.027	672	753	190
18.02.2021	586	858	1.740	1.553	1.540	1.715	1.013	690	767	203
17.02.2021	586	829	1.657	1.560	1.499	1.659	1.017	685	790	215
16.02.2021	602	828	1.619	1.510	1.443	1.628	975	686	781	237
15.02.2021	601	791	1.640	1.481	1.436	1.615	968	651	778	236
14.02.2021	588	789	1.625	1.471	1.435	1.611	977	659	798	240
13.02.2021	571	794	1.600	1.451	1.393	1.584	955	650	768	243
12.02.2021	578	819	1.682	1.526	1.461	1.699	1.014	680	782	245
11.02.2021	625	858	1.720	1.608	1.473	1.751	1.052	688	843	260
10.02.2021	629	914	1.799	1.664	1.571	1.848	1.117	699	918	308
09.02.2021	645	964	1.888	1.798	1.692	1.954	1.211	734	994	341
08.02.2021	665	1.015	1.969	1.867	1.738	2.056	1.268	787	1.028	360
07.02.2021	676	1.035	2.015	1.891	1.796	2.112	1.310	806	1.065	356
06.02.2021	697	1.072	2.079	1.908	1.859	2.172	1.355	819	1.097	367
05.02.2021	695	1.106	2.122	1.943	1.910	2.190	1.395	847	1.138	408
04.02.2021	647	1.114	2.188	2.023	1.984	2.287	1.428	894	1.169	465
03.02.2021	639	1.123	2.247	2.012	1.989	2.335	1.470	921	1.193	476
02.02.2021	631	1.141	2.314	2.019	2.064	2.394	1.471	971	1.298	515
01.02.2021	619	1.154	2.374	2.124	2.120	2.494	1.496	1.004	1.369	529
31.01.2021	623	1.149	2.434	2.186	2.121	2.551	1.518	1.031	1.411	570
30.01.2021	626	1.122	2.419	2.185	2.107	2.537	1.503	1.040	1.414	587
29.01.2021	621	1.138	2.494	2.216	2.137	2.610	1.528	1.089	1.491	620
28.01.2021	682	1.179	2.578	2.250	2.178	2.714	1.594	1.132	1.548	631
27.01.2021	701	1.217	2.671	2.382	2.225	2.823	1.621	1.173	1.613	650
