Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
23.02.2021	616	888	1.868	1.593	1.589	1.856	1.036	678	607	156
22.02.2021	612	906	1.863	1.601	1.581	1.857	1.077	704	671	176
21.02.2021	615	930	1.889	1.617	1.569	1.863	1.075	688	694	177
20.02.2021	603	918	1.871	1.630	1.589	1.866	1.070	691	731	185
19.02.2021	597	865	1.781	1.581	1.522	1.773	1.028	669	751	186
18.02.2021	587	856	1.740	1.552	1.541	1.718	1.012	688	769	203
17.02.2021	587	828	1.657	1.560	1.503	1.663	1.017	684	794	215
16.02.2021	602	826	1.620	1.514	1.445	1.628	976	686	786	238
15.02.2021	602	790	1.643	1.486	1.438	1.618	969	651	784	239
14.02.2021	589	788	1.631	1.477	1.438	1.612	980	660	802	244
13.02.2021	572	795	1.607	1.458	1.396	1.583	959	650	772	246
12.02.2021	579	821	1.688	1.533	1.463	1.695	1.017	680	784	248
11.02.2021	626	860	1.723	1.615	1.475	1.747	1.055	688	846	261
10.02.2021	629	916	1.805	1.673	1.574	1.847	1.119	698	920	311
09.02.2021	646	966	1.892	1.805	1.693	1.955	1.211	735	999	344
08.02.2021	664	1.016	1.971	1.873	1.739	2.058	1.266	788	1.032	362
07.02.2021	676	1.036	2.017	1.897	1.797	2.115	1.305	808	1.071	357
06.02.2021	695	1.074	2.086	1.912	1.862	2.175	1.350	823	1.103	367
05.02.2021	693	1.107	2.130	1.946	1.913	2.195	1.390	851	1.146	408
04.02.2021	645	1.114	2.195	2.025	1.986	2.293	1.423	898	1.176	465
03.02.2021	638	1.125	2.251	2.012	1.990	2.339	1.468	925	1.200	474
02.02.2021	630	1.144	2.319	2.022	2.067	2.399	1.473	976	1.304	514
01.02.2021	618	1.156	2.380	2.127	2.123	2.498	1.499	1.011	1.375	529
31.01.2021	621	1.151	2.440	2.189	2.124	2.555	1.522	1.038	1.415	571
30.01.2021	626	1.122	2.422	2.188	2.108	2.542	1.505	1.046	1.418	591
29.01.2021	621	1.139	2.497	2.220	2.137	2.615	1.531	1.096	1.496	625
28.01.2021	681	1.182	2.584	2.256	2.179	2.718	1.599	1.138	1.555	636
27.01.2021	700	1.217	2.679	2.388	2.225	2.828	1.623	1.179	1.620	652
26.01.2021	711	1.299	2.835	2.600	2.334	3.007	1.710	1.201	1.653	653
25.01.2021	744	1.369	2.942	2.679	2.469	3.125	1.763	1.227	1.711	710
24.01.2021	767	1.415	2.979	2.716	2.492	3.163	1.787	1.239	1.735	710
23.01.2021	774	1.435	3.031	2.762	2.515	3.189	1.817	1.242	1.765	713
22.01.2021	800	1.485	3.051	2.848	2.575	3.265	1.837	1.222	1.739	695
21.01.2021	796	1.525	3.225	2.916	2.613	3.303	1.838	1.230	1.760	696
20.01.2021	821	1.571	3.320	3.014	2.702	3.406	1.903	1.258	1.876	759
19.01.2021	856	1.628	3.381	3.069	2.769	3.454	1.935	1.262	1.834	788
18.01.2021	865	1.646	3.503	3.199	2.834	3.537	1.988	1.298	1.889	814
17.01.2021	885	1.699	3.591	3.266	2.948	3.618	2.018	1.340	1.911	822
16.01.2021	881	1.746	3.675	3.305	3.030	3.717	2.022	1.362	1.947	815
15.01.2021	875	1.775	3.786	3.298	3.049	3.696	2.043	1.396	1.991	831
14.01.2021	863	1.871	3.875	3.433	3.182	3.764	2.164	1.458	2.081	871
13.01.2021	878	1.995	4.156	3.671	3.333	3.902	2.242	1.515	2.062	849
12.01.2021	906	2.073	4.502	3.928	3.569	4.155	2.414	1.633	2.208	905
11.01.2021	925	2.137	4.723	4.107	3.640	4.277	2.504	1.704	2.235	889
