Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
11.02.2021	623	841	1.665	1.575	1.423	1.695	1.036	672	826	256
10.02.2021	635	915	1.799	1.679	1.560	1.847	1.124	706	913	311
09.02.2021	650	967	1.893	1.816	1.685	1.965	1.222	742	1.001	348
08.02.2021	667	1.017	1.972	1.885	1.735	2.072	1.274	796	1.035	366
07.02.2021	680	1.036	2.020	1.915	1.799	2.134	1.313	814	1.076	362
06.02.2021	697	1.076	2.088	1.930	1.865	2.195	1.358	829	1.109	371
05.02.2021	693	1.109	2.130	1.965	1.918	2.214	1.397	859	1.150	411
04.02.2021	644	1.114	2.202	2.041	1.995	2.309	1.427	904	1.180	469
03.02.2021	638	1.125	2.253	2.023	1.998	2.350	1.470	931	1.212	474
02.02.2021	632	1.146	2.320	2.034	2.077	2.409	1.473	982	1.314	514
01.02.2021	620	1.159	2.384	2.141	2.129	2.506	1.502	1.017	1.383	529
31.01.2021	623	1.155	2.445	2.202	2.128	2.559	1.525	1.043	1.422	576
30.01.2021	628	1.125	2.428	2.201	2.113	2.546	1.507	1.051	1.425	596
29.01.2021	624	1.142	2.507	2.231	2.140	2.618	1.532	1.099	1.504	628
28.01.2021	683	1.185	2.589	2.266	2.181	2.722	1.601	1.141	1.560	640
27.01.2021	702	1.219	2.687	2.394	2.227	2.827	1.623	1.179	1.620	656
26.01.2021	711	1.299	2.840	2.604	2.335	3.004	1.712	1.202	1.649	655
25.01.2021	744	1.370	2.945	2.681	2.472	3.126	1.766	1.228	1.709	711
24.01.2021	767	1.416	2.983	2.717	2.496	3.166	1.793	1.240	1.733	707
23.01.2021	774	1.436	3.035	2.759	2.520	3.190	1.823	1.243	1.762	710
22.01.2021	798	1.486	3.053	2.845	2.580	3.268	1.843	1.223	1.735	694
21.01.2021	794	1.525	3.227	2.908	2.618	3.303	1.843	1.231	1.760	697
20.01.2021	821	1.573	3.327	3.012	2.709	3.414	1.912	1.260	1.876	760
19.01.2021	857	1.629	3.392	3.068	2.775	3.462	1.941	1.262	1.836	789
