Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
22.02.2021	597	894	1.840	1.562	1.543	1.824	1.057	684	663	174
21.02.2021	614	932	1.891	1.610	1.569	1.863	1.070	683	690	177
20.02.2021	602	920	1.874	1.625	1.587	1.866	1.067	689	727	185
19.02.2021	596	866	1.787	1.576	1.519	1.774	1.027	665	749	186
18.02.2021	586	857	1.746	1.551	1.538	1.718	1.011	686	768	203
17.02.2021	586	829	1.661	1.562	1.498	1.664	1.018	683	794	215
16.02.2021	601	827	1.623	1.514	1.443	1.628	978	685	788	238
15.02.2021	601	791	1.647	1.484	1.437	1.617	973	650	787	239
14.02.2021	588	789	1.635	1.473	1.437	1.612	986	658	806	244
13.02.2021	573	796	1.611	1.454	1.395	1.583	966	649	776	246
12.02.2021	580	822	1.692	1.530	1.462	1.696	1.023	681	784	251
11.02.2021	627	860	1.726	1.612	1.474	1.748	1.061	688	848	264
10.02.2021	629	916	1.807	1.672	1.575	1.849	1.124	699	922	314
09.02.2021	645	966	1.895	1.806	1.694	1.958	1.216	737	1.003	349
08.02.2021	663	1.016	1.974	1.876	1.740	2.062	1.269	789	1.035	366
07.02.2021	675	1.036	2.018	1.901	1.798	2.119	1.307	809	1.074	361
06.02.2021	693	1.074	2.087	1.916	1.863	2.179	1.351	824	1.106	371
05.02.2021	691	1.107	2.130	1.950	1.915	2.198	1.391	852	1.150	409
04.02.2021	643	1.114	2.195	2.029	1.989	2.295	1.423	899	1.179	466
03.02.2021	637	1.125	2.251	2.014	1.992	2.340	1.468	925	1.204	475
02.02.2021	630	1.145	2.318	2.023	2.069	2.400	1.474	976	1.306	513
01.02.2021	618	1.157	2.379	2.127	2.124	2.500	1.499	1.012	1.377	529
31.01.2021	621	1.152	2.440	2.190	2.125	2.557	1.522	1.039	1.416	571
30.01.2021	626	1.123	2.422	2.189	2.109	2.544	1.505	1.047	1.419	591
29.01.2021	621	1.140	2.497	2.220	2.138	2.617	1.531	1.097	1.497	625
28.01.2021	681	1.183	2.584	2.255	2.180	2.721	1.599	1.139	1.556	636
27.01.2021	700	1.218	2.680	2.387	2.226	2.831	1.623	1.180	1.620	652
26.01.2021	711	1.299	2.836	2.599	2.334	3.009	1.710	1.201	1.653	653
25.01.2021	744	1.369	2.943	2.678	2.469	3.126	1.764	1.227	1.711	710
24.01.2021	767	1.415	2.979	2.715	2.492	3.164	1.788	1.239	1.735	710
23.01.2021	774	1.435	3.031	2.761	2.515	3.190	1.818	1.242	1.765	713
22.01.2021	800	1.485	3.051	2.847	2.575	3.266	1.838	1.222	1.739	695
21.01.2021	797	1.525	3.224	2.916	2.613	3.303	1.839	1.230	1.760	696
20.01.2021	822	1.571	3.320	3.013	2.702	3.406	1.904	1.258	1.876	759
19.01.2021	857	1.628	3.381	3.068	2.769	3.454	1.934	1.262	1.834	788
18.01.2021	866	1.646	3.503	3.198	2.834	3.537	1.987	1.298	1.889	814
17.01.2021	886	1.699	3.592	3.265	2.948	3.618	2.017	1.340	1.911	821
16.01.2021	882	1.746	3.676	3.304	3.030	3.717	2.021	1.362	1.947	814
15.01.2021	876	1.775	3.787	3.297	3.049	3.696	2.042	1.396	1.991	830
14.01.2021	863	1.871	3.877	3.432	3.182	3.764	2.163	1.458	2.081	870
13.01.2021	878	1.995	4.157	3.671	3.333	3.902	2.241	1.515	2.062	848
12.01.2021	906	2.073	4.503	3.928	3.569	4.155	2.414	1.633	2.208	905
11.01.2021	925	2.137	4.724	4.107	3.640	4.277	2.504	1.704	2.235	889
