Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
18.02.2021	569	837	1.706	1.502	1.499	1.656	983	670	753	201
17.02.2021	583	827	1.658	1.561	1.495	1.657	1.015	679	793	215
16.02.2021	601	827	1.623	1.516	1.444	1.624	980	683	787	236
15.02.2021	600	791	1.648	1.485	1.438	1.613	973	650	788	237
14.02.2021	587	789	1.636	1.473	1.439	1.609	985	658	806	242
13.02.2021	572	796	1.612	1.454	1.397	1.580	966	650	776	244
12.02.2021	581	822	1.693	1.529	1.465	1.693	1.022	681	784	249
11.02.2021	628	860	1.727	1.611	1.476	1.746	1.059	689	847	263
10.02.2021	630	916	1.808	1.673	1.576	1.852	1.123	700	923	313
09.02.2021	646	966	1.896	1.808	1.692	1.963	1.215	737	1.005	349
08.02.2021	664	1.016	1.974	1.877	1.738	2.069	1.270	790	1.036	366
07.02.2021	676	1.036	2.019	1.902	1.797	2.124	1.308	810	1.076	361
06.02.2021	694	1.074	2.088	1.917	1.862	2.184	1.352	826	1.108	371
05.02.2021	691	1.107	2.131	1.951	1.914	2.204	1.392	854	1.152	408
04.02.2021	643	1.114	2.197	2.030	1.988	2.301	1.424	900	1.182	465
03.02.2021	637	1.125	2.253	2.015	1.990	2.343	1.468	926	1.207	473
02.02.2021	630	1.146	2.320	2.024	2.070	2.402	1.474	977	1.308	511
01.02.2021	618	1.158	2.383	2.128	2.125	2.502	1.499	1.012	1.379	527
31.01.2021	621	1.153	2.443	2.191	2.125	2.560	1.522	1.039	1.416	570
30.01.2021	626	1.124	2.425	2.190	2.109	2.547	1.505	1.046	1.419	590
29.01.2021	621	1.141	2.500	2.221	2.138	2.618	1.531	1.096	1.497	625
28.01.2021	681	1.184	2.587	2.256	2.179	2.721	1.599	1.139	1.554	637
27.01.2021	700	1.219	2.683	2.386	2.227	2.832	1.623	1.180	1.617	654
26.01.2021	710	1.299	2.838	2.598	2.336	3.010	1.710	1.201	1.650	655
25.01.2021	743	1.369	2.944	2.677	2.471	3.126	1.764	1.227	1.708	712
24.01.2021	766	1.415	2.981	2.714	2.494	3.164	1.788	1.239	1.733	711
23.01.2021	773	1.435	3.033	2.758	2.517	3.189	1.818	1.242	1.763	714
