Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
17.02.2021	576	805	1.627	1.523	1.456	1.606	994	658	777	208
16.02.2021	601	828	1.620	1.511	1.437	1.617	980	678	786	238
15.02.2021	600	791	1.647	1.484	1.437	1.610	974	647	785	238
14.02.2021	587	789	1.636	1.471	1.438	1.607	985	656	803	243
13.02.2021	572	796	1.613	1.452	1.396	1.578	965	649	773	245
12.02.2021	581	822	1.692	1.527	1.464	1.691	1.020	680	784	250
11.02.2021	628	860	1.724	1.610	1.475	1.744	1.057	688	848	264
10.02.2021	630	916	1.807	1.673	1.574	1.851	1.122	700	924	313
09.02.2021	646	966	1.897	1.809	1.692	1.962	1.216	736	1.007	348
08.02.2021	664	1.016	1.975	1.878	1.739	2.069	1.270	791	1.040	366
07.02.2021	676	1.036	2.021	1.904	1.799	2.124	1.308	811	1.080	362
06.02.2021	694	1.074	2.090	1.919	1.864	2.184	1.352	827	1.112	372
05.02.2021	691	1.107	2.134	1.953	1.918	2.204	1.392	855	1.154	410
04.02.2021	643	1.114	2.200	2.031	1.992	2.301	1.424	901	1.185	467
03.02.2021	637	1.125	2.255	2.015	1.994	2.343	1.468	927	1.210	475
02.02.2021	630	1.146	2.320	2.024	2.073	2.402	1.473	979	1.310	513
01.02.2021	618	1.158	2.383	2.128	2.127	2.502	1.499	1.012	1.380	528
31.01.2021	621	1.153	2.443	2.191	2.127	2.560	1.522	1.039	1.417	571
30.01.2021	626	1.124	2.425	2.190	2.111	2.547	1.505	1.046	1.420	591
29.01.2021	621	1.141	2.500	2.221	2.138	2.618	1.530	1.096	1.498	625
28.01.2021	681	1.184	2.587	2.256	2.179	2.721	1.599	1.139	1.555	637
27.01.2021	700	1.218	2.683	2.386	2.227	2.830	1.623	1.180	1.618	654
26.01.2021	710	1.299	2.838	2.598	2.336	3.009	1.710	1.201	1.651	655
25.01.2021	743	1.369	2.943	2.677	2.471	3.125	1.764	1.227	1.709	712
24.01.2021	766	1.415	2.980	2.714	2.494	3.163	1.788	1.239	1.734	711
23.01.2021	773	1.435	3.032	2.758	2.517	3.188	1.818	1.242	1.764	714
22.01.2021	799	1.485	3.052	2.846	2.577	3.266	1.839	1.222	1.738	696
21.01.2021	796	1.524	3.222	2.911	2.616	3.302	1.838	1.230	1.759	697
20.01.2021	821	1.572	3.319	3.013	2.704	3.407	1.903	1.258	1.875	760
19.01.2021	857	1.628	3.381	3.067	2.770	3.455	1.933	1.262	1.833	787
18.01.2021	866	1.646	3.504	3.197	2.835	3.535	1.985	1.298	1.887	813
17.01.2021	886	1.699	3.592	3.265	2.949	3.617	2.015	1.340	1.908	820
16.01.2021	882	1.746	3.676	3.305	3.031	3.717	2.019	1.362	1.944	813
15.01.2021	876	1.775	3.785	3.296	3.050	3.695	2.040	1.397	1.988	829
14.01.2021	863	1.872	3.877	3.435	3.182	3.764	2.162	1.459	2.078	868
13.01.2021	878	1.995	4.158	3.670	3.333	3.902	2.240	1.516	2.060	846
12.01.2021	906	2.073	4.503	3.928	3.569	4.154	2.413	1.634	2.207	905
11.01.2021	925	2.136	4.724	4.107	3.640	4.278	2.504	1.704	2.235	889
10.01.2021	919	2.117	4.764	4.190	3.646	4.289	2.538	1.706	2.261	918
09.01.2021	922	2.125	4.799	4.233	3.672	4.306	2.579	1.736	2.279	961
08.01.2021	849	1.980	4.565	4.067	3.508	4.135	2.459	1.690	2.247	943
07.01.2021	780	1.725	4.118	3.668	3.143	3.776	2.210	1.518	2.026	847
06.01.2021	716	1.554	3.732	3.291	2.925	3.502	2.050	1.454	1.899	794
05.01.2021	698	1.521	3.599	3.138	2.893	3.561	2.105	1.422	1.980	783
04.01.2021	708	1.534	3.493	2.992	2.945	3.633	2.158	1.422	1.986	812
03.01.2021	680	1.509	3.475	2.957	2.983	3.731	2.202	1.435	2.027	837
02.01.2021	733	1.539	3.514	3.000	3.026	3.820	2.229	1.468	2.128	871
01.01.2021	753	1.551	3.532	2.998	3.055	3.877	2.252	1.484	2.121	883
31.12.2020	771	1.596	3.569	3.088	3.113	3.989	2.309	1.516	2.186	895
30.12.2020	839	1.614	3.638	3.241	3.223	4.116	2.401	1.510	2.191	915
29.12.2020	925	1.748	3.788	3.407	3.409	4.243	2.476	1.602	2.195	899
28.12.2020	1.041	1.801	3.839	3.509	3.552	4.345	2.503	1.631	2.262	894
27.12.2020	1.182	1.966	4.116	3.698	3.757	4.553	2.643	1.707	2.329	907
