Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
09.03.2021	1.095	1.189	1.963	1.892	1.704	1.806	969	532	451	91
08.03.2021	1.075	1.191	2.053	1.917	1.753	1.839	1.024	574	490	98
07.03.2021	1.045	1.186	2.083	1.919	1.759	1.850	1.035	572	497	104
06.03.2021	1.019	1.193	2.087	1.930	1.762	1.848	1.031	571	501	105
05.03.2021	971	1.188	2.057	1.887	1.768	1.819	1.020	578	510	108
04.03.2021	880	1.176	2.002	1.846	1.747	1.834	1.027	597	535	120
03.03.2021	839	1.144	1.987	1.756	1.747	1.834	1.030	603	540	123
02.03.2021	837	1.153	2.064	1.804	1.840	1.930	1.139	627	580	138
01.03.2021	778	1.104	2.019	1.774	1.808	1.900	1.105	637	561	142
28.02.2021	760	1.076	1.961	1.760	1.792	1.892	1.097	656	575	146
27.02.2021	760	1.058	1.974	1.748	1.788	1.911	1.114	663	571	145
26.02.2021	737	1.062	1.999	1.781	1.775	1.948	1.144	679	583	149
25.02.2021	712	1.023	2.002	1.764	1.759	1.967	1.160	686	598	145
24.02.2021	700	1.004	2.008	1.769	1.740	1.998	1.138	707	625	163
23.02.2021	633	921	1.929	1.652	1.650	1.906	1.066	694	631	165
22.02.2021	611	918	1.872	1.609	1.589	1.873	1.077	706	684	181
21.02.2021	614	936	1.893	1.622	1.574	1.870	1.070	689	699	182
20.02.2021	601	925	1.874	1.635	1.594	1.867	1.069	694	734	189
19.02.2021	595	868	1.780	1.583	1.524	1.770	1.026	672	753	190
18.02.2021	586	858	1.739	1.552	1.540	1.715	1.012	690	767	203
17.02.2021	586	829	1.656	1.560	1.499	1.659	1.017	685	790	215
16.02.2021	602	828	1.618	1.510	1.443	1.628	975	686	781	237
15.02.2021	602	791	1.639	1.481	1.436	1.615	968	651	778	236
14.02.2021	589	789	1.624	1.471	1.435	1.611	977	659	798	240
13.02.2021	572	794	1.599	1.451	1.393	1.584	955	650	768	243
12.02.2021	579	819	1.682	1.526	1.461	1.699	1.014	680	782	245
11.02.2021	626	858	1.720	1.608	1.473	1.751	1.052	688	843	260
10.02.2021	630	914	1.799	1.664	1.571	1.848	1.117	699	918	308
09.02.2021	646	963	1.887	1.797	1.692	1.953	1.210	735	993	341
08.02.2021	665	1.014	1.968	1.866	1.738	2.055	1.267	788	1.027	360
07.02.2021	676	1.034	2.014	1.890	1.796	2.111	1.309	807	1.064	356
06.02.2021	697	1.071	2.078	1.907	1.859	2.171	1.354	820	1.096	367
05.02.2021	695	1.105	2.121	1.942	1.910	2.189	1.394	848	1.137	408
04.02.2021	647	1.113	2.187	2.022	1.984	2.287	1.427	895	1.168	465
03.02.2021	639	1.122	2.246	2.011	1.989	2.335	1.469	922	1.192	476
02.02.2021	631	1.141	2.314	2.019	2.064	2.395	1.471	971	1.298	515
01.02.2021	619	1.154	2.374	2.124	2.120	2.495	1.496	1.004	1.369	529
31.01.2021	623	1.149	2.434	2.186	2.121	2.552	1.518	1.031	1.411	570
30.01.2021	626	1.122	2.419	2.185	2.107	2.538	1.503	1.040	1.414	587
29.01.2021	621	1.138	2.494	2.216	2.136	2.611	1.528	1.089	1.491	620
28.01.2021	682	1.179	2.578	2.250	2.177	2.714	1.595	1.132	1.548	631
27.01.2021	701	1.217	2.671	2.382	2.224	2.823	1.622	1.173	1.613	650
26.01.2021	712	1.299	2.826	2.599	2.334	3.002	1.711	1.197	1.648	652
25.01.2021	745	1.368	2.934	2.678	2.469	3.120	1.763	1.223	1.707	709
24.01.2021	768	1.414	2.971	2.713	2.491	3.156	1.788	1.236	1.730	709
23.01.2021	776	1.434	3.026	2.759	2.515	3.184	1.816	1.240	1.759	712
22.01.2021	802	1.484	3.045	2.844	2.572	3.259	1.838	1.221	1.734	694
21.01.2021	797	1.526	3.218	2.916	2.611	3.300	1.842	1.228	1.759	696
20.01.2021	822	1.571	3.313	3.015	2.696	3.403	1.905	1.256	1.872	757
19.01.2021	856	1.629	3.377	3.069	2.765	3.451	1.937	1.259	1.829	788
18.01.2021	865	1.646	3.499	3.200	2.830	3.534	1.990	1.294	1.884	813
17.01.2021	885	1.699	3.590	3.266	2.944	3.617	2.019	1.336	1.906	821
16.01.2021	881	1.745	3.672	3.305	3.024	3.713	2.023	1.357	1.943	816
15.01.2021	875	1.774	3.783	3.300	3.046	3.695	2.043	1.389	1.987	834
14.01.2021	863	1.869	3.873	3.434	3.179	3.760	2.160	1.451	2.077	872
13.01.2021	878	1.991	4.156	3.672	3.332	3.901	2.239	1.507	2.060	848
12.01.2021	906	2.069	4.501	3.929	3.568	4.154	2.410	1.627	2.204	903
11.01.2021	925	2.135	4.722	4.108	3.638	4.276	2.501	1.702	2.232	888
10.01.2021	918	2.117	4.759	4.195	3.645	4.289	2.535	1.703	2.259	916
09.01.2021	920	2.125	4.796	4.237	3.673	4.309	2.576	1.733	2.278	959
08.01.2021	847	1.981	4.562	4.070	3.509	4.138	2.455	1.690	2.246	940
07.01.2021	778	1.726	4.116	3.670	3.144	3.779	2.209	1.517	2.024	845
06.01.2021	716	1.557	3.732	3.293	2.927	3.504	2.049	1.454	1.901	793
05.01.2021	699	1.522	3.597	3.139	2.893	3.563	2.106	1.422	1.988	785
04.01.2021	710	1.534	3.488	2.993	2.947	3.633	2.162	1.420	1.990	814
03.01.2021	683	1.508	3.471	2.957	2.986	3.732	2.206	1.435	2.030	843
