Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
15.02.2021	598	782	1.629	1.463	1.408	1.581	960	641	765	227
14.02.2021	588	785	1.640	1.472	1.432	1.610	983	659	799	238
13.02.2021	573	792	1.615	1.453	1.392	1.581	964	653	771	241
12.02.2021	582	818	1.697	1.528	1.461	1.693	1.018	685	782	247
11.02.2021	629	860	1.728	1.616	1.474	1.746	1.057	694	848	262
10.02.2021	629	918	1.811	1.679	1.573	1.852	1.123	705	925	315
09.02.2021	645	968	1.901	1.816	1.691	1.962	1.218	741	1.010	350
08.02.2021	664	1.017	1.978	1.884	1.737	2.068	1.271	795	1.043	368
07.02.2021	677	1.036	2.023	1.912	1.799	2.126	1.310	813	1.080	364
06.02.2021	695	1.075	2.092	1.928	1.864	2.186	1.354	828	1.112	374
05.02.2021	692	1.108	2.135	1.962	1.918	2.206	1.394	856	1.155	413
04.02.2021	645	1.114	2.206	2.037	1.993	2.303	1.425	901	1.185	470
03.02.2021	639	1.125	2.260	2.020	1.995	2.346	1.469	929	1.214	476
02.02.2021	633	1.146	2.324	2.030	2.075	2.409	1.475	980	1.313	514
01.02.2021	620	1.159	2.387	2.137	2.128	2.507	1.501	1.013	1.382	529
31.01.2021	623	1.155	2.448	2.200	2.128	2.561	1.524	1.041	1.422	576
30.01.2021	628	1.125	2.430	2.199	2.112	2.548	1.507	1.049	1.425	596
29.01.2021	623	1.142	2.508	2.231	2.139	2.619	1.532	1.098	1.502	629
28.01.2021	682	1.185	2.592	2.267	2.180	2.723	1.601	1.139	1.558	641
27.01.2021	701	1.219	2.688	2.395	2.227	2.828	1.622	1.177	1.619	657
26.01.2021	710	1.299	2.842	2.605	2.335	3.004	1.710	1.199	1.650	658
25.01.2021	743	1.370	2.947	2.682	2.472	3.126	1.764	1.226	1.709	714
24.01.2021	766	1.416	2.985	2.718	2.495	3.165	1.791	1.238	1.734	710
23.01.2021	773	1.436	3.036	2.761	2.519	3.188	1.821	1.241	1.763	713
22.01.2021	798	1.487	3.055	2.847	2.579	3.267	1.842	1.221	1.737	696
21.01.2021	795	1.526	3.226	2.911	2.617	3.302	1.841	1.230	1.760	699
20.01.2021	821	1.574	3.323	3.013	2.707	3.412	1.910	1.259	1.876	762
19.01.2021	857	1.630	3.385	3.069	2.773	3.459	1.938	1.262	1.835	789
18.01.2021	865	1.647	3.507	3.200	2.837	3.537	1.989	1.296	1.888	816
17.01.2021	885	1.700	3.593	3.270	2.951	3.620	2.017	1.339	1.909	822
16.01.2021	881	1.747	3.678	3.310	3.032	3.722	2.021	1.360	1.946	815
15.01.2021	876	1.775	3.785	3.302	3.051	3.699	2.042	1.395	1.990	830
14.01.2021	863	1.872	3.878	3.442	3.183	3.769	2.165	1.460	2.080	867
13.01.2021	877	1.995	4.159	3.677	3.331	3.905	2.242	1.520	2.060	846
12.01.2021	905	2.074	4.505	3.932	3.567	4.158	2.413	1.641	2.207	904
11.01.2021	925	2.137	4.724	4.111	3.638	4.280	2.505	1.711	2.235	888
10.01.2021	919	2.118	4.764	4.191	3.643	4.290	2.538	1.712	2.261	917
