Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
30.01.2021	612	1.094	2.363	2.132	2.074	2.483	1.467	1.037	1.387	591
29.01.2021	622	1.131	2.492	2.215	2.129	2.591	1.524	1.099	1.479	620
28.01.2021	684	1.180	2.581	2.256	2.178	2.711	1.599	1.145	1.542	633
27.01.2021	704	1.217	2.688	2.383	2.228	2.823	1.627	1.186	1.615	650
26.01.2021	713	1.296	2.841	2.593	2.333	3.001	1.712	1.207	1.652	652
25.01.2021	746	1.366	2.944	2.674	2.472	3.120	1.765	1.233	1.710	706
24.01.2021	769	1.411	2.981	2.712	2.499	3.163	1.789	1.243	1.734	706
23.01.2021	776	1.432	3.034	2.755	2.523	3.186	1.818	1.245	1.764	710
22.01.2021	799	1.483	3.050	2.841	2.582	3.265	1.840	1.222	1.736	695
21.01.2021	797	1.523	3.222	2.905	2.618	3.300	1.839	1.229	1.761	699
20.01.2021	822	1.568	3.318	3.010	2.710	3.409	1.904	1.259	1.879	762
19.01.2021	856	1.626	3.387	3.063	2.779	3.457	1.938	1.263	1.841	791
18.01.2021	864	1.644	3.511	3.195	2.840	3.538	1.988	1.295	1.894	819
17.01.2021	883	1.699	3.602	3.269	2.953	3.618	2.022	1.340	1.916	822
16.01.2021	879	1.746	3.683	3.310	3.034	3.721	2.026	1.361	1.952	815
15.01.2021	875	1.774	3.791	3.302	3.054	3.696	2.050	1.395	1.996	830
14.01.2021	862	1.872	3.889	3.446	3.187	3.768	2.169	1.463	2.085	868
13.01.2021	875	1.999	4.169	3.683	3.333	3.906	2.250	1.523	2.062	849
12.01.2021	905	2.075	4.509	3.941	3.570	4.157	2.420	1.645	2.207	904
11.01.2021	924	2.137	4.728	4.117	3.641	4.282	2.512	1.715	2.238	889
10.01.2021	919	2.117	4.764	4.195	3.646	4.295	2.542	1.716	2.265	919
09.01.2021	922	2.126	4.804	4.243	3.674	4.312	2.583	1.746	2.284	962
08.01.2021	848	1.982	4.571	4.077	3.508	4.142	2.463	1.701	2.252	943
07.01.2021	779	1.726	4.119	3.672	3.144	3.781	2.215	1.526	2.030	847
06.01.2021	715	1.552	3.735	3.294	2.929	3.507	2.053	1.457	1.906	793
05.01.2021	697	1.522	3.607	3.144	2.894	3.568	2.107	1.422	1.988	785
04.01.2021	706	1.535	3.502	2.999	2.946	3.638	2.163	1.424	1.991	814
03.01.2021	677	1.510	3.487	2.965	2.985	3.735	2.207	1.436	2.029	838
02.01.2021	730	1.539	3.524	3.004	3.024	3.821	2.234	1.472	2.130	872
01.01.2021	751	1.551	3.538	3.002	3.054	3.878	2.254	1.488	2.124	885
31.12.2020	769	1.596	3.576	3.092	3.111	3.989	2.310	1.518	2.188	899
30.12.2020	837	1.616	3.644	3.247	3.219	4.113	2.400	1.511	2.192	917
29.12.2020	926	1.749	3.789	3.409	3.405	4.236	2.473	1.601	2.190	899
28.12.2020	1.043	1.803	3.841	3.511	3.555	4.333	2.497	1.630	2.260	892
