Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
03.03.2021	822	1.104	1.914	1.694	1.693	1.782	989	591	526	122
02.03.2021	838	1.145	2.044	1.797	1.827	1.921	1.132	626	579	139
01.03.2021	777	1.100	2.004	1.770	1.800	1.900	1.101	636	561	143
28.02.2021	759	1.073	1.954	1.757	1.786	1.896	1.095	653	575	147
27.02.2021	759	1.055	1.969	1.748	1.783	1.916	1.113	663	571	146
26.02.2021	737	1.061	1.998	1.785	1.774	1.954	1.142	679	585	150
25.02.2021	713	1.023	1.999	1.767	1.758	1.974	1.159	687	599	146
24.02.2021	700	1.006	2.006	1.771	1.740	2.001	1.140	707	626	164
23.02.2021	633	923	1.928	1.651	1.652	1.906	1.071	693	632	165
22.02.2021	611	919	1.872	1.606	1.591	1.872	1.083	707	684	180
21.02.2021	614	937	1.892	1.619	1.576	1.870	1.076	692	701	181
20.02.2021	601	926	1.874	1.631	1.596	1.867	1.073	695	736	188
19.02.2021	595	869	1.781	1.579	1.525	1.772	1.030	673	754	189
18.02.2021	585	859	1.740	1.549	1.541	1.717	1.013	691	768	202
17.02.2021	586	829	1.656	1.559	1.502	1.661	1.017	686	792	214
16.02.2021	602	827	1.618	1.510	1.446	1.631	973	688	783	236
15.02.2021	603	790	1.639	1.482	1.439	1.618	966	652	781	236
14.02.2021	590	788	1.625	1.473	1.438	1.613	975	659	800	240
13.02.2021	573	794	1.600	1.455	1.396	1.586	954	649	770	243
12.02.2021	580	819	1.683	1.530	1.464	1.699	1.013	679	783	245
11.02.2021	627	858	1.720	1.613	1.477	1.751	1.052	687	844	260
10.02.2021	630	914	1.802	1.670	1.573	1.849	1.117	698	918	308
09.02.2021	646	964	1.889	1.804	1.693	1.955	1.209	734	995	341
08.02.2021	664	1.015	1.970	1.873	1.738	2.058	1.265	788	1.028	360
07.02.2021	676	1.035	2.016	1.897	1.796	2.113	1.306	807	1.066	355
06.02.2021	695	1.073	2.082	1.912	1.861	2.173	1.350	821	1.098	366
05.02.2021	693	1.107	2.125	1.946	1.912	2.191	1.390	849	1.140	407
04.02.2021	645	1.115	2.190	2.026	1.985	2.289	1.423	896	1.171	464
03.02.2021	638	1.124	2.246	2.013	1.990	2.335	1.466	923	1.195	475
02.02.2021	630	1.143	2.315	2.020	2.066	2.394	1.470	972	1.298	514
01.02.2021	618	1.156	2.375	2.124	2.124	2.493	1.496	1.005	1.370	528
31.01.2021	621	1.151	2.436	2.186	2.125	2.551	1.519	1.032	1.411	570
30.01.2021	626	1.122	2.420	2.185	2.109	2.538	1.503	1.040	1.414	587
29.01.2021	621	1.139	2.495	2.217	2.138	2.612	1.529	1.089	1.492	620
28.01.2021	681	1.181	2.581	2.252	2.180	2.715	1.596	1.131	1.549	631
27.01.2021	700	1.218	2.675	2.384	2.226	2.826	1.621	1.172	1.614	650
26.01.2021	711	1.301	2.830	2.599	2.334	3.005	1.708	1.196	1.650	652
25.01.2021	744	1.370	2.938	2.678	2.468	3.123	1.760	1.223	1.709	709
24.01.2021	767	1.416	2.975	2.714	2.491	3.161	1.784	1.236	1.733	709
23.01.2021	774	1.437	3.029	2.760	2.515	3.188	1.814	1.240	1.762	714
22.01.2021	800	1.486	3.048	2.846	2.573	3.262	1.834	1.221	1.736	696
21.01.2021	796	1.527	3.223	2.914	2.611	3.302	1.838	1.229	1.761	698
20.01.2021	821	1.573	3.318	3.013	2.700	3.404	1.901	1.256	1.876	759
19.01.2021	856	1.630	3.379	3.067	2.769	3.452	1.934	1.259	1.833	790
18.01.2021	865	1.648	3.501	3.198	2.834	3.535	1.987	1.293	1.887	815
17.01.2021	885	1.701	3.589	3.264	2.948	3.616	2.017	1.335	1.908	823
16.01.2021	882	1.746	3.672	3.303	3.028	3.714	2.021	1.357	1.945	816
15.01.2021	876	1.776	3.784	3.296	3.049	3.696	2.042	1.391	1.990	834
14.01.2021	864	1.870	3.873	3.431	3.182	3.761	2.159	1.453	2.080	872
13.01.2021	879	1.993	4.155	3.670	3.333	3.901	2.239	1.510	2.060	849
12.01.2021	907	2.070	4.502	3.929	3.569	4.154	2.411	1.630	2.204	904
11.01.2021	926	2.134	4.723	4.108	3.639	4.275	2.502	1.704	2.232	889
10.01.2021	920	2.116	4.763	4.194	3.645	4.289	2.536	1.705	2.259	917
09.01.2021	922	2.124	4.799	4.236	3.673	4.306	2.577	1.735	2.278	960
08.01.2021	849	1.979	4.563	4.070	3.509	4.135	2.456	1.690	2.245	941
07.01.2021	780	1.725	4.116	3.671	3.144	3.777	2.210	1.518	2.023	846
