Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
04.03.2021	867	1.142	1.939	1.794	1.699	1.765	996	587	519	117
03.03.2021	840	1.139	1.974	1.746	1.745	1.822	1.025	605	540	122
02.03.2021	838	1.149	2.050	1.800	1.836	1.925	1.134	628	582	139
01.03.2021	778	1.102	2.008	1.771	1.805	1.903	1.102	638	561	143
28.02.2021	760	1.074	1.954	1.758	1.790	1.898	1.096	656	575	147
27.02.2021	760	1.056	1.970	1.747	1.786	1.916	1.114	664	571	146
26.02.2021	737	1.062	2.000	1.782	1.776	1.954	1.143	680	584	150
25.02.2021	713	1.023	2.001	1.764	1.760	1.974	1.160	687	598	146
24.02.2021	701	1.005	2.007	1.768	1.741	2.001	1.140	707	625	164
23.02.2021	634	922	1.929	1.650	1.651	1.908	1.071	694	630	165
22.02.2021	612	919	1.873	1.607	1.590	1.873	1.083	707	683	180
21.02.2021	615	937	1.894	1.620	1.575	1.871	1.076	691	699	181
20.02.2021	602	926	1.875	1.632	1.595	1.868	1.073	696	734	188
19.02.2021	596	869	1.782	1.580	1.524	1.772	1.030	674	752	189
18.02.2021	586	859	1.741	1.550	1.540	1.717	1.013	692	766	202
17.02.2021	586	829	1.658	1.560	1.501	1.661	1.017	687	790	214
16.02.2021	602	827	1.620	1.511	1.446	1.630	973	688	782	236
15.02.2021	603	790	1.640	1.482	1.439	1.617	966	652	780	236
14.02.2021	590	788	1.625	1.473	1.438	1.612	975	659	800	240
13.02.2021	573	794	1.600	1.455	1.396	1.585	954	649	770	243
12.02.2021	580	819	1.683	1.530	1.464	1.699	1.013	679	784	245
11.02.2021	627	858	1.720	1.613	1.477	1.751	1.052	687	845	260
10.02.2021	630	914	1.801	1.669	1.573	1.849	1.117	698	919	308
09.02.2021	646	964	1.889	1.803	1.693	1.955	1.211	734	995	341
08.02.2021	664	1.015	1.970	1.872	1.738	2.058	1.267	788	1.028	360
07.02.2021	676	1.035	2.016	1.896	1.796	2.115	1.308	807	1.066	356
06.02.2021	695	1.073	2.082	1.911	1.860	2.175	1.352	820	1.098	367
05.02.2021	693	1.107	2.125	1.946	1.911	2.193	1.392	848	1.139	408
04.02.2021	645	1.115	2.190	2.026	1.984	2.291	1.425	895	1.170	465
03.02.2021	638	1.124	2.247	2.014	1.989	2.338	1.468	922	1.194	476
02.02.2021	630	1.143	2.315	2.022	2.065	2.397	1.469	971	1.299	515
01.02.2021	618	1.156	2.376	2.126	2.123	2.496	1.495	1.004	1.371	529
31.01.2021	621	1.151	2.437	2.188	2.124	2.552	1.518	1.031	1.412	570
30.01.2021	626	1.122	2.421	2.187	2.109	2.539	1.503	1.040	1.415	587
29.01.2021	621	1.139	2.496	2.218	2.138	2.613	1.529	1.089	1.493	620
28.01.2021	682	1.181	2.582	2.253	2.180	2.716	1.596	1.132	1.550	631
27.01.2021	701	1.219	2.676	2.385	2.228	2.826	1.622	1.173	1.615	650
26.01.2021	712	1.302	2.831	2.601	2.337	3.005	1.711	1.197	1.650	652
25.01.2021	745	1.371	2.938	2.680	2.471	3.123	1.763	1.224	1.709	709
24.01.2021	768	1.417	2.975	2.716	2.494	3.160	1.788	1.237	1.733	709
23.01.2021	775	1.438	3.029	2.762	2.518	3.187	1.817	1.241	1.762	713
22.01.2021	801	1.487	3.048	2.848	2.576	3.261	1.837	1.222	1.736	695
21.01.2021	796	1.528	3.221	2.918	2.614	3.302	1.841	1.229	1.761	697
20.01.2021	821	1.573	3.316	3.018	2.700	3.404	1.903	1.257	1.875	758
19.01.2021	856	1.630	3.378	3.071	2.769	3.452	1.935	1.260	1.832	789
18.01.2021	865	1.648	3.500	3.201	2.834	3.535	1.988	1.294	1.886	814
17.01.2021	885	1.701	3.589	3.267	2.948	3.617	2.017	1.336	1.907	822
16.01.2021	882	1.746	3.672	3.306	3.028	3.714	2.021	1.357	1.945	816
15.01.2021	876	1.776	3.784	3.299	3.049	3.696	2.042	1.391	1.990	834
14.01.2021	864	1.871	3.875	3.432	3.182	3.760	2.159	1.453	2.080	872
13.01.2021	879	1.994	4.157	3.669	3.334	3.901	2.239	1.509	2.062	848
12.01.2021	907	2.071	4.503	3.927	3.569	4.154	2.411	1.629	2.206	903
11.01.2021	926	2.135	4.724	4.107	3.639	4.275	2.502	1.703	2.235	888
10.01.2021	919	2.117	4.763	4.193	3.645	4.289	2.536	1.704	2.262	916
