Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
27.02.2021	741	1.026	1.935	1.714	1.747	1.869	1.094	654	562	150
26.02.2021	736	1.058	1.994	1.774	1.761	1.937	1.137	680	584	154
25.02.2021	714	1.025	2.003	1.766	1.753	1.968	1.158	689	597	150
24.02.2021	702	1.007	2.011	1.771	1.732	1.996	1.139	709	624	165
23.02.2021	634	923	1.930	1.655	1.649	1.905	1.071	694	631	165
22.02.2021	612	919	1.874	1.609	1.587	1.872	1.084	709	682	180
21.02.2021	615	937	1.893	1.623	1.572	1.870	1.077	692	700	181
20.02.2021	602	926	1.875	1.635	1.592	1.867	1.073	695	735	188
19.02.2021	596	869	1.783	1.582	1.523	1.772	1.032	673	753	189
18.02.2021	586	859	1.741	1.552	1.540	1.717	1.015	691	768	202
17.02.2021	586	829	1.657	1.559	1.502	1.662	1.019	686	792	214
16.02.2021	602	827	1.618	1.511	1.446	1.630	975	688	784	236
15.02.2021	603	790	1.641	1.484	1.440	1.617	968	651	782	236
14.02.2021	590	788	1.628	1.474	1.439	1.612	978	659	800	240
13.02.2021	573	794	1.603	1.456	1.397	1.584	957	649	770	243
12.02.2021	580	819	1.686	1.531	1.465	1.697	1.015	679	782	245
11.02.2021	627	858	1.723	1.614	1.478	1.749	1.054	687	845	260
10.02.2021	630	914	1.805	1.672	1.575	1.849	1.119	698	920	310
09.02.2021	646	964	1.891	1.805	1.695	1.956	1.211	735	999	344
08.02.2021	664	1.015	1.970	1.873	1.740	2.059	1.266	789	1.032	363
07.02.2021	676	1.035	2.017	1.897	1.798	2.114	1.306	809	1.071	358
06.02.2021	695	1.073	2.086	1.912	1.863	2.174	1.351	824	1.103	368
05.02.2021	693	1.107	2.129	1.946	1.914	2.194	1.391	852	1.147	409
04.02.2021	645	1.114	2.194	2.026	1.986	2.292	1.425	899	1.176	466
03.02.2021	638	1.125	2.250	2.013	1.990	2.338	1.468	926	1.200	475
02.02.2021	630	1.144	2.319	2.022	2.066	2.399	1.473	977	1.303	514
01.02.2021	618	1.156	2.380	2.127	2.123	2.498	1.499	1.011	1.374	528
31.01.2021	621	1.151	2.440	2.189	2.124	2.556	1.522	1.037	1.415	570
30.01.2021	626	1.122	2.422	2.188	2.108	2.543	1.505	1.044	1.418	589
29.01.2021	621	1.139	2.497	2.220	2.137	2.616	1.531	1.094	1.496	623
28.01.2021	681	1.182	2.583	2.255	2.179	2.719	1.598	1.136	1.553	634
27.01.2021	700	1.217	2.678	2.387	2.225	2.829	1.623	1.177	1.618	653
26.01.2021	711	1.299	2.834	2.600	2.334	3.007	1.709	1.199	1.652	654
25.01.2021	744	1.369	2.941	2.679	2.469	3.125	1.761	1.225	1.710	711
24.01.2021	767	1.415	2.978	2.715	2.492	3.163	1.785	1.238	1.733	711
23.01.2021	774	1.436	3.031	2.761	2.516	3.190	1.815	1.242	1.762	715
22.01.2021	800	1.485	3.050	2.847	2.574	3.265	1.835	1.222	1.736	697
21.01.2021	796	1.526	3.225	2.915	2.612	3.305	1.837	1.230	1.760	698
20.01.2021	821	1.572	3.320	3.014	2.701	3.407	1.902	1.259	1.875	759
19.01.2021	856	1.630	3.381	3.069	2.769	3.455	1.935	1.262	1.832	790
18.01.2021	865	1.648	3.503	3.199	2.834	3.538	1.989	1.298	1.888	816
17.01.2021	885	1.701	3.591	3.265	2.948	3.619	2.019	1.340	1.910	824
16.01.2021	881	1.747	3.674	3.304	3.029	3.717	2.023	1.362	1.947	817
15.01.2021	875	1.777	3.786	3.297	3.050	3.697	2.044	1.396	1.991	834
14.01.2021	863	1.871	3.875	3.432	3.183	3.763	2.164	1.458	2.081	873
13.01.2021	878	1.995	4.157	3.670	3.335	3.903	2.242	1.513	2.061	850
12.01.2021	906	2.072	4.503	3.927	3.570	4.157	2.414	1.632	2.208	905
11.01.2021	925	2.136	4.724	4.106	3.641	4.278	2.504	1.704	2.235	889
10.01.2021	919	2.118	4.765	4.192	3.647	4.290	2.538	1.705	2.260	917
09.01.2021	922	2.126	4.801	4.235	3.674	4.307	2.579	1.735	2.279	959
08.01.2021	849	1.981	4.565	4.069	3.510	4.136	2.458	1.690	2.246	940
07.01.2021	780	1.727	4.118	3.670	3.145	3.777	2.210	1.518	2.024	845
06.01.2021	716	1.556	3.733	3.292	2.926	3.503	2.050	1.455	1.900	792
05.01.2021	698	1.523	3.600	3.139	2.894	3.561	2.105	1.423	1.985	784
04.01.2021	708	1.535	3.493	2.993	2.945	3.634	2.160	1.422	1.988	814
03.01.2021	680	1.509	3.475	2.958	2.982	3.733	2.204	1.436	2.030	842
02.01.2021	733	1.539	3.513	3.000	3.024	3.823	2.231	1.468	2.130	875
01.01.2021	754	1.551	3.531	2.998	3.053	3.880	2.254	1.485	2.125	887
31.12.2020	772	1.596	3.568	3.088	3.111	3.992	2.310	1.517	2.191	899
30.12.2020	840	1.614	3.636	3.241	3.221	4.120	2.402	1.512	2.195	920
29.12.2020	927	1.750	3.786	3.407	3.407	4.248	2.476	1.604	2.193	902
28.12.2020	1.043	1.803	3.838	3.509	3.550	4.349	2.501	1.633	2.263	897
27.12.2020	1.185	1.968	4.116	3.698	3.754	4.556	2.641	1.709	2.328	905
26.12.2020	1.216	2.063	4.189	3.829	3.853	4.695	2.710	1.725	2.336	915
25.12.2020	1.357	2.301	4.538	4.194	4.169	5.077	2.943	1.833	2.502	961
24.12.2020	1.516	2.642	5.169	4.684	4.771	5.660	3.267	2.031	2.749	1.057
23.12.2020	1.614	2.889	5.588	5.005	5.131	6.063	3.472	2.166	2.922	1.096
22.12.2020	1.648	2.922	5.437	4.990	4.958	5.951	3.328	2.085	2.879	1.088
21.12.2020	1.652	3.018	5.409	4.951	4.884	5.823	3.292	2.005	2.787	1.070
20.12.2020	1.692	3.069	5.339	4.944	4.802	5.689	3.203	1.984	2.758	1.039
19.12.2020	1.705	3.055	5.303	4.851	4.739	5.587	3.165	1.956	2.689	1.020
18.12.2020	1.734	3.126	5.272	4.816	4.685	5.473	3.090	1.917	2.651	1.026
17.12.2020	1.781	3.192	5.168	4.808	4.686	5.452	3.070	1.906	2.645	1.032
16.12.2020	1.815	3.305	5.099	4.739	4.554	5.320	2.982	1.869	2.618	1.029
15.12.2020	1.774	3.289	5.095	4.558	4.474	5.192	2.848	1.783	2.467	1.001
14.12.2020	1.691	3.273	5.038	4.482	4.387	5.093	2.746	1.757	2.404	944
13.12.2020	1.632	3.255	4.962	4.396	4.376	5.112	2.717	1.719	2.350	955
