Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
06.02.2021	672	1.040	2.008	1.871	1.806	2.152	1.322	808	1.080	366
05.02.2021	690	1.105	2.109	1.945	1.901	2.211	1.381	854	1.143	408
04.02.2021	643	1.110	2.195	2.029	1.986	2.311	1.416	899	1.181	467
03.02.2021	637	1.124	2.244	2.019	1.993	2.350	1.462	924	1.213	473
02.02.2021	631	1.144	2.310	2.035	2.077	2.413	1.470	979	1.317	513
01.02.2021	620	1.158	2.375	2.138	2.130	2.509	1.504	1.016	1.384	528
31.01.2021	623	1.154	2.439	2.197	2.131	2.560	1.526	1.042	1.422	574
30.01.2021	628	1.123	2.421	2.195	2.115	2.546	1.508	1.051	1.426	594
29.01.2021	625	1.139	2.502	2.226	2.144	2.618	1.533	1.099	1.499	625
28.01.2021	684	1.182	2.586	2.261	2.184	2.724	1.602	1.143	1.555	636
27.01.2021	703	1.216	2.687	2.388	2.231	2.831	1.624	1.183	1.617	654
26.01.2021	712	1.295	2.842	2.597	2.338	3.006	1.709	1.205	1.649	654
25.01.2021	745	1.366	2.946	2.677	2.477	3.124	1.764	1.232	1.709	710
24.01.2021	768	1.412	2.983	2.716	2.502	3.165	1.792	1.243	1.734	709
23.01.2021	775	1.433	3.035	2.758	2.525	3.188	1.822	1.246	1.763	712
22.01.2021	798	1.484	3.052	2.844	2.584	3.266	1.842	1.225	1.737	696
21.01.2021	794	1.524	3.226	2.910	2.620	3.300	1.842	1.232	1.762	701
20.01.2021	821	1.572	3.324	3.014	2.711	3.411	1.910	1.261	1.880	762
19.01.2021	856	1.629	3.390	3.070	2.777	3.459	1.943	1.263	1.839	791
18.01.2021	864	1.647	3.513	3.202	2.837	3.538	1.991	1.296	1.892	819
17.01.2021	883	1.701	3.602	3.272	2.950	3.618	2.020	1.340	1.913	823
16.01.2021	879	1.748	3.684	3.313	3.031	3.721	2.024	1.360	1.949	816
15.01.2021	874	1.777	3.792	3.305	3.051	3.697	2.046	1.394	1.994	831
14.01.2021	862	1.875	3.885	3.445	3.185	3.770	2.167	1.458	2.085	868
13.01.2021	875	1.998	4.165	3.681	3.332	3.906	2.246	1.519	2.062	848
12.01.2021	904	2.074	4.507	3.936	3.571	4.158	2.415	1.642	2.209	904
11.01.2021	923	2.136	4.727	4.114	3.642	4.283	2.507	1.711	2.238	889
10.01.2021	918	2.116	4.765	4.194	3.648	4.295	2.540	1.712	2.265	919
09.01.2021	921	2.124	4.802	4.238	3.674	4.311	2.581	1.743	2.285	962
08.01.2021	848	1.979	4.568	4.072	3.510	4.141	2.462	1.698	2.253	944
07.01.2021	779	1.723	4.119	3.670	3.145	3.780	2.213	1.525	2.030	848
06.01.2021	715	1.552	3.734	3.292	2.931	3.506	2.051	1.457	1.907	795
05.01.2021	697	1.521	3.600	3.142	2.897	3.564	2.107	1.421	1.989	788
04.01.2021	706	1.534	3.494	2.996	2.950	3.634	2.161	1.423	1.993	816
03.01.2021	678	1.509	3.476	2.961	2.988	3.733	2.203	1.435	2.033	840
02.01.2021	731	1.539	3.516	3.004	3.030	3.820	2.230	1.469	2.133	874
01.01.2021	751	1.551	3.533	3.002	3.057	3.877	2.252	1.485	2.125	886
31.12.2020	769	1.596	3.571	3.092	3.115	3.988	2.309	1.516	2.189	900
30.12.2020	837	1.614	3.639	3.246	3.223	4.112	2.400	1.510	2.191	918
29.12.2020	924	1.748	3.790	3.409	3.407	4.236	2.473	1.602	2.189	899
28.12.2020	1.041	1.801	3.841	3.510	3.551	4.335	2.500	1.631	2.259	893
27.12.2020	1.182	1.966	4.119	3.697	3.754	4.541	2.641	1.709	2.327	907
26.12.2020	1.213	2.061	4.192	3.825	3.853	4.683	2.710	1.722	2.333	915
25.12.2020	1.355	2.299	4.542	4.192	4.173	5.065	2.943	1.832	2.501	960
24.12.2020	1.514	2.638	5.171	4.682	4.772	5.652	3.266	2.031	2.749	1.052
23.12.2020	1.613	2.884	5.588	5.003	5.131	6.058	3.471	2.166	2.922	1.093
22.12.2020	1.648	2.918	5.436	4.991	4.958	5.951	3.330	2.083	2.882	1.086
21.12.2020	1.652	3.013	5.408	4.952	4.878	5.824	3.293	2.004	2.789	1.068
20.12.2020	1.692	3.065	5.339	4.946	4.795	5.690	3.204	1.983	2.758	1.037
19.12.2020	1.705	3.050	5.301	4.856	4.733	5.589	3.166	1.955	2.688	1.016
18.12.2020	1.733	3.119	5.267	4.818	4.675	5.475	3.089	1.913	2.648	1.022
17.12.2020	1.782	3.187	5.165	4.811	4.679	5.449	3.069	1.902	2.641	1.031
16.12.2020	1.813	3.302	5.095	4.739	4.551	5.316	2.982	1.868	2.615	1.029
15.12.2020	1.771	3.287	5.091	4.554	4.469	5.188	2.846	1.783	2.462	1.002
14.12.2020	1.689	3.272	5.036	4.478	4.387	5.090	2.744	1.757	2.398	945
13.12.2020	1.631	3.253	4.960	4.392	4.376	5.109	2.714	1.718	2.344	955
12.12.2020	1.587	3.242	4.906	4.324	4.321	5.032	2.679	1.683	2.308	910
11.12.2020	1.528	3.206	4.795	4.210	4.273	4.998	2.619	1.618	2.159	851
10.12.2020	1.456	3.098	4.708	4.063	4.002	4.784	2.453	1.521	2.000	822
09.12.2020	1.388	2.991	4.576	3.898	3.910	4.633	2.344	1.423	1.898	807
08.12.2020	1.380	2.993	4.459	3.855	3.839	4.517	2.362	1.398	1.861	769
07.12.2020	1.389	2.934	4.299	3.778	3.776	4.399	2.286	1.366	1.789	780
06.12.2020	1.354	2.934	4.251	3.677	3.676	4.247	2.214	1.312	1.714	727
05.12.2020	1.370	2.915	4.202	3.688	3.662	4.203	2.185	1.320	1.732	717
04.12.2020	1.393	2.954	4.195	3.679	3.660	4.144	2.180	1.343	1.760	726
03.12.2020	1.397	2.968	4.095	3.639	3.676	4.123	2.210	1.315	1.773	696
02.12.2020	1.427	2.974	4.051	3.620	3.695	4.111	2.233	1.320	1.702	627
01.12.2020	1.446	2.989	4.066	3.717	3.733	4.122	2.221	1.320	1.641	577
30.11.2020	1.425	3.083	4.111	3.823	3.796	4.201	2.250	1.307	1.670	553
29.11.2020	1.489	3.242	4.271	4.040	4.018	4.408	2.334	1.348	1.720	591
28.11.2020	1.488	3.255	4.276	4.028	4.053	4.423	2.336	1.364	1.673	612
27.11.2020	1.442	3.219	4.260	4.054	4.029	4.445	2.326	1.309	1.588	567
26.11.2020	1.490	3.348	4.453	4.174	4.152	4.563	2.368	1.335	1.522	535
25.11.2020	1.557	3.518	4.676	4.364	4.258	4.741	2.445	1.373	1.541	552
24.11.2020	1.595	3.611	4.858	4.409	4.425	4.788	2.439	1.368	1.543	581
23.11.2020	1.606	3.564	4.978	4.358	4.467	4.768	2.455	1.400	1.495	577
22.11.2020	1.628	3.546	5.056	4.400	4.427	4.749	2.484	1.400	1.450	550
21.11.2020	1.615	3.629	5.154	4.501	4.472	4.830	2.500	1.368	1.448	529
20.11.2020	1.700	3.742	5.352	4.616	4.605	4.984	2.553	1.428	1.548	559
19.11.2020	1.733	3.800	5.382	4.612	4.598	4.987	2.509	1.440	1.535	555
18.11.2020	1.687	3.799	5.460	4.648	4.629	5.025	2.462	1.447	1.487	512
17.11.2020	1.668	3.784	5.436	4.563	4.483	5.003	2.435	1.460	1.467	493
16.11.2020	1.691	3.860	5.464	4.601	4.474	4.992	2.389	1.414	1.451	488
15.11.2020	1.703	3.939	5.561	4.632	4.511	4.998	2.343	1.417	1.423	458
14.11.2020	1.777	3.982	5.720	4.677	4.582	5.071	2.416	1.470	1.410	445
13.11.2020	1.738	3.937	5.708	4.653	4.578	4.936	2.393	1.434	1.315	413
12.11.2020	1.727	3.941	5.814	4.689	4.594	4.906	2.389	1.407	1.274	392
11.11.2020	1.750	3.979	5.903	4.710	4.654	4.890	2.419	1.362	1.219	365
10.11.2020	1.682	3.941	5.927	4.720	4.714	4.966	2.450	1.343	1.205	336
09.11.2020	1.705	3.947	6.017	4.794	4.712	5.065	2.490	1.363	1.200	325
08.11.2020	1.653	3.829	5.987	4.739	4.730	5.088	2.469	1.359	1.179	323
07.11.2020	1.683	3.865	6.076	4.819	4.780	5.136	2.487	1.340	1.157	321
06.11.2020	1.663	3.846	6.161	4.811	4.783	5.204	2.473	1.373	1.167	312
05.11.2020	1.685	3.814	6.187	4.831	4.839	5.253	2.460	1.373	1.120	294
04.11.2020	1.674	3.793	6.190	4.826	4.833	5.221	2.425	1.432	1.137	314
03.11.2020	1.709	3.787	6.112	4.834	4.801	5.137	2.366	1.439	1.063	315
02.11.2020	1.606	3.594	5.948	4.745	4.701	5.004	2.282	1.420	984	289
01.11.2020	1.535	3.454	5.705	4.612	4.491	4.840	2.239	1.362	946	285
31.10.2020	1.433	3.305	5.560	4.506	4.425	4.739	2.179	1.350	973	291
30.10.2020	1.425	3.193	5.507	4.477	4.415	4.689	2.165	1.297	946	279
29.10.2020	1.289	2.906	5.312	4.326	4.197	4.455	2.110	1.219	922	258
28.10.2020	1.175	2.569	5.010	4.058	3.918	4.141	1.994	1.097	871	223
27.10.2020	1.048	2.258	4.745	3.746	3.624	3.810	1.875	1.006	857	219
26.10.2020	987	2.120	4.483	3.454	3.367	3.522	1.784	943	830	208
25.10.2020	969	1.984	4.280	3.218	3.200	3.311	1.685	874	774	183
24.10.2020	896	1.855	4.048	3.026	2.982	3.096	1.572	812	700	151
23.10.2020	781	1.665	3.695	2.764	2.654	2.763	1.408	738	628	142
22.10.2020	689	1.476	3.339	2.458	2.364	2.478	1.227	688	566	144
21.10.2020	640	1.296	2.952	2.176	2.055	2.223	1.066	612	467	128
20.10.2020	606	1.239	2.742	2.017	1.872	2.013	980	574	394	104
19.10.2020	599	1.179	2.555	1.854	1.729	1.875	898	530	357	94
18.10.2020	531	1.141	2.438	1.779	1.655	1.777	840	501	326	89
17.10.2020	527	1.111	2.334	1.715	1.580	1.712	816	474	299	82
16.10.2020	511	1.094	2.194	1.596	1.490	1.662	773	439	266	70
15.10.2020	508	1.088	2.034	1.484	1.390	1.563	737	398	240	56
14.10.2020	438	1.071	1.833	1.370	1.290	1.403	676	355	221	52
13.10.2020	396	1.005	1.635	1.228	1.197	1.296	609	301	215	53
12.10.2020	357	959	1.556	1.188	1.124	1.208	556	263	187	48
11.10.2020	348	942	1.484	1.149	1.086	1.184	536	264	185	46
10.10.2020	319	892	1.402	1.086	1.045	1.109	496	239	174	44
09.10.2020	312	846	1.312	1.022	981	1.008	478	237	169	44
08.10.2020	249	781	1.182	921	898	879	409	218	155	41
07.10.2020	237	721	1.091	836	831	801	370	210	154	40
06.10.2020	238	670	1.021	799	742	731	322	187	129	32
05.10.2020	232	636	958	737	715	694	321	176	126	34
04.10.2020	221	581	930	709	678	638	299	162	118	33
03.10.2020	234	572	935	711	663	643	289	168	122	33
02.10.2020	231	529	922	715	661	635	271	151	123	33
01.10.2020	251	531	878	710	629	629	262	136	111	28
30.09.2020	235	508	859	685	589	593	228	115	97	26
29.09.2020	217	456	819	646	565	564	211	114	89	24
28.09.2020	212	446	802	628	538	525	182	113	92	26
27.09.2020	223	459	796	638	528	508	182	111	79	22
26.09.2020	197	447	771	614	510	479	182	104	70	21
25.09.2020	183	459	720	570	478	462	175	109	61	16
24.09.2020	170	438	717	541	465	438	169	114	67	19
23.09.2020	182	439	684	528	458	437	175	118	84	22
22.09.2020	173	425	676	522	435	430	180	117	85	24
21.09.2020	160	407	667	524	429	425	179	115	78	20
20.09.2020	146	372	675	499	433	439	178	113	80	20
19.09.2020	152	369	673	498	430	446	177	112	84	22
18.09.2020	142	325	668	494	424	440	179	97	92	25
17.09.2020	128	319	651	455	410	411	174	87	83	22
16.09.2020	100	273	616	413	367	372	162	73	63	19
15.09.2020	100	263	592	372	353	358	155	68	58	14
14.09.2020	97	238	545	332	334	332	148	63	48	13
13.09.2020	90	231	505	318	299	295	150	55	46	13
12.09.2020	87	229	483	304	292	278	144	56	41	11
11.09.2020	89	235	463	281	266	243	132	63	34	9
10.09.2020	93	212	423	271	253	240	128	61	27	8
09.09.2020	91	208	424	262	250	239	135	65	27	5
08.09.2020	90	205	419	273	230	212	121	61	22	7
07.09.2020	88	217	440	290	227	215	118	57	21	6
06.09.2020	92	223	446	301	231	220	106	60	22	6
05.09.2020	92	224	460	300	238	223	102	61	24	9
04.09.2020	86	208	452	303	228	225	97	54	22	8
03.09.2020	78	196	451	294	222	223	95	56	24	10
02.09.2020	88	195	457	299	219	221	94	55	18	11
01.09.2020	90	204	448	291	226	225	104	62	23	10
31.08.2020	96	204	449	282	246	233	104	64	27	9
30.08.2020	108	205	463	278	248	234	106	58	27	10
29.08.2020	115	209	457	290	246	235	111	57	28	7
28.08.2020	121	219	462	297	253	229	108	62	29	8
27.08.2020	134	231	504	339	272	270	115	64	36	10
26.08.2020	136	249	509	346	291	276	109	58	39	9
25.08.2020	140	269	548	350	304	275	111	54	38	8
24.08.2020	158	286	565	385	293	284	115	51	35	9
23.08.2020	167	312	585	399	322	291	117	54	36	8
22.08.2020	165	317	582	399	333	289	116	57	39	10
21.08.2020	178	350	596	408	352	308	125	60	48	13
20.08.2020	203	393	596	407	367	277	126	61	52	11
19.08.2020	244	430	614	428	400	295	118	66	60	12
18.08.2020	296	486	610	464	431	301	116	64	63	15
17.08.2020	316	515	605	456	455	295	118	65	71	14
16.08.2020	325	515	578	456	452	291	111	63	72	15
15.08.2020	331	522	582	449	448	299	112	60	69	14
14.08.2020	328	516	590	451	460	295	114	61	65	13
13.08.2020	301	484	539	447	456	290	108	59	57	13
12.08.2020	281	467	500	444	430	280	113	60	58	15
11.08.2020	240	433	484	419	414	293	121	63	60	11
10.08.2020	220	411	476	395	421	291	127	67	62	12
09.08.2020	209	398	462	371	399	295	137	73	66	14
08.08.2020	204	385	450	371	401	285	141	74	72	13
07.08.2020	193	359	437	353	374	289	133	70	67	11
06.08.2020	197	367	453	339	353	287	128	75	70	17
05.08.2020	179	349	449	317	346	279	131	73	65	15
04.08.2020	176	308	439	315	337	268	120	74	60	17
03.08.2020	168	301	417	310	314	256	111	69	59	18
02.08.2020	148	280	392	293	306	236	99	72	54	15
01.08.2020	144	265	377	277	285	229	95	67	49	15
31.07.2020	146	267	354	276	292	217	96	65	49	14
30.07.2020	156	243	341	265	286	218	100	59	50	7
29.07.2020	168	229	325	254	274	224	92	57	47	7
28.07.2020	158	214	306	239	248	220	92	53	45	6
27.07.2020	141	189	282	236	232	222	92	48	36	4
26.07.2020	139	181	294	242	235	219	87	39	34	3
25.07.2020	137	184	293	250	239	219	82	38	34	4
24.07.2020	129	169	284	246	227	218	76	43	33	5
23.07.2020	102	147	269	231	222	204	70	42	28	5
22.07.2020	98	134	266	232	213	180	71	51	31	5
21.07.2020	99	135	256	211	216	161	70	51	30	6
20.07.2020	106	132	250	201	219	148	64	50	29	7
19.07.2020	107	127	219	184	206	146	64	52	28	8
18.07.2020	106	122	225	184	203	142	67	53	28	7
17.07.2020	110	119	223	177	201	130	70	51	27	6
16.07.2020	119	125	200	179	187	124	68	49	29	5
15.07.2020	101	115	181	162	177	118	59	39	24	5
14.07.2020	99	104	165	168	171	114	56	38	25	6
13.07.2020	94	102	167	166	160	120	56	40	28	9
12.07.2020	93	104	167	168	153	117	54	37	26	9
11.07.2020	96	104	170	162	152	120	52	37	22	11
10.07.2020	87	95	178	163	147	124	54	36	28	12
09.07.2020	87	90	178	157	156	119	59	34	28	14
08.07.2020	89	82	202	168	152	135	65	33	30	13
07.07.2020	85	87	194	163	159	131	64	32	32	13
06.07.2020	94	85	201	163	160	134	70	36	34	11
05.07.2020	106	94	216	196	188	143	82	38	39	13
04.07.2020	112	102	219	205	196	165	81	39	42	11
03.07.2020	124	110	225	214	207	177	78	36	34	10
02.07.2020	132	117	244	239	213	197	78	40	34	10
01.07.2020	139	135	250	251	246	201	80	38	34	11
30.06.2020	142	141	271	263	250	225	76	41	30	9
29.06.2020	136	143	277	282	275	231	77	43	27	8
28.06.2020	129	145	301	290	307	262	73	42	24	5
27.06.2020	115	135	313	321	329	259	76	42	22	5
26.06.2020	108	154	341	341	370	280	81	45	31	6
25.06.2020	98	156	402	403	465	310	78	52	31	5
24.06.2020	89	146	388	385	459	304	78	54	27	7
23.06.2020	84	143	458	499	594	338	99	53	26	9
22.06.2020	87	143	453	498	592	329	86	48	30	11
21.06.2020	77	125	419	468	539	289	78	49	34	11
20.06.2020	78	126	405	434	510	274	82	47	39	14
19.06.2020	80	103	370	405	452	245	71	41	33	15
18.06.2020	65	83	283	308	330	193	63	29	29	15
17.06.2020	57	74	252	279	288	171	54	24	36	13
16.06.2020	59	59	161	153	132	116	38	21	35	12
15.06.2020	52	51	155	130	108	99	36	24	38	12
14.06.2020	59	59	146	128	96	97	40	20	35	12
13.06.2020	65	59	136	121	94	87	34	23	29	9
12.06.2020	59	64	130	111	94	82	37	24	32	9
11.06.2020	59	72	125	114	102	83	40	30	36	10
10.06.2020	60	68	145	134	112	95	44	32	34	11
09.06.2020	56	67	138	134	113	85	41	30	37	11
08.06.2020	57	64	130	128	100	90	44	30	29	8
07.06.2020	47	61	129	108	98	82	44	30	29	10
06.06.2020	45	61	132	105	93	87	46	30	30	12
05.06.2020	47	53	130	110	95	80	45	29	28	13
04.06.2020	46	48	129	107	92	80	45	26	29	12
03.06.2020	44	46	118	101	95	72	49	26	32	12
02.06.2020	40	50	126	93	91	82	55	32	31	13
01.06.2020	36	50	132	107	113	95	58	28	33	17
31.05.2020	43	54	144	127	124	109	65	34	39	22
30.05.2020	40	57	142	128	126	108	65	34	48	25
29.05.2020	31	56	135	128	125	115	69	33	46	25
28.05.2020	34	49	132	130	124	120	71	30	44	27
27.05.2020	38	55	132	131	115	122	67	30	36	27
26.05.2020	39	62	136	141	118	120	62	32	38	26
25.05.2020	46	71	152	142	109	123	71	33	43	31
24.05.2020	53	83	181	147	119	129	67	33	37	24
23.05.2020	58	87	191	166	125	135	66	32	28	19
22.05.2020	68	88	213	175	133	137	64	38	37	20
21.05.2020	66	103	242	201	152	143	78	50	41	22
20.05.2020	65	111	241	202	173	161	88	58	56	27
19.05.2020	69	106	250	200	184	175	93	57	69	31
18.05.2020	67	111	249	211	194	181	91	62	78	32
17.05.2020	64	101	237	216	204	193	92	64	88	36
16.05.2020	59	96	232	219	217	194	98	68	89	37
15.05.2020	55	99	230	227	225	223	109	69	87	36
14.05.2020	59	105	221	213	225	237	102	70	91	32
13.05.2020	60	103	268	230	247	259	107	78	98	33
12.05.2020	63	110	285	243	260	273	121	91	111	33
11.05.2020	67	104	276	235	270	289	126	94	105	28
10.05.2020	64	107	263	230	255	286	129	94	105	27
09.05.2020	71	107	261	225	251	294	129	96	112	30
08.05.2020	73	111	244	211	257	266	120	100	120	31
07.05.2020	66	100	252	211	259	260	125	106	130	41
06.05.2020	75	112	252	229	255	262	122	112	147	47
05.05.2020	66	106	238	233	234	264	115	104	132	52
04.05.2020	59	104	264	248	220	262	111	106	145	53
03.05.2020	58	108	271	253	228	260	124	112	151	59
02.05.2020	53	114	279	254	229	272	127	112	158	58
01.05.2020	51	117	293	269	219	296	138	119	165	63
30.04.2020	58	125	315	286	226	313	150	126	170	61
29.04.2020	60	124	314	282	227	320	158	122	160	67
28.04.2020	75	135	351	304	272	341	174	138	195	75
27.04.2020	88	159	373	319	299	368	202	154	203	83
26.04.2020	90	167	416	348	346	432	250	184	249	96
25.04.2020	93	170	450	373	370	458	271	208	262	109
24.04.2020	94	171	498	391	396	510	301	224	303	121
23.04.2020	93	179	541	414	431	586	329	254	345	140
22.04.2020	89	188	605	478	476	653	370	286	370	148
21.04.2020	75	195	623	501	508	689	409	297	411	148
20.04.2020	66	187	627	501	509	709	395	331	441	153
19.04.2020	63	170	594	472	462	667	349	307	422	153
18.04.2020	60	178	590	463	473	675	354	311	443	157
17.04.2020	64	185	586	488	494	701	351	322	456	174
16.04.2020	65	183	583	478	516	703	340	299	452	183
15.04.2020	66	189	595	515	544	775	374	329	499	191
14.04.2020	72	211	637	528	578	884	421	373	524	227
13.04.2020	77	222	676	575	664	981	484	367	552	252
12.04.2020	83	239	751	661	758	1.095	549	412	617	268
11.04.2020	88	232	754	681	768	1.133	576	417	629	280
10.04.2020	83	237	772	685	789	1.155	613	426	628	271
09.04.2020	91	247	820	738	837	1.221	698	474	682	292
08.04.2020	88	266	844	737	863	1.257	755	487	693	303
07.04.2020	92	250	868	766	887	1.278	765	503	708	285
06.04.2020	89	249	878	796	903	1.326	801	537	700	266
05.04.2020	87	257	851	767	905	1.330	819	535	647	236
04.04.2020	85	257	884	791	934	1.382	835	539	630	220
03.04.2020	89	255	919	791	953	1.409	839	556	601	209
02.04.2020	85	251	924	842	965	1.490	843	550	545	169
01.04.2020	84	224	920	823	969	1.501	825	528	489	139
31.03.2020	75	215	902	839	963	1.514	826	513	423	114
30.03.2020	71	197	887	815	908	1.473	799	485	390	99
29.03.2020	69	185	909	848	938	1.564	803	472	358	95
28.03.2020	66	176	888	827	906	1.532	773	453	334	90
27.03.2020	64	169	872	845	905	1.553	776	418	312	73
26.03.2020	61	158	828	824	900	1.520	740	398	276	58
25.03.2020	56	144	831	886	941	1.584	738	383	249	49
24.03.2020	54	135	794	851	899	1.547	684	333	204	40
23.03.2020	55	131	805	883	969	1.620	675	301	179	33
22.03.2020	49	121	752	852	949	1.557	624	272	168	34
21.03.2020	46	119	715	825	939	1.506	600	256	155	23
20.03.2020	43	104	640	786	905	1.415	538	227	134	23
19.03.2020	35	88	579	718	841	1.287	487	190	113	20
18.03.2020	31	74	443	573	704	1.053	383	141	87	12
17.03.2020	28	62	359	489	618	905	330	115	71	9
16.03.2020	19	48	254	376	477	669	260	93	52	6
15.03.2020	16	37	206	297	360	505	205	74	40	1
14.03.2020	16	35	181	264	313	439	179	64	34	1
13.03.2020	10	32	163	217	248	353	155	63	31	-
12.03.2020	7	27	122	152	171	249	116	46	25	-
11.03.2020	6	27	120	114	127	187	87	38	21	-
10.03.2020	4	26	118	99	117	144	61	30	17	-
09.03.2020	4	24	102	71	85	114	40	20	10	-
08.03.2020	4	22	94	59	68	85	33	16	7	-
07.03.2020	3	19	100	61	64	83	34	16	5	-
06.03.2020	4	18	85	53	56	73	31	9	3	-
05.03.2020	8	18	86	51	45	66	23	6	2	-
04.03.2020	6	14	66	41	34	46	15	4	1	-
03.03.2020	6	6	43	28	20	23	12	1	-	-
02.03.2020	5	6	34	23	17	16	9	-	-	-
01.03.2020	5	5	29	22	16	11	7	-	-	-
29.02.2020	5	5	19	17	14	7	5	-	-	-
28.02.2020	4	4	16	13	10	6	4	-	-	-
27.02.2020	-	2	7	4	8	1	-	-	-	-
26.02.2020	-	-	-	1	3	-	-	-	-	-
25.02.2020	1	1	5	8	9	10	11	10	7	3
24.02.2020	1	1	5	8	9	10	11	10	7	3
23.02.2020	1	1	5	8	9	10	11	10	7	3
22.02.2020	1	1	5	8	9	10	11	10	7	3
21.02.2020	1	1	5	8	9	10	11	10	7	3
20.02.2020	1	1	5	8	9	10	11	10	7	3
