Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
19.02.2021	578	837	1.713	1.515	1.462	1.696	997	644	728	183
18.02.2021	585	853	1.739	1.543	1.528	1.706	1.007	682	765	202
17.02.2021	586	829	1.660	1.560	1.496	1.658	1.018	679	794	215
16.02.2021	601	828	1.624	1.516	1.444	1.625	980	683	788	236
15.02.2021	601	791	1.648	1.486	1.437	1.614	975	650	788	237
14.02.2021	588	789	1.636	1.475	1.438	1.610	987	658	807	242
13.02.2021	573	796	1.612	1.456	1.396	1.581	967	650	777	244
12.02.2021	581	822	1.693	1.531	1.464	1.694	1.024	682	785	249
11.02.2021	628	860	1.727	1.613	1.476	1.748	1.061	689	848	263
10.02.2021	630	916	1.808	1.674	1.576	1.850	1.125	700	923	313
09.02.2021	646	966	1.895	1.807	1.694	1.961	1.217	737	1.005	349
08.02.2021	664	1.016	1.973	1.877	1.740	2.066	1.270	790	1.036	366
07.02.2021	676	1.036	2.017	1.902	1.799	2.122	1.308	810	1.075	361
06.02.2021	694	1.074	2.086	1.917	1.864	2.182	1.352	826	1.107	371
05.02.2021	691	1.107	2.129	1.951	1.916	2.201	1.392	854	1.151	408
04.02.2021	643	1.114	2.195	2.030	1.990	2.298	1.424	900	1.181	465
03.02.2021	637	1.125	2.251	2.014	1.993	2.343	1.468	926	1.206	473
02.02.2021	630	1.146	2.319	2.023	2.071	2.402	1.474	977	1.307	511
01.02.2021	618	1.158	2.382	2.127	2.126	2.502	1.499	1.012	1.378	527
31.01.2021	621	1.153	2.443	2.190	2.126	2.559	1.522	1.039	1.416	570
30.01.2021	626	1.124	2.425	2.189	2.110	2.546	1.505	1.046	1.419	590
29.01.2021	621	1.141	2.500	2.220	2.139	2.618	1.531	1.096	1.497	625
28.01.2021	681	1.184	2.587	2.255	2.180	2.721	1.599	1.139	1.555	636
27.01.2021	700	1.219	2.683	2.387	2.227	2.831	1.623	1.180	1.618	653
26.01.2021	711	1.299	2.838	2.599	2.335	3.009	1.710	1.201	1.651	654
25.01.2021	744	1.369	2.944	2.678	2.470	3.126	1.764	1.227	1.709	711
24.01.2021	767	1.415	2.981	2.715	2.493	3.164	1.788	1.239	1.734	710
23.01.2021	774	1.435	3.033	2.759	2.516	3.189	1.818	1.242	1.764	713
22.01.2021	800	1.485	3.053	2.847	2.576	3.267	1.838	1.222	1.738	695
21.01.2021	797	1.525	3.225	2.915	2.614	3.304	1.839	1.230	1.759	696
20.01.2021	822	1.571	3.321	3.013	2.702	3.406	1.904	1.258	1.876	759
19.01.2021	857	1.628	3.383	3.067	2.769	3.455	1.934	1.262	1.834	787
18.01.2021	866	1.646	3.505	3.197	2.834	3.536	1.986	1.298	1.889	813
17.01.2021	886	1.699	3.593	3.265	2.948	3.617	2.016	1.340	1.911	820
16.01.2021	882	1.746	3.677	3.306	3.030	3.717	2.020	1.362	1.947	813
15.01.2021	876	1.775	3.788	3.297	3.049	3.695	2.041	1.396	1.991	829
14.01.2021	863	1.871	3.878	3.433	3.182	3.763	2.162	1.458	2.081	869
13.01.2021	878	1.995	4.159	3.671	3.333	3.902	2.240	1.515	2.062	847
12.01.2021	906	2.073	4.504	3.929	3.569	4.154	2.413	1.633	2.208	905
11.01.2021	925	2.137	4.725	4.108	3.640	4.277	2.504	1.704	2.235	889
10.01.2021	919	2.119	4.765	4.191	3.646	4.289	2.538	1.706	2.261	918
09.01.2021	922	2.127	4.801	4.234	3.673	4.306	2.579	1.736	2.279	961
08.01.2021	849	1.982	4.565	4.068	3.509	4.135	2.459	1.691	2.247	943
07.01.2021	780	1.727	4.118	3.669	3.144	3.776	2.210	1.519	2.026	847
06.01.2021	716	1.556	3.733	3.292	2.926	3.503	2.050	1.455	1.899	794
05.01.2021	698	1.523	3.600	3.139	2.894	3.563	2.105	1.423	1.980	784
04.01.2021	708	1.535	3.494	2.993	2.946	3.635	2.158	1.422	1.984	812
03.01.2021	680	1.509	3.476	2.958	2.984	3.733	2.202	1.435	2.024	837
02.01.2021	733	1.539	3.514	3.000	3.026	3.822	2.229	1.468	2.125	871
01.01.2021	754	1.551	3.532	2.998	3.055	3.879	2.252	1.484	2.118	883
31.12.2020	772	1.596	3.569	3.088	3.113	3.991	2.309	1.516	2.183	895
30.12.2020	840	1.614	3.638	3.241	3.223	4.117	2.401	1.510	2.188	915
29.12.2020	926	1.749	3.788	3.407	3.409	4.244	2.476	1.602	2.192	898
28.12.2020	1.042	1.802	3.840	3.509	3.552	4.346	2.503	1.632	2.262	895
27.12.2020	1.183	1.967	4.117	3.698	3.756	4.555	2.643	1.708	2.329	908
26.12.2020	1.214	2.062	4.190	3.829	3.855	4.695	2.712	1.723	2.337	916
25.12.2020	1.355	2.300	4.539	4.194	4.172	5.077	2.944	1.833	2.505	962
24.12.2020	1.514	2.641	5.169	4.683	4.772	5.660	3.268	2.031	2.753	1.058
23.12.2020	1.612	2.887	5.586	5.004	5.131	6.064	3.473	2.167	2.927	1.099
22.12.2020	1.648	2.921	5.435	4.989	4.958	5.952	3.328	2.086	2.882	1.090
21.12.2020	1.651	3.017	5.406	4.950	4.883	5.822	3.292	2.006	2.790	1.071
20.12.2020	1.692	3.069	5.338	4.943	4.800	5.687	3.203	1.985	2.759	1.039
19.12.2020	1.705	3.054	5.301	4.850	4.737	5.584	3.165	1.957	2.689	1.018
18.12.2020	1.733	3.124	5.269	4.815	4.681	5.470	3.090	1.918	2.650	1.024
17.12.2020	1.781	3.190	5.167	4.808	4.684	5.448	3.070	1.906	2.642	1.031
16.12.2020	1.814	3.305	5.099	4.738	4.554	5.317	2.982	1.869	2.613	1.029
15.12.2020	1.772	3.289	5.095	4.557	4.473	5.190	2.848	1.783	2.461	1.003
14.12.2020	1.690	3.273	5.038	4.481	4.387	5.092	2.746	1.757	2.397	947
13.12.2020	1.631	3.254	4.962	4.395	4.376	5.110	2.716	1.719	2.344	958
12.12.2020	1.587	3.244	4.908	4.328	4.321	5.035	2.682	1.684	2.306	913
11.12.2020	1.528	3.207	4.796	4.215	4.272	5.000	2.620	1.616	2.159	854
10.12.2020	1.457	3.098	4.710	4.070	4.002	4.787	2.452	1.521	2.001	822
09.12.2020	1.388	2.990	4.577	3.904	3.913	4.638	2.344	1.425	1.901	807
08.12.2020	1.380	2.992	4.461	3.860	3.841	4.523	2.361	1.400	1.865	767
07.12.2020	1.389	2.933	4.303	3.783	3.778	4.404	2.285	1.368	1.794	777
06.12.2020	1.354	2.933	4.255	3.682	3.679	4.253	2.214	1.314	1.719	724
05.12.2020	1.370	2.912	4.205	3.694	3.665	4.209	2.184	1.322	1.738	713
04.12.2020	1.394	2.953	4.198	3.683	3.662	4.151	2.180	1.345	1.762	721
03.12.2020	1.397	2.969	4.096	3.642	3.678	4.130	2.212	1.317	1.774	694
02.12.2020	1.427	2.976	4.053	3.623	3.695	4.115	2.236	1.322	1.703	624
01.12.2020	1.446	2.991	4.071	3.722	3.736	4.123	2.224	1.323	1.640	575
30.11.2020	1.426	3.085	4.115	3.829	3.799	4.203	2.255	1.310	1.671	551
29.11.2020	1.490	3.244	4.276	4.045	4.020	4.409	2.338	1.352	1.722	589
28.11.2020	1.489	3.258	4.281	4.032	4.055	4.424	2.340	1.368	1.676	611
27.11.2020	1.442	3.220	4.265	4.059	4.033	4.446	2.331	1.313	1.591	566
26.11.2020	1.491	3.348	4.459	4.180	4.154	4.562	2.372	1.339	1.527	534
25.11.2020	1.559	3.516	4.681	4.370	4.260	4.740	2.448	1.377	1.545	551
24.11.2020	1.598	3.609	4.860	4.413	4.423	4.788	2.441	1.370	1.548	581
23.11.2020	1.609	3.563	4.980	4.361	4.466	4.769	2.457	1.402	1.498	577
22.11.2020	1.631	3.545	5.057	4.402	4.425	4.749	2.486	1.401	1.453	551
