Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
08.03.2021	1.067	1.173	2.023	1.886	1.718	1.800	1.008	553	482	97
07.03.2021	1.043	1.181	2.076	1.919	1.752	1.844	1.029	570	496	105
06.03.2021	1.018	1.190	2.083	1.930	1.758	1.845	1.027	571	502	106
05.03.2021	970	1.183	2.053	1.887	1.764	1.814	1.018	577	510	109
04.03.2021	880	1.173	2.001	1.847	1.744	1.828	1.024	596	536	120
03.03.2021	839	1.141	1.988	1.757	1.744	1.826	1.027	603	541	123
02.03.2021	837	1.150	2.065	1.807	1.837	1.925	1.137	627	581	138
01.03.2021	778	1.102	2.018	1.777	1.806	1.896	1.104	638	561	142
28.02.2021	760	1.075	1.960	1.761	1.791	1.889	1.097	657	575	146
27.02.2021	760	1.057	1.973	1.749	1.787	1.908	1.114	664	571	145
26.02.2021	737	1.062	2.000	1.781	1.775	1.946	1.144	680	583	149
25.02.2021	712	1.023	2.002	1.764	1.759	1.967	1.160	687	597	145
24.02.2021	700	1.004	2.008	1.768	1.740	1.998	1.138	707	625	163
23.02.2021	633	921	1.929	1.650	1.650	1.906	1.067	694	630	165
22.02.2021	611	918	1.872	1.607	1.589	1.873	1.078	706	683	181
21.02.2021	614	936	1.893	1.621	1.574	1.870	1.071	689	698	182
20.02.2021	601	925	1.874	1.634	1.594	1.867	1.070	694	733	189
19.02.2021	595	868	1.780	1.582	1.524	1.770	1.027	672	752	190
18.02.2021	586	858	1.739	1.551	1.540	1.715	1.013	690	766	203
17.02.2021	586	829	1.656	1.560	1.499	1.659	1.018	685	789	215
16.02.2021	602	828	1.618	1.510	1.443	1.628	975	686	781	237
15.02.2021	602	791	1.639	1.481	1.436	1.615	968	651	778	236
14.02.2021	589	789	1.624	1.471	1.435	1.611	977	659	798	240
13.02.2021	572	794	1.599	1.451	1.393	1.584	955	650	768	243
12.02.2021	579	819	1.682	1.526	1.461	1.699	1.014	680	782	245
11.02.2021	626	858	1.719	1.608	1.473	1.751	1.052	688	843	260
10.02.2021	629	914	1.798	1.665	1.571	1.849	1.117	699	918	308
09.02.2021	645	963	1.886	1.798	1.692	1.954	1.210	735	993	341
08.02.2021	664	1.014	1.967	1.867	1.738	2.056	1.266	788	1.027	360
07.02.2021	675	1.034	2.013	1.891	1.796	2.112	1.308	807	1.065	356
06.02.2021	696	1.072	2.078	1.908	1.859	2.172	1.353	820	1.097	367
05.02.2021	694	1.106	2.121	1.943	1.910	2.190	1.393	848	1.138	408
04.02.2021	646	1.114	2.188	2.023	1.984	2.288	1.426	895	1.169	465
03.02.2021	639	1.123	2.247	2.011	1.989	2.335	1.468	922	1.193	476
02.02.2021	631	1.142	2.315	2.019	2.064	2.395	1.470	971	1.299	515
01.02.2021	619	1.155	2.376	2.124	2.121	2.495	1.496	1.004	1.371	529
31.01.2021	623	1.150	2.436	2.186	2.122	2.552	1.518	1.031	1.412	570
30.01.2021	626	1.122	2.420	2.185	2.108	2.538	1.503	1.040	1.415	587
29.01.2021	621	1.138	2.494	2.216	2.136	2.611	1.528	1.089	1.492	620
28.01.2021	682	1.179	2.578	2.250	2.177	2.714	1.595	1.132	1.549	631
27.01.2021	701	1.217	2.671	2.382	2.224	2.823	1.622	1.173	1.614	650
26.01.2021	712	1.299	2.826	2.599	2.334	3.002	1.711	1.197	1.649	652
25.01.2021	745	1.368	2.933	2.677	2.468	3.120	1.763	1.223	1.707	709
24.01.2021	768	1.414	2.971	2.713	2.490	3.156	1.788	1.236	1.730	709
23.01.2021	776	1.434	3.026	2.759	2.514	3.184	1.816	1.240	1.759	712
22.01.2021	802	1.484	3.046	2.845	2.571	3.259	1.838	1.221	1.734	694
21.01.2021	797	1.526	3.219	2.917	2.610	3.300	1.842	1.228	1.759	696
20.01.2021	822	1.571	3.314	3.016	2.695	3.403	1.905	1.256	1.872	757
19.01.2021	856	1.629	3.377	3.069	2.764	3.451	1.937	1.259	1.829	788
18.01.2021	865	1.646	3.499	3.201	2.829	3.534	1.990	1.294	1.884	813
17.01.2021	885	1.699	3.589	3.267	2.943	3.617	2.019	1.336	1.906	821
16.01.2021	881	1.745	3.671	3.306	3.023	3.714	2.023	1.357	1.943	816
15.01.2021	875	1.774	3.782	3.299	3.046	3.696	2.043	1.389	1.988	834
14.01.2021	863	1.869	3.872	3.433	3.179	3.760	2.160	1.451	2.078	872
13.01.2021	878	1.992	4.155	3.671	3.332	3.901	2.239	1.507	2.061	848
12.01.2021	906	2.070	4.501	3.929	3.567	4.154	2.410	1.627	2.205	903
11.01.2021	925	2.135	4.722	4.108	3.637	4.275	2.501	1.702	2.233	888
10.01.2021	918	2.117	4.759	4.194	3.644	4.288	2.535	1.703	2.260	916
09.01.2021	920	2.125	4.796	4.236	3.672	4.307	2.576	1.733	2.279	959
08.01.2021	847	1.981	4.562	4.070	3.508	4.136	2.455	1.690	2.246	940
07.01.2021	778	1.726	4.116	3.670	3.143	3.778	2.209	1.517	2.024	845
06.01.2021	716	1.556	3.732	3.293	2.926	3.503	2.049	1.454	1.901	793
05.01.2021	699	1.521	3.597	3.139	2.893	3.562	2.106	1.422	1.988	785
04.01.2021	710	1.534	3.488	2.993	2.947	3.633	2.162	1.420	1.990	814
03.01.2021	683	1.508	3.471	2.957	2.986	3.732	2.206	1.435	2.030	843
