Meldedatum	Altersgruppen in Jahren
0-9	10-19	20-29	30-39	40-49	50-59	60-69	70-79	80-89	90+
03.02.2021	607	1.072	2.143	1.911	1.923	2.244	1.394	887	1.164	451
02.02.2021	626	1.135	2.296	2.023	2.067	2.396	1.461	971	1.306	505
01.02.2021	620	1.153	2.371	2.131	2.123	2.503	1.500	1.015	1.380	524
31.01.2021	623	1.150	2.436	2.195	2.126	2.559	1.525	1.041	1.418	572
30.01.2021	628	1.118	2.419	2.193	2.111	2.544	1.508	1.049	1.419	593
29.01.2021	625	1.136	2.502	2.224	2.141	2.615	1.535	1.099	1.494	622
28.01.2021	683	1.181	2.587	2.259	2.182	2.721	1.606	1.145	1.550	633
27.01.2021	702	1.215	2.688	2.384	2.230	2.827	1.628	1.184	1.617	651
26.01.2021	711	1.294	2.841	2.594	2.337	3.005	1.711	1.205	1.652	653
25.01.2021	744	1.366	2.944	2.675	2.475	3.124	1.764	1.231	1.710	708
24.01.2021	767	1.411	2.980	2.713	2.500	3.164	1.787	1.242	1.734	706
23.01.2021	774	1.432	3.032	2.755	2.523	3.187	1.816	1.246	1.764	709
22.01.2021	797	1.483	3.048	2.841	2.582	3.266	1.837	1.224	1.737	694
21.01.2021	794	1.523	3.222	2.906	2.617	3.301	1.836	1.230	1.763	699
20.01.2021	821	1.571	3.320	3.012	2.707	3.412	1.906	1.259	1.880	760
19.01.2021	856	1.628	3.387	3.066	2.773	3.459	1.940	1.263	1.840	789
18.01.2021	864	1.646	3.511	3.198	2.834	3.539	1.989	1.296	1.894	817
17.01.2021	883	1.701	3.601	3.270	2.947	3.620	2.021	1.340	1.915	822
16.01.2021	879	1.748	3.683	3.311	3.028	3.723	2.025	1.360	1.951	815
15.01.2021	874	1.776	3.791	3.303	3.048	3.698	2.048	1.394	1.995	830
14.01.2021	862	1.874	3.884	3.445	3.183	3.770	2.168	1.460	2.085	867
13.01.2021	875	1.998	4.163	3.683	3.331	3.906	2.246	1.522	2.062	847
12.01.2021	904	2.074	4.505	3.940	3.570	4.158	2.416	1.645	2.207	903
11.01.2021	923	2.136	4.725	4.117	3.642	4.284	2.508	1.714	2.235	889
10.01.2021	918	2.116	4.763	4.197	3.647	4.296	2.540	1.716	2.262	919
09.01.2021	921	2.125	4.802	4.245	3.675	4.313	2.581	1.747	2.281	962
08.01.2021	848	1.981	4.568	4.079	3.509	4.143	2.462	1.702	2.250	944
07.01.2021	779	1.725	4.119	3.676	3.144	3.782	2.214	1.529	2.027	848
06.01.2021	715	1.553	3.736	3.296	2.929	3.509	2.052	1.460	1.903	795
05.01.2021	697	1.522	3.605	3.147	2.893	3.568	2.107	1.424	1.985	787
04.01.2021	705	1.535	3.499	3.002	2.945	3.637	2.161	1.426	1.990	815
03.01.2021	677	1.510	3.481	2.967	2.984	3.735	2.205	1.438	2.028	839
02.01.2021	730	1.540	3.519	3.006	3.023	3.821	2.233	1.472	2.129	873
01.01.2021	750	1.552	3.534	3.004	3.052	3.878	2.254	1.488	2.122	885
31.12.2020	768	1.597	3.572	3.094	3.110	3.989	2.311	1.518	2.186	899
30.12.2020	836	1.616	3.640	3.249	3.218	4.112	2.402	1.512	2.189	917
29.12.2020	925	1.750	3.787	3.409	3.405	4.236	2.476	1.603	2.188	899
28.12.2020	1.043	1.805	3.839	3.511	3.552	4.334	2.501	1.632	2.257	893
27.12.2020	1.185	1.970	4.116	3.694	3.752	4.541	2.641	1.710	2.326	906
26.12.2020	1.216	2.064	4.189	3.822	3.852	4.683	2.709	1.724	2.332	914
25.12.2020	1.358	2.301	4.541	4.189	4.172	5.065	2.942	1.834	2.499	959
24.12.2020	1.517	2.641	5.169	4.679	4.770	5.655	3.265	2.033	2.747	1.050
23.12.2020	1.616	2.886	5.586	4.998	5.130	6.061	3.470	2.167	2.920	1.091
22.12.2020	1.649	2.920	5.437	4.987	4.956	5.953	3.328	2.084	2.880	1.084
21.12.2020	1.653	3.013	5.406	4.947	4.875	5.825	3.293	2.005	2.788	1.066
20.12.2020	1.692	3.066	5.337	4.945	4.795	5.690	3.204	1.983	2.758	1.036
19.12.2020	1.705	3.051	5.299	4.855	4.733	5.589	3.166	1.954	2.688	1.015
18.12.2020	1.734	3.121	5.265	4.817	4.675	5.476	3.088	1.911	2.648	1.022
17.12.2020	1.783	3.189	5.166	4.808	4.680	5.448	3.068	1.898	2.640	1.033
16.12.2020	1.814	3.303	5.096	4.737	4.553	5.315	2.979	1.865	2.614	1.031
15.12.2020	1.772	3.289	5.090	4.552	4.471	5.187	2.843	1.780	2.461	1.004
14.12.2020	1.690	3.274	5.037	4.475	4.389	5.091	2.741	1.754	2.397	948
13.12.2020	1.632	3.253	4.961	4.389	4.379	5.111	2.711	1.715	2.343	958
12.12.2020	1.588	3.242	4.906	4.321	4.324	5.035	2.676	1.680	2.307	912
11.12.2020	1.528	3.206	4.795	4.207	4.276	5.000	2.617	1.616	2.158	852
10.12.2020	1.455	3.096	4.706	4.062	4.005	4.785	2.451	1.521	2.000	822
09.12.2020	1.387	2.990	4.574	3.897	3.912	4.634	2.344	1.423	1.898	807
08.12.2020	1.379	2.991	4.456	3.853	3.840	4.518	2.362	1.398	1.860	768
07.12.2020	1.388	2.932	4.296	3.777	3.776	4.399	2.286	1.367	1.789	778
06.12.2020	1.353	2.933	4.249	3.677	3.675	4.247	2.214	1.313	1.714	725
05.12.2020	1.369	2.914	4.202	3.688	3.661	4.202	2.185	1.321	1.732	716
04.12.2020	1.392	2.953	4.195	3.679	3.659	4.143	2.180	1.344	1.760	725
03.12.2020	1.397	2.968	4.095	3.641	3.675	4.122	2.210	1.316	1.773	695
02.12.2020	1.427	2.974	4.051	3.623	3.694	4.109	2.233	1.321	1.702	626
01.12.2020	1.446	2.987	4.067	3.721	3.731	4.120	2.221	1.321	1.643	575
30.11.2020	1.426	3.081	4.112	3.827	3.794	4.199	2.249	1.307	1.671	551
29.11.2020	1.491	3.239	4.271	4.043	4.015	4.405	2.333	1.348	1.721	589
28.11.2020	1.490	3.252	4.275	4.030	4.049	4.420	2.335	1.364	1.674	610
27.11.2020	1.444	3.216	4.259	4.056	4.025	4.442	2.325	1.309	1.589	565
26.11.2020	1.492	3.345	4.453	4.173	4.148	4.561	2.367	1.335	1.523	533
25.11.2020	1.559	3.515	4.676	4.362	4.253	4.742	2.443	1.373	1.542	550
24.11.2020	1.597	3.611	4.859	4.406	4.423	4.789	2.437	1.368	1.543	581
23.11.2020	1.607	3.564	4.979	4.356	4.465	4.769	2.454	1.400	1.494	577
22.11.2020	1.628	3.546	5.058	4.398	4.426	4.751	2.483	1.400	1.449	550
21.11.2020	1.615	3.629	5.156	4.501	4.472	4.831	2.499	1.368	1.447	529
20.11.2020	1.700	3.742	5.354	4.616	4.604	4.984	2.553	1.428	1.547	559
19.11.2020	1.731	3.800	5.382	4.613	4.597	4.984	2.510	1.440	1.534	555
18.11.2020	1.685	3.798	5.459	4.648	4.628	5.021	2.464	1.447	1.486	512
