Altersmedian/-mittelwert für Hospitalisierte, Patienten auf Intensivstation und Verstorbene von an das RKI übermittelten COVID-19-Fällen für die Meldewochen KW 10 – 53/2020, KW 01 – 52/2021 und KW 01 - 03/2022;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Stand: 26.01.2022 07:24:32;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Meldejahr;Meldewoche;Alle_Altersmedian;Hosp_Altersmedian;ITS_Altersmedian;Verstorben_Altersmedian;;;Meldejahr;Meldewoche;Fälle gesamt;Alle_MW_Alter;Hosp_MW_Alter;ITS_MW_Alter;Verst_MW_Alter
2021;34;27;49;55;78;;;2021;34;66354;29;49;55;74
2021;35;28;51;58;77;;;2021;35;74692;30;52;57;73
2021;36;29;53;61;80;;;2021;36;71676;30;53;60;75
2021;37;29;55;61;81;;;2021;37;61454;31;54;60;76
2021;38;30;56;62;82;;;2021;38;53623;31;55;60;78
2021;39;31;59;63;81;;;2021;39;56472;32;56;62;76
2021;40;32;63;63;81;;;2021;40;58005;34;59;62;77
2021;41;33;63;65;81;;;2021;41;65347;34;60;63;77
2021;42;35;66;66;83;;;2021;42;97732;36;62;65;79
2021;43;35;68;67;82;;;2021;43;137037;36;63;65;78
2021;44;37;69;68;83;;;2021;44;177919;37;64;65;80
2021;45;35;69;67;82;;;2021;45;271383;36;64;65;79
2021;46;36;69;67;81;;;2021;46;351767;36;64;65;78
2021;47;36;69;67;81;;;2021;47;403430;36;64;65;78
2021;48;36;68;66;81;;;2021;48;388329;36;63;64;78
2021;49;35;68;67;81;;;2021;49;338249;35;63;65;78
2021;50;34;68;67;82;;;2021;50;273691;34;63;64;79
2021;51;33;67;67;82;;;2021;51;194002;34;62;65;78
2021;52;34;65;67;82;;;2021;52;208623;35;60;65;79
2022;01;31;61;66;82;;;2022;1;337711;34;56;63;79
2022;02;29;57;66;83;;;2022;2;485095;31;53;64;79
2022;03;29;55;68;83;;;2022;3;763027;30;51;63;78
