publication	date	deaths
2020-06-15	2020-04-15	222
2020-06-15	2020-04-16	236
2020-06-15	2020-04-17	238
2020-06-15	2020-04-18	192
2020-06-15	2020-04-19	205
2020-06-15	2020-04-20	207
2020-06-15	2020-04-21	170
2020-06-15	2020-04-22	194
2020-06-15	2020-04-23	153
2020-06-15	2020-04-24	161
2020-06-15	2020-04-25	127
2020-06-15	2020-04-26	140
2020-06-15	2020-04-27	130
2020-06-15	2020-04-28	124
2020-06-15	2020-04-29	128
2020-06-15	2020-04-30	120
2020-06-15	2020-05-01	103
2020-06-15	2020-05-02	77
2020-06-15	2020-05-03	93
2020-06-15	2020-05-04	78
2020-06-15	2020-05-05	92
2020-06-15	2020-05-06	80
2020-06-15	2020-05-07	65
2020-06-15	2020-05-08	54
2020-06-15	2020-05-09	61
2020-06-15	2020-05-10	65
2020-06-15	2020-05-11	63
2020-06-15	2020-05-12	42
2020-06-15	2020-05-13	52
2020-06-15	2020-05-14	61
2020-06-15	2020-05-15	46
2020-06-15	2020-05-16	26
2020-06-15	2020-05-17	38
2020-06-15	2020-05-18	42
2020-06-15	2020-05-19	44
2020-06-15	2020-05-20	46
2020-06-15	2020-05-21	30
2020-06-15	2020-05-22	31
2020-06-15	2020-05-23	27
2020-06-15	2020-05-24	30
2020-06-15	2020-05-25	31
2020-06-15	2020-05-26	22
2020-06-15	2020-05-27	21
2020-06-15	2020-05-28	16
2020-06-15	2020-05-29	16
2020-06-15	2020-05-30	15
2020-06-15	2020-05-31	15
2020-06-15	2020-06-01	22
2020-06-15	2020-06-02	13
2020-06-15	2020-06-03	16
2020-06-15	2020-06-04	15
2020-06-15	2020-06-05	13
2020-06-15	2020-06-06	6
2020-06-15	2020-06-07	10
2020-06-15	2020-06-08	5
2020-06-15	2020-06-09	4
2020-06-15	2020-06-10	6
2020-06-15	2020-06-11	7
2020-06-15	2020-06-12	11
2020-06-15	2020-06-13	1
2020-06-16	2020-03-08	2
2020-06-16	2020-03-09	2
2020-06-16	2020-03-10	2
2020-06-16	2020-03-11	2
2020-06-16	2020-03-12	6
2020-06-16	2020-03-13	3
2020-06-16	2020-03-14	4
2020-06-16	2020-03-15	5
2020-06-16	2020-03-16	12
2020-06-16	2020-03-17	14
2020-06-16	2020-03-18	13
2020-06-16	2020-03-19	22
2020-06-16	2020-03-20	40
2020-06-16	2020-03-21	25
2020-06-16	2020-03-22	42
2020-06-16	2020-03-23	41
2020-06-16	2020-03-24	68
2020-06-16	2020-03-25	76
2020-06-16	2020-03-26	93
2020-06-16	2020-03-27	104
2020-06-16	2020-03-28	109
2020-06-16	2020-03-29	116
2020-06-16	2020-03-30	171
2020-06-16	2020-03-31	165
2020-06-16	2020-04-01	163
2020-06-16	2020-04-02	205
2020-06-16	2020-04-03	200
2020-06-16	2020-04-04	223
2020-06-16	2020-04-05	238
2020-06-16	2020-04-06	242
2020-06-16	2020-04-07	254
2020-06-16	2020-04-08	260
2020-06-16	2020-04-09	256
2020-06-16	2020-04-10	239
2020-06-16	2020-04-11	245
2020-06-16	2020-04-12	239
2020-06-16	2020-04-13	244
2020-06-16	2020-04-14	242
2020-06-16	2020-04-15	222
2020-06-16	2020-04-16	237
2020-06-16	2020-04-17	239
2020-06-16	2020-04-18	192
2020-06-16	2020-04-19	205
2020-06-16	2020-04-20	208
2020-06-16	2020-04-21	171
2020-06-16	2020-04-22	195
2020-06-16	2020-04-23	154
2020-06-16	2020-04-24	162
2020-06-16	2020-04-25	129
2020-06-16	2020-04-26	141
2020-06-16	2020-04-27	131
2020-06-16	2020-04-28	125
2020-06-16	2020-04-29	129
2020-06-16	2020-04-30	121
2020-06-16	2020-05-01	103
2020-06-16	2020-05-02	76
2020-06-16	2020-05-03	94
2020-06-16	2020-05-04	79
2020-06-16	2020-05-05	93
2020-06-16	2020-05-06	82
2020-06-16	2020-05-07	66
2020-06-16	2020-05-08	55
2020-06-16	2020-05-09	62
2020-06-16	2020-05-10	66
2020-06-16	2020-05-11	64
2020-06-16	2020-05-12	43
2020-06-16	2020-05-13	53
2020-06-16	2020-05-14	63
2020-06-16	2020-05-15	46
2020-06-16	2020-05-16	27
2020-06-16	2020-05-17	39
2020-06-16	2020-05-18	43
2020-06-16	2020-05-19	45
2020-06-16	2020-05-20	46
2020-06-16	2020-05-21	32
2020-06-16	2020-05-22	32
2020-06-16	2020-05-23	28
2020-06-16	2020-05-24	31
2020-06-16	2020-05-25	32
2020-06-16	2020-05-26	23
2020-06-16	2020-05-27	22
2020-06-16	2020-05-28	17
2020-06-16	2020-05-29	17
2020-06-16	2020-05-30	16
2020-06-16	2020-05-31	15
2020-06-16	2020-06-01	23
2020-06-16	2020-06-02	14
2020-06-16	2020-06-03	17
2020-06-16	2020-06-04	16
2020-06-16	2020-06-05	15
2020-06-16	2020-06-06	7
2020-06-16	2020-06-07	11
2020-06-16	2020-06-08	8
2020-06-16	2020-06-09	5
2020-06-16	2020-06-10	7
2020-06-16	2020-06-11	8
2020-06-16	2020-06-12	12
2020-06-16	2020-06-13	4
2020-06-16	2020-06-14	2
2020-06-16	2020-06-15	2
2020-06-17	2020-03-07	2
2020-06-17	2020-03-08	2
2020-06-17	2020-03-09	2
2020-06-17	2020-03-10	2
2020-06-17	2020-03-11	2
2020-06-17	2020-03-12	6
2020-06-17	2020-03-13	3
2020-06-17	2020-03-14	4
2020-06-17	2020-03-15	5
2020-06-17	2020-03-16	12
2020-06-17	2020-03-17	14
2020-06-17	2020-03-18	13
2020-06-17	2020-03-19	22
2020-06-17	2020-03-20	40
2020-06-17	2020-03-21	24
2020-06-17	2020-03-22	42
2020-06-17	2020-03-23	41
2020-06-17	2020-03-24	68
2020-06-17	2020-03-25	77
2020-06-17	2020-03-26	93
2020-06-17	2020-03-27	104
2020-06-17	2020-03-28	108
2020-06-17	2020-03-29	116
2020-06-17	2020-03-30	170
2020-06-17	2020-03-31	165
2020-06-17	2020-04-01	163
2020-06-17	2020-04-02	205
2020-06-17	2020-04-03	200
2020-06-17	2020-04-04	223
2020-06-17	2020-04-05	238
2020-06-17	2020-04-06	241
2020-06-17	2020-04-07	250
2020-06-17	2020-04-08	250
2020-06-17	2020-04-09	250
2020-06-17	2020-04-10	238
2020-06-17	2020-04-11	245
2020-06-17	2020-04-12	238
2020-06-17	2020-04-13	244
2020-06-17	2020-04-14	241
2020-06-17	2020-04-15	222
2020-06-17	2020-04-16	237
2020-06-17	2020-04-17	238
2020-06-17	2020-04-18	192
2020-06-17	2020-04-19	205
2020-06-17	2020-04-20	208
2020-06-17	2020-04-21	172
2020-06-17	2020-04-22	195
2020-06-17	2020-04-23	155
2020-06-17	2020-04-24	161
2020-06-17	2020-04-25	129
2020-06-17	2020-04-26	140
2020-06-17	2020-04-27	130
2020-06-17	2020-04-28	125
2020-06-17	2020-04-29	129
2020-06-17	2020-04-30	121
2020-06-17	2020-05-01	103
2020-06-17	2020-05-02	76
2020-06-17	2020-05-03	94
2020-06-17	2020-05-04	79
2020-06-17	2020-05-05	93
2020-06-17	2020-05-06	82
2020-06-17	2020-05-07	66
2020-06-17	2020-05-08	55
2020-06-17	2020-05-09	62
2020-06-17	2020-05-10	65
2020-06-17	2020-05-11	64
2020-06-17	2020-05-12	42
2020-06-17	2020-05-13	54
2020-06-17	2020-05-14	63
2020-06-17	2020-05-15	47
2020-06-17	2020-05-16	29
2020-06-17	2020-05-17	39
2020-06-17	2020-05-18	44
2020-06-17	2020-05-19	45
2020-06-17	2020-05-20	47
2020-06-17	2020-05-21	32
2020-06-17	2020-05-22	32
2020-06-17	2020-05-23	28
2020-06-17	2020-05-24	31
2020-06-17	2020-05-25	32
2020-06-17	2020-05-26	24
2020-06-17	2020-05-27	22
2020-06-17	2020-05-28	17
2020-06-17	2020-05-29	17
2020-06-17	2020-05-30	15
2020-06-17	2020-05-31	17
2020-06-17	2020-06-01	23
2020-06-17	2020-06-02	15
2020-06-17	2020-06-03	17
2020-06-17	2020-06-04	18
2020-06-17	2020-06-05	15
2020-06-17	2020-06-06	8
2020-06-17	2020-06-07	10
2020-06-17	2020-06-08	8
2020-06-17	2020-06-09	5
2020-06-17	2020-06-10	9
2020-06-17	2020-06-11	9
2020-06-17	2020-06-12	14
2020-06-17	2020-06-13	6
2020-06-17	2020-06-14	6
2020-06-17	2020-06-15	7
2020-06-17	2020-06-16	3
2020-06-18	2020-03-07	1
2020-06-18	2020-03-08	1
2020-06-18	2020-03-09	1
2020-06-18	2020-03-10	1
2020-06-18	2020-03-11	1
2020-06-18	2020-03-12	5
2020-06-18	2020-03-13	2
2020-06-18	2020-03-14	3
2020-06-18	2020-03-15	4
2020-06-18	2020-03-16	11
2020-06-18	2020-03-17	13
2020-06-18	2020-03-18	12
2020-06-18	2020-03-19	21
2020-06-18	2020-03-20	39
2020-06-18	2020-03-21	24
2020-06-18	2020-03-22	41
2020-06-18	2020-03-23	40
2020-06-18	2020-03-24	67
2020-06-18	2020-03-25	76
2020-06-18	2020-03-26	92
2020-06-18	2020-03-27	103
2020-06-18	2020-03-28	107
2020-06-18	2020-03-29	115
2020-06-18	2020-03-30	170
2020-06-18	2020-03-31	165
2020-06-18	2020-04-01	162
2020-06-18	2020-04-02	204
2020-06-18	2020-04-03	199
2020-06-18	2020-04-04	222
2020-06-18	2020-04-05	238
2020-06-18	2020-04-06	241
2020-06-18	2020-04-07	253
2020-06-18	2020-04-08	259
2020-06-18	2020-04-09	255
2020-06-18	2020-04-10	238
2020-06-18	2020-04-11	244
2020-06-18	2020-04-12	238
2020-06-18	2020-04-13	243
2020-06-18	2020-04-14	241
2020-06-18	2020-04-15	221
2020-06-18	2020-04-16	237
2020-06-18	2020-04-17	238
2020-06-18	2020-04-18	191
2020-06-18	2020-04-19	204
2020-06-18	2020-04-20	207
2020-06-18	2020-04-21	171
2020-06-18	2020-04-22	194
2020-06-18	2020-04-23	154
2020-06-18	2020-04-24	160
2020-06-18	2020-04-25	128
2020-06-18	2020-04-26	140
2020-06-18	2020-04-27	130
2020-06-18	2020-04-28	124
2020-06-18	2020-04-29	128
2020-06-18	2020-04-30	120
2020-06-18	2020-05-01	102
2020-06-18	2020-05-02	75
2020-06-18	2020-05-03	93
2020-06-18	2020-05-04	77
2020-06-18	2020-05-05	92
2020-06-18	2020-05-06	81
2020-06-18	2020-05-07	65
2020-06-18	2020-05-08	54
2020-06-18	2020-05-09	61
2020-06-18	2020-05-10	64
2020-06-18	2020-05-11	63
2020-06-18	2020-05-12	42
2020-06-18	2020-05-13	53
2020-06-18	2020-05-14	62
2020-06-18	2020-05-15	46
2020-06-18	2020-05-16	28
2020-06-18	2020-05-17	38
2020-06-18	2020-05-18	43
2020-06-18	2020-05-19	44
2020-06-18	2020-05-20	45
2020-06-18	2020-05-21	31
2020-06-18	2020-05-22	31
2020-06-18	2020-05-23	27
2020-06-18	2020-05-24	30
2020-06-18	2020-05-25	31
2020-06-18	2020-05-26	23
2020-06-18	2020-05-27	21
2020-06-18	2020-05-28	16
2020-06-18	2020-05-29	16
2020-06-18	2020-05-30	14
2020-06-18	2020-05-31	16
2020-06-18	2020-06-01	22
2020-06-18	2020-06-02	14
2020-06-18	2020-06-03	16
2020-06-18	2020-06-04	17
2020-06-18	2020-06-05	14
2020-06-18	2020-06-06	7
2020-06-18	2020-06-07	9
2020-06-18	2020-06-08	7
2020-06-18	2020-06-09	4
2020-06-18	2020-06-10	8
2020-06-18	2020-06-11	8
2020-06-18	2020-06-12	13
2020-06-18	2020-06-13	5
2020-06-18	2020-06-14	5
2020-06-18	2020-06-15	6
2020-06-18	2020-06-16	2
2020-06-19	2020-03-05	2
2020-06-19	2020-03-06	2
2020-06-19	2020-03-07	2
2020-06-19	2020-03-08	2
2020-06-19	2020-03-09	2
2020-06-19	2020-03-10	2
2020-06-19	2020-03-11	2
2020-06-19	2020-03-12	6
2020-06-19	2020-03-13	2
2020-06-19	2020-03-14	3
2020-06-19	2020-03-15	5
2020-06-19	2020-03-16	12
2020-06-19	2020-03-17	14
2020-06-19	2020-03-18	13
2020-06-19	2020-03-19	22
2020-06-19	2020-03-20	40
2020-06-19	2020-03-21	24
2020-06-19	2020-03-22	42
2020-06-19	2020-03-23	41
2020-06-19	2020-03-24	68
2020-06-19	2020-03-25	77
2020-06-19	2020-03-26	93
2020-06-19	2020-03-27	104
2020-06-19	2020-03-28	108
2020-06-19	2020-03-29	116
2020-06-19	2020-03-30	170
2020-06-19	2020-03-31	165
2020-06-19	2020-04-01	163
2020-06-19	2020-04-02	205
2020-06-19	2020-04-03	200
2020-06-19	2020-04-04	223
2020-06-19	2020-04-05	239
2020-06-19	2020-04-06	241
2020-06-19	2020-04-07	254
2020-06-19	2020-04-08	261
2020-06-19	2020-04-09	256
2020-06-19	2020-04-10	239
2020-06-19	2020-04-11	245
2020-06-19	2020-04-12	239
2020-06-19	2020-04-13	244
2020-06-19	2020-04-14	241
2020-06-19	2020-04-15	223
2020-06-19	2020-04-16	240
2020-06-19	2020-04-17	240
2020-06-19	2020-04-18	192
2020-06-19	2020-04-19	205
2020-06-19	2020-04-20	209
2020-06-19	2020-04-21	171
2020-06-19	2020-04-22	195
2020-06-19	2020-04-23	155
2020-06-19	2020-04-24	161
2020-06-19	2020-04-25	129
2020-06-19	2020-04-26	142
2020-06-19	2020-04-27	130
2020-06-19	2020-04-28	126
2020-06-19	2020-04-29	129
2020-06-19	2020-04-30	121
2020-06-19	2020-05-01	107
2020-06-19	2020-05-02	76
2020-06-19	2020-05-03	93
2020-06-19	2020-05-04	79
2020-06-19	2020-05-05	93
2020-06-19	2020-05-06	82
2020-06-19	2020-05-07	65
2020-06-19	2020-05-08	55
2020-06-19	2020-05-09	62
2020-06-19	2020-05-10	64
2020-06-19	2020-05-11	64
2020-06-19	2020-05-12	42
2020-06-19	2020-05-13	55
2020-06-19	2020-05-14	64
2020-06-19	2020-05-15	46
2020-06-19	2020-05-16	29
2020-06-19	2020-05-17	41
2020-06-19	2020-05-18	44
2020-06-19	2020-05-19	45
2020-06-19	2020-05-20	46
2020-06-19	2020-05-21	32
2020-06-19	2020-05-22	32
2020-06-19	2020-05-23	28
2020-06-19	2020-05-24	31
2020-06-19	2020-05-25	32
2020-06-19	2020-05-26	24
2020-06-19	2020-05-27	22
2020-06-19	2020-05-28	18
2020-06-19	2020-05-29	19
2020-06-19	2020-05-30	17
2020-06-19	2020-05-31	18
2020-06-19	2020-06-01	24
2020-06-19	2020-06-02	15
2020-06-19	2020-06-03	18
2020-06-19	2020-06-04	19
2020-06-19	2020-06-05	15
2020-06-19	2020-06-06	7
2020-06-19	2020-06-07	10
2020-06-19	2020-06-08	7
2020-06-19	2020-06-09	5
2020-06-19	2020-06-10	11
2020-06-19	2020-06-11	10
2020-06-19	2020-06-12	14
2020-06-19	2020-06-13	7
2020-06-19	2020-06-14	7
2020-06-19	2020-06-15	8
2020-06-19	2020-06-16	7
2020-06-19	2020-06-17	5
2020-06-19	2020-06-18	2
2020-06-22	2020-03-08	2
2020-06-22	2020-03-09	2
2020-06-22	2020-03-10	2
2020-06-22	2020-03-11	2
2020-06-22	2020-03-12	6
2020-06-22	2020-03-13	3
2020-06-22	2020-03-14	4
2020-06-22	2020-03-15	5
2020-06-22	2020-03-16	11
2020-06-22	2020-03-17	14
2020-06-22	2020-03-18	13
2020-06-22	2020-03-19	21
2020-06-22	2020-03-20	39
2020-06-22	2020-03-21	24
2020-06-22	2020-03-22	42
2020-06-22	2020-03-23	41
2020-06-22	2020-03-24	68
2020-06-22	2020-03-25	77
2020-06-22	2020-03-26	92
2020-06-22	2020-03-27	104
2020-06-22	2020-03-28	108
2020-06-22	2020-03-29	116
2020-06-22	2020-03-30	170
2020-06-22	2020-03-31	165
2020-06-22	2020-04-01	162
2020-06-22	2020-04-02	204
2020-06-22	2020-04-03	199
2020-06-22	2020-04-04	223
2020-06-22	2020-04-05	238
2020-06-22	2020-04-06	241
2020-06-22	2020-04-07	251
2020-06-22	2020-04-08	251
2020-06-22	2020-04-09	251
2020-06-22	2020-04-10	239
2020-06-22	2020-04-11	245
2020-06-22	2020-04-12	237
2020-06-22	2020-04-13	243
2020-06-22	2020-04-14	241
2020-06-22	2020-04-15	222
2020-06-22	2020-04-16	239
2020-06-22	2020-04-17	239
2020-06-22	2020-04-18	192
2020-06-22	2020-04-19	204
2020-06-22	2020-04-20	208
2020-06-22	2020-04-21	171
2020-06-22	2020-04-22	194
2020-06-22	2020-04-23	157
2020-06-22	2020-04-24	161
2020-06-22	2020-04-25	129
2020-06-22	2020-04-26	141
2020-06-22	2020-04-27	130
2020-06-22	2020-04-28	126
2020-06-22	2020-04-29	129
2020-06-22	2020-04-30	121
2020-06-22	2020-05-01	107
2020-06-22	2020-05-02	77
2020-06-22	2020-05-03	92
2020-06-22	2020-05-04	78
2020-06-22	2020-05-05	92
2020-06-22	2020-05-06	82
2020-06-22	2020-05-07	66
2020-06-22	2020-05-08	55
2020-06-22	2020-05-09	62
2020-06-22	2020-05-10	64
2020-06-22	2020-05-11	64
2020-06-22	2020-05-12	42
2020-06-22	2020-05-13	55
2020-06-22	2020-05-14	67
2020-06-22	2020-05-15	46
2020-06-22	2020-05-16	29
2020-06-22	2020-05-17	41
2020-06-22	2020-05-18	43
2020-06-22	2020-05-19	45
2020-06-22	2020-05-20	46
2020-06-22	2020-05-21	32
2020-06-22	2020-05-22	32
2020-06-22	2020-05-23	28
2020-06-22	2020-05-24	30
2020-06-22	2020-05-25	32
2020-06-22	2020-05-26	24
2020-06-22	2020-05-27	21
2020-06-22	2020-05-28	18
2020-06-22	2020-05-29	19
2020-06-22	2020-05-30	16
2020-06-22	2020-05-31	18
2020-06-22	2020-06-01	24
2020-06-22	2020-06-02	15
2020-06-22	2020-06-03	18
2020-06-22	2020-06-04	19
2020-06-22	2020-06-05	15
2020-06-22	2020-06-06	8
2020-06-22	2020-06-07	10
2020-06-22	2020-06-08	8
2020-06-22	2020-06-09	5
2020-06-22	2020-06-10	11
2020-06-22	2020-06-11	11
2020-06-22	2020-06-12	14
2020-06-22	2020-06-13	8
2020-06-22	2020-06-14	7
2020-06-22	2020-06-15	9
2020-06-22	2020-06-16	8
2020-06-22	2020-06-17	5
2020-06-22	2020-06-18	7
2020-06-22	2020-06-19	2
2020-06-23	2020-03-07	1
2020-06-23	2020-03-08	1
2020-06-23	2020-03-09	1
2020-06-23	2020-03-10	1
2020-06-23	2020-03-11	1
2020-06-23	2020-03-12	5
2020-06-23	2020-03-13	2
2020-06-23	2020-03-14	3
2020-06-23	2020-03-15	4
2020-06-23	2020-03-16	11
2020-06-23	2020-03-17	13
2020-06-23	2020-03-18	12
2020-06-23	2020-03-19	21
2020-06-23	2020-03-20	39
2020-06-23	2020-03-21	24
2020-06-23	2020-03-22	41
2020-06-23	2020-03-23	40
2020-06-23	2020-03-24	67
2020-06-23	2020-03-25	76
2020-06-23	2020-03-26	92
2020-06-23	2020-03-27	103
2020-06-23	2020-03-28	107
2020-06-23	2020-03-29	115
2020-06-23	2020-03-30	170
2020-06-23	2020-03-31	165
2020-06-23	2020-04-01	162
2020-06-23	2020-04-02	204
2020-06-23	2020-04-03	199
2020-06-23	2020-04-04	222
2020-06-23	2020-04-05	238
2020-06-23	2020-04-06	241
2020-06-23	2020-04-07	253
2020-06-23	2020-04-08	259
2020-06-23	2020-04-09	255
2020-06-23	2020-04-10	238
2020-06-23	2020-04-11	244
2020-06-23	2020-04-12	238
2020-06-23	2020-04-13	243
2020-06-23	2020-04-14	241
2020-06-23	2020-04-15	221
2020-06-23	2020-04-16	237
2020-06-23	2020-04-17	238
2020-06-23	2020-04-18	191
2020-06-23	2020-04-19	204
2020-06-23	2020-04-20	207
2020-06-23	2020-04-21	171
2020-06-23	2020-04-22	194
2020-06-23	2020-04-23	154
2020-06-23	2020-04-24	160
2020-06-23	2020-04-25	128
2020-06-23	2020-04-26	140
2020-06-23	2020-04-27	130
2020-06-23	2020-04-28	125
2020-06-23	2020-04-29	128
2020-06-23	2020-04-30	120
2020-06-23	2020-05-01	106
2020-06-23	2020-05-02	75
2020-06-23	2020-05-03	92
2020-06-23	2020-05-04	78
2020-06-23	2020-05-05	92
2020-06-23	2020-05-06	81
2020-06-23	2020-05-07	65
2020-06-23	2020-05-08	54
2020-06-23	2020-05-09	61
2020-06-23	2020-05-10	64
2020-06-23	2020-05-11	63
2020-06-23	2020-05-12	42
2020-06-23	2020-05-13	54
2020-06-23	2020-05-14	66
2020-06-23	2020-05-15	45
2020-06-23	2020-05-16	29
2020-06-23	2020-05-17	40
2020-06-23	2020-05-18	43
2020-06-23	2020-05-19	44
2020-06-23	2020-05-20	46
2020-06-23	2020-05-21	31
2020-06-23	2020-05-22	31
2020-06-23	2020-05-23	27
2020-06-23	2020-05-24	30
2020-06-23	2020-05-25	31
2020-06-23	2020-05-26	23
2020-06-23	2020-05-27	21
2020-06-23	2020-05-28	16
2020-06-23	2020-05-29	18
2020-06-23	2020-05-30	16
2020-06-23	2020-05-31	17
2020-06-23	2020-06-01	23
2020-06-23	2020-06-02	14
2020-06-23	2020-06-03	18
2020-06-23	2020-06-04	18
2020-06-23	2020-06-05	14
2020-06-23	2020-06-06	6
2020-06-23	2020-06-07	9
2020-06-23	2020-06-08	6
2020-06-23	2020-06-09	4
2020-06-23	2020-06-10	10
2020-06-23	2020-06-11	10
2020-06-23	2020-06-12	13
2020-06-23	2020-06-13	7
2020-06-23	2020-06-14	6
2020-06-23	2020-06-15	8
2020-06-23	2020-06-16	7
2020-06-23	2020-06-17	5
2020-06-23	2020-06-18	7
2020-06-23	2020-06-19	2
2020-06-23	2020-06-20	2
2020-06-23	2020-06-21	3
2020-06-23	2020-06-22	1
2020-06-24	2020-03-07	0
2020-06-24	2020-03-08	1
2020-06-24	2020-03-09	1
2020-06-24	2020-03-10	1
2020-06-24	2020-03-11	1
2020-06-24	2020-03-12	5
2020-06-24	2020-03-13	2
2020-06-24	2020-03-14	3
2020-06-24	2020-03-15	4
2020-06-24	2020-03-16	11
2020-06-24	2020-03-17	13
2020-06-24	2020-03-18	12
2020-06-24	2020-03-19	21
2020-06-24	2020-03-20	40
2020-06-24	2020-03-21	23
2020-06-24	2020-03-22	41
2020-06-24	2020-03-23	40
2020-06-24	2020-03-24	67
2020-06-24	2020-03-25	76
2020-06-24	2020-03-26	92
2020-06-24	2020-03-27	104
2020-06-24	2020-03-28	107
2020-06-24	2020-03-29	114
2020-06-24	2020-03-30	170
2020-06-24	2020-03-31	165
2020-06-24	2020-04-01	162
2020-06-24	2020-04-02	204
2020-06-24	2020-04-03	200
2020-06-24	2020-04-04	223
2020-06-24	2020-04-05	239
2020-06-24	2020-04-06	241
2020-06-24	2020-04-07	253
2020-06-24	2020-04-08	260
2020-06-24	2020-04-09	255
2020-06-24	2020-04-10	239
2020-06-24	2020-04-11	245
2020-06-24	2020-04-12	237
2020-06-24	2020-04-13	243
2020-06-24	2020-04-14	241
2020-06-24	2020-04-15	224
2020-06-24	2020-04-16	239
2020-06-24	2020-04-17	239
2020-06-24	2020-04-18	191
2020-06-24	2020-04-19	204
2020-06-24	2020-04-20	209
2020-06-24	2020-04-21	172
2020-06-24	2020-04-22	194
2020-06-24	2020-04-23	157
2020-06-24	2020-04-24	160
2020-06-24	2020-04-25	129
2020-06-24	2020-04-26	141
2020-06-24	2020-04-27	130
2020-06-24	2020-04-28	125
2020-06-24	2020-04-29	128
2020-06-24	2020-04-30	120
2020-06-24	2020-05-01	106
2020-06-24	2020-05-02	75
2020-06-24	2020-05-03	92
2020-06-24	2020-05-04	79
2020-06-24	2020-05-05	92
2020-06-24	2020-05-06	82
2020-06-24	2020-05-07	65
2020-06-24	2020-05-08	54
2020-06-24	2020-05-09	62
2020-06-24	2020-05-10	64
2020-06-24	2020-05-11	63
2020-06-24	2020-05-12	42
2020-06-24	2020-05-13	54
2020-06-24	2020-05-14	66
2020-06-24	2020-05-15	46
2020-06-24	2020-05-16	29
2020-06-24	2020-05-17	40
2020-06-24	2020-05-18	44
2020-06-24	2020-05-19	44
2020-06-24	2020-05-20	46
2020-06-24	2020-05-21	31
2020-06-24	2020-05-22	31
2020-06-24	2020-05-23	27
2020-06-24	2020-05-24	30
2020-06-24	2020-05-25	31
2020-06-24	2020-05-26	23
2020-06-24	2020-05-27	21
2020-06-24	2020-05-28	18
2020-06-24	2020-05-29	18
2020-06-24	2020-05-30	16
2020-06-24	2020-05-31	17
2020-06-24	2020-06-01	24
2020-06-24	2020-06-02	14
2020-06-24	2020-06-03	18
2020-06-24	2020-06-04	18
2020-06-24	2020-06-05	14
2020-06-24	2020-06-06	8
2020-06-24	2020-06-07	9
2020-06-24	2020-06-08	8
2020-06-24	2020-06-09	4
2020-06-24	2020-06-10	10
2020-06-24	2020-06-11	11
2020-06-24	2020-06-12	13
2020-06-24	2020-06-13	8
2020-06-24	2020-06-14	6
2020-06-24	2020-06-15	8
2020-06-24	2020-06-16	7
2020-06-24	2020-06-17	5
2020-06-24	2020-06-18	8
2020-06-24	2020-06-19	3
2020-06-24	2020-06-20	2
2020-06-24	2020-06-21	3
2020-06-24	2020-06-22	3
2020-06-25	2020-03-07	0
2020-06-25	2020-03-08	1
2020-06-25	2020-03-09	1
2020-06-25	2020-03-10	1
2020-06-25	2020-03-11	1
2020-06-25	2020-03-12	5
2020-06-25	2020-03-13	2
2020-06-25	2020-03-14	2
2020-06-25	2020-03-15	3
2020-06-25	2020-03-16	11
2020-06-25	2020-03-17	12
2020-06-25	2020-03-18	12
2020-06-25	2020-03-19	21
2020-06-25	2020-03-20	40
2020-06-25	2020-03-21	23
2020-06-25	2020-03-22	41
2020-06-25	2020-03-23	40
2020-06-25	2020-03-24	67
2020-06-25	2020-03-25	75
2020-06-25	2020-03-26	92
2020-06-25	2020-03-27	104
2020-06-25	2020-03-28	107
2020-06-25	2020-03-29	114
2020-06-25	2020-03-30	171
2020-06-25	2020-03-31	165
2020-06-25	2020-04-01	162
2020-06-25	2020-04-02	204
2020-06-25	2020-04-03	200
2020-06-25	2020-04-04	223
2020-06-25	2020-04-05	239
2020-06-25	2020-04-06	241
2020-06-25	2020-04-07	253
2020-06-25	2020-04-08	260
2020-06-25	2020-04-09	255
2020-06-25	2020-04-10	239
2020-06-25	2020-04-11	245
2020-06-25	2020-04-12	237
2020-06-25	2020-04-13	243
2020-06-25	2020-04-14	241
2020-06-25	2020-04-15	224
2020-06-25	2020-04-16	239
2020-06-25	2020-04-17	240
2020-06-25	2020-04-18	191
2020-06-25	2020-04-19	203
2020-06-25	2020-04-20	209
2020-06-25	2020-04-21	172
2020-06-25	2020-04-22	193
2020-06-25	2020-04-23	157
2020-06-25	2020-04-24	160
2020-06-25	2020-04-25	129
2020-06-25	2020-04-26	141
2020-06-25	2020-04-27	131
2020-06-25	2020-04-28	125
2020-06-25	2020-04-29	128
2020-06-25	2020-04-30	120
2020-06-25	2020-05-01	105
2020-06-25	2020-05-02	76
2020-06-25	2020-05-03	92
2020-06-25	2020-05-04	79
2020-06-25	2020-05-05	92
2020-06-25	2020-05-06	82
2020-06-25	2020-05-07	68
2020-06-25	2020-05-08	54
2020-06-25	2020-05-09	62
2020-06-25	2020-05-10	64
2020-06-25	2020-05-11	63
2020-06-25	2020-05-12	42
2020-06-25	2020-05-13	54
2020-06-25	2020-05-14	65
2020-06-25	2020-05-15	46
2020-06-25	2020-05-16	28
2020-06-25	2020-05-17	39
2020-06-25	2020-05-18	43
2020-06-25	2020-05-19	43
2020-06-25	2020-05-20	46
2020-06-25	2020-05-21	31
2020-06-25	2020-05-22	31
2020-06-25	2020-05-23	27
2020-06-25	2020-05-24	29
2020-06-25	2020-05-25	31
2020-06-25	2020-05-26	23
2020-06-25	2020-05-27	21
2020-06-25	2020-05-28	18
2020-06-25	2020-05-29	18
