publication	date	deaths
2020-08-19	2020-08-09	1
2020-08-19	2020-08-10	1
2020-08-19	2020-08-11	2
2020-08-19	2020-08-12	4
2020-08-19	2020-08-13	3
2020-08-19	2020-08-14	1
2020-08-19	2020-08-15	2
2020-08-19	2020-08-16	1
2020-08-19	2020-08-17	2
2020-08-19	2020-08-18	1
2020-08-20	2020-03-19	21
2020-08-20	2020-03-20	40
2020-08-20	2020-03-21	24
2020-08-20	2020-03-22	40
2020-08-20	2020-03-23	40
2020-08-20	2020-03-24	66
2020-08-20	2020-03-25	76
2020-08-20	2020-03-26	91
2020-08-20	2020-03-27	103
2020-08-20	2020-03-28	107
2020-08-20	2020-03-29	114
2020-08-20	2020-03-30	172
2020-08-20	2020-03-31	165
2020-08-20	2020-04-01	162
2020-08-20	2020-04-02	203
2020-08-20	2020-04-03	199
2020-08-20	2020-04-04	223
2020-08-20	2020-04-05	240
2020-08-20	2020-04-06	240
2020-08-20	2020-04-07	256
2020-08-20	2020-04-08	260
2020-08-20	2020-04-09	257
2020-08-20	2020-04-10	240
2020-08-20	2020-04-11	247
2020-08-20	2020-04-12	240
2020-08-20	2020-04-13	244
2020-08-20	2020-04-14	247
2020-08-20	2020-04-15	227
2020-08-20	2020-04-16	239
2020-08-20	2020-04-17	240
2020-08-20	2020-04-18	191
2020-08-20	2020-04-19	204
2020-08-20	2020-04-20	209
2020-08-20	2020-04-21	173
2020-08-20	2020-04-22	194
2020-08-20	2020-04-23	155
2020-08-20	2020-04-24	162
2020-08-20	2020-04-25	129
2020-08-20	2020-04-26	142
2020-08-20	2020-04-27	132
2020-08-20	2020-04-28	126
2020-08-20	2020-04-29	129
2020-08-20	2020-04-30	122
2020-08-20	2020-05-01	106
2020-08-20	2020-05-02	76
2020-08-20	2020-05-03	91
2020-08-20	2020-05-04	78
2020-08-20	2020-05-05	95
2020-08-20	2020-05-06	81
2020-08-20	2020-05-07	69
2020-08-20	2020-05-08	54
2020-08-20	2020-05-09	64
2020-08-20	2020-05-10	64
2020-08-20	2020-05-11	62
2020-08-20	2020-05-12	42
2020-08-20	2020-05-13	54
2020-08-20	2020-05-14	67
2020-08-20	2020-05-15	49
2020-08-20	2020-05-16	28
2020-08-20	2020-05-17	40
2020-08-20	2020-05-18	45
2020-08-20	2020-05-19	47
2020-08-20	2020-05-20	47
2020-08-20	2020-05-21	31
2020-08-20	2020-05-22	33
2020-08-20	2020-05-23	30
2020-08-20	2020-05-24	31
2020-08-20	2020-05-25	31
2020-08-20	2020-05-26	24
2020-08-20	2020-05-27	21
2020-08-20	2020-05-28	18
2020-08-20	2020-05-29	19
2020-08-20	2020-05-30	16
2020-08-20	2020-05-31	18
2020-08-20	2020-06-01	25
2020-08-20	2020-06-02	16
2020-08-20	2020-06-03	18
2020-08-20	2020-06-04	18
2020-08-20	2020-06-05	14
2020-08-20	2020-06-06	9
2020-08-20	2020-06-07	9
2020-08-20	2020-06-08	9
2020-08-20	2020-06-09	5
2020-08-20	2020-06-10	9
2020-08-20	2020-06-11	10
2020-08-20	2020-06-12	15
2020-08-20	2020-06-13	9
2020-08-20	2020-06-14	5
2020-08-20	2020-06-15	9
2020-08-20	2020-06-16	6
2020-08-20	2020-06-17	6
2020-08-20	2020-06-18	10
2020-08-20	2020-06-19	4
2020-08-20	2020-06-20	3
2020-08-20	2020-06-21	3
2020-08-20	2020-06-22	4
2020-08-20	2020-06-23	6
2020-08-20	2020-06-24	6
2020-08-20	2020-06-25	5
2020-08-20	2020-06-26	7
2020-08-20	2020-06-27	6
2020-08-20	2020-06-28	8
2020-08-20	2020-06-29	9
2020-08-20	2020-06-30	5
2020-08-20	2020-07-01	0
2020-08-20	2020-07-02	5
2020-08-20	2020-07-03	3
2020-08-20	2020-07-04	7
2020-08-20	2020-07-05	6
2020-08-20	2020-07-06	2
2020-08-20	2020-07-07	5
2020-08-20	2020-07-08	5
2020-08-20	2020-07-09	0
2020-08-20	2020-07-10	3
2020-08-20	2020-07-11	0
2020-08-20	2020-07-12	0
2020-08-20	2020-07-13	4
2020-08-20	2020-07-14	1
2020-08-20	2020-07-15	2
2020-08-20	2020-07-16	0
2020-08-20	2020-07-17	1
2020-08-20	2020-07-18	6
2020-08-20	2020-07-19	1
2020-08-20	2020-07-20	4
2020-08-20	2020-07-21	1
2020-08-20	2020-07-22	3
2020-08-20	2020-07-23	5
2020-08-20	2020-07-24	4
2020-08-20	2020-07-25	2
2020-08-20	2020-07-26	4
2020-08-20	2020-07-27	5
2020-08-20	2020-07-28	3
2020-08-20	2020-07-29	4
2020-08-20	2020-07-30	2
2020-08-20	2020-07-31	1
2020-08-20	2020-08-01	2
2020-08-20	2020-08-02	2
2020-08-20	2020-08-03	5
2020-08-20	2020-08-04	3
2020-08-20	2020-08-05	2
2020-08-20	2020-08-06	3
2020-08-20	2020-08-07	8
2020-08-20	2020-08-08	0
2020-08-20	2020-08-09	2
2020-08-20	2020-08-10	1
2020-08-20	2020-08-11	2
2020-08-20	2020-08-12	4
2020-08-20	2020-08-13	4
2020-08-20	2020-08-14	1
2020-08-20	2020-08-15	3
2020-08-20	2020-08-16	1
2020-08-20	2020-08-17	3
2020-08-20	2020-08-18	1
2020-08-20	2020-08-19	1
2020-08-21	2020-03-19	21
2020-08-21	2020-03-20	40
2020-08-21	2020-03-21	24
2020-08-21	2020-03-22	41
2020-08-21	2020-03-23	41
2020-08-21	2020-03-24	67
2020-08-21	2020-03-25	76
2020-08-21	2020-03-26	91
2020-08-21	2020-03-27	104
2020-08-21	2020-03-28	107
2020-08-21	2020-03-29	114
2020-08-21	2020-03-30	172
2020-08-21	2020-03-31	164
2020-08-21	2020-04-01	162
2020-08-21	2020-04-02	204
2020-08-21	2020-04-03	199
2020-08-21	2020-04-04	223
2020-08-21	2020-04-05	239
2020-08-21	2020-04-06	240
2020-08-21	2020-04-07	255
2020-08-21	2020-04-08	259
2020-08-21	2020-04-09	256
2020-08-21	2020-04-10	240
2020-08-21	2020-04-11	247
2020-08-21	2020-04-12	239
2020-08-21	2020-04-13	243
2020-08-21	2020-04-14	246
2020-08-21	2020-04-15	227
2020-08-21	2020-04-16	239
2020-08-21	2020-04-17	240
2020-08-21	2020-04-18	191
2020-08-21	2020-04-19	204
2020-08-21	2020-04-20	211
2020-08-21	2020-04-21	174
2020-08-21	2020-04-22	194
2020-08-21	2020-04-23	155
2020-08-21	2020-04-24	162
2020-08-21	2020-04-25	129
2020-08-21	2020-04-26	142
2020-08-21	2020-04-27	132
2020-08-21	2020-04-28	126
2020-08-21	2020-04-29	129
2020-08-21	2020-04-30	122
2020-08-21	2020-05-01	106
2020-08-21	2020-05-02	77
2020-08-21	2020-05-03	92
2020-08-21	2020-05-04	78
2020-08-21	2020-05-05	95
2020-08-21	2020-05-06	82
2020-08-21	2020-05-07	69
2020-08-21	2020-05-08	55
2020-08-21	2020-05-09	65
2020-08-21	2020-05-10	66
2020-08-21	2020-05-11	63
2020-08-21	2020-05-12	42
2020-08-21	2020-05-13	55
2020-08-21	2020-05-14	68
2020-08-21	2020-05-15	49
2020-08-21	2020-05-16	29
2020-08-21	2020-05-17	40
2020-08-21	2020-05-18	45
2020-08-21	2020-05-19	48
2020-08-21	2020-05-20	47
2020-08-21	2020-05-21	31
2020-08-21	2020-05-22	33
2020-08-21	2020-05-23	30
2020-08-21	2020-05-24	31
2020-08-21	2020-05-25	31
2020-08-21	2020-05-26	24
2020-08-21	2020-05-27	22
2020-08-21	2020-05-28	18
2020-08-21	2020-05-29	20
2020-08-21	2020-05-30	17
2020-08-21	2020-05-31	18
2020-08-21	2020-06-01	25
2020-08-21	2020-06-02	16
2020-08-21	2020-06-03	18
2020-08-21	2020-06-04	18
2020-08-21	2020-06-05	14
2020-08-21	2020-06-06	9
2020-08-21	2020-06-07	10
2020-08-21	2020-06-08	9
2020-08-21	2020-06-09	6
2020-08-21	2020-06-10	10
2020-08-21	2020-06-11	11
2020-08-21	2020-06-12	16
2020-08-21	2020-06-13	10
2020-08-21	2020-06-14	6
2020-08-21	2020-06-15	10
2020-08-21	2020-06-16	7
2020-08-21	2020-06-17	7
2020-08-21	2020-06-18	11
2020-08-21	2020-06-19	5
2020-08-21	2020-06-20	4
2020-08-21	2020-06-21	4
2020-08-21	2020-06-22	5
2020-08-21	2020-06-23	7
2020-08-21	2020-06-24	7
2020-08-21	2020-06-25	6
2020-08-21	2020-06-26	8
2020-08-21	2020-06-27	7
2020-08-21	2020-06-28	9
2020-08-21	2020-06-29	10
2020-08-21	2020-06-30	6
2020-08-21	2020-07-01	1
2020-08-21	2020-07-02	6
2020-08-21	2020-07-03	4
2020-08-21	2020-07-04	8
2020-08-21	2020-07-05	7
2020-08-21	2020-07-06	3
2020-08-21	2020-07-07	6
2020-08-21	2020-07-08	6
2020-08-21	2020-07-09	1
2020-08-21	2020-07-10	4
2020-08-21	2020-07-11	1
2020-08-21	2020-07-12	1
2020-08-21	2020-07-13	5
2020-08-21	2020-07-14	2
2020-08-21	2020-07-15	3
2020-08-21	2020-07-16	1
2020-08-21	2020-07-17	2
2020-08-21	2020-07-18	7
2020-08-21	2020-07-19	2
2020-08-21	2020-07-20	5
2020-08-21	2020-07-21	2
2020-08-21	2020-07-22	4
2020-08-21	2020-07-23	7
2020-08-21	2020-07-24	5
2020-08-21	2020-07-25	3
2020-08-21	2020-07-26	5
2020-08-21	2020-07-27	6
2020-08-21	2020-07-28	4
2020-08-21	2020-07-29	5
2020-08-21	2020-07-30	3
2020-08-21	2020-07-31	2
2020-08-21	2020-08-01	3
2020-08-21	2020-08-02	3
2020-08-21	2020-08-03	6
2020-08-21	2020-08-04	3
2020-08-21	2020-08-05	3
2020-08-21	2020-08-06	4
2020-08-21	2020-08-07	9
2020-08-21	2020-08-08	1
2020-08-21	2020-08-09	3
2020-08-21	2020-08-10	2
2020-08-21	2020-08-11	3
2020-08-21	2020-08-12	5
2020-08-21	2020-08-13	6
2020-08-21	2020-08-14	2
2020-08-21	2020-08-15	4
2020-08-21	2020-08-16	2
2020-08-21	2020-08-17	4
2020-08-21	2020-08-18	3
2020-08-21	2020-08-19	5
2020-08-24	2020-03-19	20
2020-08-24	2020-03-20	39
2020-08-24	2020-03-21	23
2020-08-24	2020-03-22	40
2020-08-24	2020-03-23	40
2020-08-24	2020-03-24	66
2020-08-24	2020-03-25	76
2020-08-24	2020-03-26	90
2020-08-24	2020-03-27	103
2020-08-24	2020-03-28	106
2020-08-24	2020-03-29	112
2020-08-24	2020-03-30	172
2020-08-24	2020-03-31	164
2020-08-24	2020-04-01	162
2020-08-24	2020-04-02	203
2020-08-24	2020-04-03	198
2020-08-24	2020-04-04	222
2020-08-24	2020-04-05	239
2020-08-24	2020-04-06	239
2020-08-24	2020-04-07	255
2020-08-24	2020-04-08	254
2020-08-24	2020-04-09	256
2020-08-24	2020-04-10	239
2020-08-24	2020-04-11	242
2020-08-24	2020-04-12	239
2020-08-24	2020-04-13	244
2020-08-24	2020-04-14	246
2020-08-24	2020-04-15	228
2020-08-24	2020-04-16	239
2020-08-24	2020-04-17	240
2020-08-24	2020-04-18	190
2020-08-24	2020-04-19	203
2020-08-24	2020-04-20	210
2020-08-24	2020-04-21	173
2020-08-24	2020-04-22	195
2020-08-24	2020-04-23	155
2020-08-24	2020-04-24	162
2020-08-24	2020-04-25	128
2020-08-24	2020-04-26	141
2020-08-24	2020-04-27	131
2020-08-24	2020-04-28	126
2020-08-24	2020-04-29	128
2020-08-24	2020-04-30	121
2020-08-24	2020-05-01	105
2020-08-24	2020-05-02	76
2020-08-24	2020-05-03	91
2020-08-24	2020-05-04	77
2020-08-24	2020-05-05	94
2020-08-24	2020-05-06	81
2020-08-24	2020-05-07	68
2020-08-24	2020-05-08	54
2020-08-24	2020-05-09	64
2020-08-24	2020-05-10	65
2020-08-24	2020-05-11	62
2020-08-24	2020-05-12	42
2020-08-24	2020-05-13	54
2020-08-24	2020-05-14	67
2020-08-24	2020-05-15	49
2020-08-24	2020-05-16	28
2020-08-24	2020-05-17	39
2020-08-24	2020-05-18	44
2020-08-24	2020-05-19	47
2020-08-24	2020-05-20	46
2020-08-24	2020-05-21	30
2020-08-24	2020-05-22	32
2020-08-24	2020-05-23	29
2020-08-24	2020-05-24	30
2020-08-24	2020-05-25	30
2020-08-24	2020-05-26	23
2020-08-24	2020-05-27	21
2020-08-24	2020-05-28	17
2020-08-24	2020-05-29	19
2020-08-24	2020-05-30	16
2020-08-24	2020-05-31	17
2020-08-24	2020-06-01	24
2020-08-24	2020-06-02	15
2020-08-24	2020-06-03	17
2020-08-24	2020-06-04	17
2020-08-24	2020-06-05	13
2020-08-24	2020-06-06	8
2020-08-24	2020-06-07	9
2020-08-24	2020-06-08	8
2020-08-24	2020-06-09	5
2020-08-24	2020-06-10	9
2020-08-24	2020-06-11	10
2020-08-24	2020-06-12	15
2020-08-24	2020-06-13	9
2020-08-24	2020-06-14	5
2020-08-24	2020-06-15	9
2020-08-24	2020-06-16	6
2020-08-24	2020-06-17	6
2020-08-24	2020-06-18	10
2020-08-24	2020-06-19	4
2020-08-24	2020-06-20	3
2020-08-24	2020-06-21	3
2020-08-24	2020-06-22	4
2020-08-24	2020-06-23	6
2020-08-24	2020-06-24	6
2020-08-24	2020-06-25	5
2020-08-24	2020-06-26	7
2020-08-24	2020-06-27	6
2020-08-24	2020-06-28	8
2020-08-24	2020-06-29	9
2020-08-24	2020-06-30	5
2020-08-24	2020-07-01	0
2020-08-24	2020-07-02	5
2020-08-24	2020-07-03	3
2020-08-24	2020-07-04	7
2020-08-24	2020-07-05	6
2020-08-24	2020-07-06	2
2020-08-24	2020-07-07	5
2020-08-24	2020-07-08	5
2020-08-24	2020-07-09	0
2020-08-24	2020-07-10	4
2020-08-24	2020-07-11	0
2020-08-24	2020-07-12	0
2020-08-24	2020-07-13	4
2020-08-24	2020-07-14	1
2020-08-24	2020-07-15	2
2020-08-24	2020-07-16	0
2020-08-24	2020-07-17	1
2020-08-24	2020-07-18	6
2020-08-24	2020-07-19	1
2020-08-24	2020-07-20	4
2020-08-24	2020-07-21	1
2020-08-24	2020-07-22	3
2020-08-24	2020-07-23	6
2020-08-24	2020-07-24	4
2020-08-24	2020-07-25	2
2020-08-24	2020-07-26	4
2020-08-24	2020-07-27	5
2020-08-24	2020-07-28	3
2020-08-24	2020-07-29	4
2020-08-24	2020-07-30	2
2020-08-24	2020-07-31	1
2020-08-24	2020-08-01	2
2020-08-24	2020-08-02	2
2020-08-24	2020-08-03	5
2020-08-24	2020-08-04	2
2020-08-24	2020-08-05	2
2020-08-24	2020-08-06	3
2020-08-24	2020-08-07	9
2020-08-24	2020-08-08	0
2020-08-24	2020-08-09	2
2020-08-24	2020-08-10	1
2020-08-24	2020-08-11	2
2020-08-24	2020-08-12	4
2020-08-24	2020-08-13	5
2020-08-24	2020-08-14	1
2020-08-24	2020-08-15	4
2020-08-24	2020-08-16	1
2020-08-24	2020-08-17	4
2020-08-24	2020-08-18	3
2020-08-24	2020-08-19	6
2020-08-24	2020-08-20	0
2020-08-24	2020-08-21	1
2020-08-24	2020-08-22	0
2020-08-25	2020-03-19	21
2020-08-25	2020-03-20	39
2020-08-25	2020-03-21	24
2020-08-25	2020-03-22	41
2020-08-25	2020-03-23	41
2020-08-25	2020-03-24	67
2020-08-25	2020-03-25	76
2020-08-25	2020-03-26	90
2020-08-25	2020-03-27	103
2020-08-25	2020-03-28	107
2020-08-25	2020-03-29	114
2020-08-25	2020-03-30	172
2020-08-25	2020-03-31	164
2020-08-25	2020-04-01	163
2020-08-25	2020-04-02	203
2020-08-25	2020-04-03	198
2020-08-25	2020-04-04	223
2020-08-25	2020-04-05	239
2020-08-25	2020-04-06	239
2020-08-25	2020-04-07	255
2020-08-25	2020-04-08	259
2020-08-25	2020-04-09	256
2020-08-25	2020-04-10	239
2020-08-25	2020-04-11	246
2020-08-25	2020-04-12	239
2020-08-25	2020-04-13	244
2020-08-25	2020-04-14	246
2020-08-25	2020-04-15	227
2020-08-25	2020-04-16	239
2020-08-25	2020-04-17	240
2020-08-25	2020-04-18	191
2020-08-25	2020-04-19	204
2020-08-25	2020-04-20	211
2020-08-25	2020-04-21	173
2020-08-25	2020-04-22	193
2020-08-25	2020-04-23	155
2020-08-25	2020-04-24	163
2020-08-25	2020-04-25	129
2020-08-25	2020-04-26	141
2020-08-25	2020-04-27	132
2020-08-25	2020-04-28	126
2020-08-25	2020-04-29	129
2020-08-25	2020-04-30	121
2020-08-25	2020-05-01	105
2020-08-25	2020-05-02	77
2020-08-25	2020-05-03	91
2020-08-25	2020-05-04	78
2020-08-25	2020-05-05	95
2020-08-25	2020-05-06	81
2020-08-25	2020-05-07	68
2020-08-25	2020-05-08	54
2020-08-25	2020-05-09	64
2020-08-25	2020-05-10	65
2020-08-25	2020-05-11	62
2020-08-25	2020-05-12	42
2020-08-25	2020-05-13	54
2020-08-25	2020-05-14	67
2020-08-25	2020-05-15	48
2020-08-25	2020-05-16	28
2020-08-25	2020-05-17	39
2020-08-25	2020-05-18	44
2020-08-25	2020-05-19	47
2020-08-25	2020-05-20	47
2020-08-25	2020-05-21	31
2020-08-25	2020-05-22	32
2020-08-25	2020-05-23	29
2020-08-25	2020-05-24	30
2020-08-25	2020-05-25	30
2020-08-25	2020-05-26	24
2020-08-25	2020-05-27	21
2020-08-25	2020-05-28	18
2020-08-25	2020-05-29	19
2020-08-25	2020-05-30	16
2020-08-25	2020-05-31	18
2020-08-25	2020-06-01	25
2020-08-25	2020-06-02	16
2020-08-25	2020-06-03	18
2020-08-25	2020-06-04	18
2020-08-25	2020-06-05	14
2020-08-25	2020-06-06	9
2020-08-25	2020-06-07	9
2020-08-25	2020-06-08	9
2020-08-25	2020-06-09	6
2020-08-25	2020-06-10	9
2020-08-25	2020-06-11	10
2020-08-25	2020-06-12	16
2020-08-25	2020-06-13	9
2020-08-25	2020-06-14	6
2020-08-25	2020-06-15	9
2020-08-25	2020-06-16	6
2020-08-25	2020-06-17	6
2020-08-25	2020-06-18	11
2020-08-25	2020-06-19	4
2020-08-25	2020-06-20	4
2020-08-25	2020-06-21	4
2020-08-25	2020-06-22	4
2020-08-25	2020-06-23	6
2020-08-25	2020-06-24	6
2020-08-25	2020-06-25	6
2020-08-25	2020-06-26	7
2020-08-25	2020-06-27	6
2020-08-25	2020-06-28	9
2020-08-25	2020-06-29	9
2020-08-25	2020-06-30	6
2020-08-25	2020-07-01	1
2020-08-25	2020-07-02	6
2020-08-25	2020-07-03	4
2020-08-25	2020-07-04	7
2020-08-25	2020-07-05	6
2020-08-25	2020-07-06	2
2020-08-25	2020-07-07	6
2020-08-25	2020-07-08	6
2020-08-25	2020-07-09	1
2020-08-25	2020-07-10	4
2020-08-25	2020-07-11	1
2020-08-25	2020-07-12	1
2020-08-25	2020-07-13	4
2020-08-25	2020-07-14	1
2020-08-25	2020-07-15	2
2020-08-25	2020-07-16	1
2020-08-25	2020-07-17	1
2020-08-25	2020-07-18	6
2020-08-25	2020-07-19	1
2020-08-25	2020-07-20	4
2020-08-25	2020-07-21	1
2020-08-25	2020-07-22	4
2020-08-25	2020-07-23	6
2020-08-25	2020-07-24	4
2020-08-25	2020-07-25	2
2020-08-25	2020-07-26	4
2020-08-25	2020-07-27	6
2020-08-25	2020-07-28	4
2020-08-25	2020-07-29	4
2020-08-25	2020-07-30	2
2020-08-25	2020-07-31	1
2020-08-25	2020-08-01	2
2020-08-25	2020-08-02	2
2020-08-25	2020-08-03	6
2020-08-25	2020-08-04	2
2020-08-25	2020-08-05	2
2020-08-25	2020-08-06	4
2020-08-25	2020-08-07	9
2020-08-25	2020-08-08	1
2020-08-25	2020-08-09	2
2020-08-25	2020-08-10	1
2020-08-25	2020-08-11	2
2020-08-25	2020-08-12	4
2020-08-25	2020-08-13	6
2020-08-25	2020-08-14	1
2020-08-25	2020-08-15	4
2020-08-25	2020-08-16	1
2020-08-25	2020-08-17	6
2020-08-25	2020-08-18	4
2020-08-25	2020-08-19	6
2020-08-25	2020-08-20	1
2020-08-25	2020-08-21	1
2020-08-25	2020-08-22	1
2020-08-25	2020-08-23	2
2020-08-25	2020-08-24	1
2020-08-26	2020-03-19	21
2020-08-26	2020-03-20	40
2020-08-26	2020-03-21	23
2020-08-26	2020-03-22	41
2020-08-26	2020-03-23	41
2020-08-26	2020-03-24	67
2020-08-26	2020-03-25	76
2020-08-26	2020-03-26	91
2020-08-26	2020-03-27	104
2020-08-26	2020-03-28	108
2020-08-26	2020-03-29	114
2020-08-26	2020-03-30	172
2020-08-26	2020-03-31	165
2020-08-26	2020-04-01	163
2020-08-26	2020-04-02	204
2020-08-26	2020-04-03	199
2020-08-26	2020-04-04	223
2020-08-26	2020-04-05	240
2020-08-26	2020-04-06	240
2020-08-26	2020-04-07	256
2020-08-26	2020-04-08	260
2020-08-26	2020-04-09	257
2020-08-26	2020-04-10	240
2020-08-26	2020-04-11	247
2020-08-26	2020-04-12	240
2020-08-26	2020-04-13	244
2020-08-26	2020-04-14	247
2020-08-26	2020-04-15	227
2020-08-26	2020-04-16	240
2020-08-26	2020-04-17	241
2020-08-26	2020-04-18	191
2020-08-26	2020-04-19	204
2020-08-26	2020-04-20	211
2020-08-26	2020-04-21	174
2020-08-26	2020-04-22	194
2020-08-26	2020-04-23	156
2020-08-26	2020-04-24	163
2020-08-26	2020-04-25	128
2020-08-26	2020-04-26	142
2020-08-26	2020-04-27	132
2020-08-26	2020-04-28	126
2020-08-26	2020-04-29	129
2020-08-26	2020-04-30	122
2020-08-26	2020-05-01	106
2020-08-26	2020-05-02	77
2020-08-26	2020-05-03	92
2020-08-26	2020-05-04	78
2020-08-26	2020-05-05	95
2020-08-26	2020-05-06	82
2020-08-26	2020-05-07	69
2020-08-26	2020-05-08	55
2020-08-26	2020-05-09	65
2020-08-26	2020-05-10	66
2020-08-26	2020-05-11	62
2020-08-26	2020-05-12	42
2020-08-26	2020-05-13	55
2020-08-26	2020-05-14	67
2020-08-26	2020-05-15	49
2020-08-26	2020-05-16	29
2020-08-26	2020-05-17	40
2020-08-26	2020-05-18	45
2020-08-26	2020-05-19	47
2020-08-26	2020-05-20	47
2020-08-26	2020-05-21	31
2020-08-26	2020-05-22	32
2020-08-26	2020-05-23	30
2020-08-26	2020-05-24	31
2020-08-26	2020-05-25	31
2020-08-26	2020-05-26	23
2020-08-26	2020-05-27	21
2020-08-26	2020-05-28	18
2020-08-26	2020-05-29	20
2020-08-26	2020-05-30	17
2020-08-26	2020-05-31	18
2020-08-26	2020-06-01	25
2020-08-26	2020-06-02	16
2020-08-26	2020-06-03	18
2020-08-26	2020-06-04	18
2020-08-26	2020-06-05	14
2020-08-26	2020-06-06	8
2020-08-26	2020-06-07	10
2020-08-26	2020-06-08	8
2020-08-26	2020-06-09	6
2020-08-26	2020-06-10	10
2020-08-26	2020-06-11	10
2020-08-26	2020-06-12	16
2020-08-26	2020-06-13	10
2020-08-26	2020-06-14	6
2020-08-26	2020-06-15	10
2020-08-26	2020-06-16	7
2020-08-26	2020-06-17	7
2020-08-26	2020-06-18	10
2020-08-26	2020-06-19	5
2020-08-26	2020-06-20	3
2020-08-26	2020-06-21	3
2020-08-26	2020-06-22	5
2020-08-26	2020-06-23	7
2020-08-26	2020-06-24	7
2020-08-26	2020-06-25	6
2020-08-26	2020-06-26	8
2020-08-26	2020-06-27	7
2020-08-26	2020-06-28	8
2020-08-26	2020-06-29	10
2020-08-26	2020-06-30	6
2020-08-26	2020-07-01	1
2020-08-26	2020-07-02	6
2020-08-26	2020-07-03	3
2020-08-26	2020-07-04	8
2020-08-26	2020-07-05	7
2020-08-26	2020-07-06	3
2020-08-26	2020-07-07	6
2020-08-26	2020-07-08	5
2020-08-26	2020-07-09	1
2020-08-26	2020-07-10	5
2020-08-26	2020-07-11	1
2020-08-26	2020-07-12	1
2020-08-26	2020-07-13	5
2020-08-26	2020-07-14	1
2020-08-26	2020-07-15	3
2020-08-26	2020-07-16	1
2020-08-26	2020-07-17	1
2020-08-26	2020-07-18	7
2020-08-26	2020-07-19	1
2020-08-26	2020-07-20	5
2020-08-26	2020-07-21	1
2020-08-26	2020-07-22	3
2020-08-26	2020-07-23	6
2020-08-26	2020-07-24	5
2020-08-26	2020-07-25	3
2020-08-26	2020-07-26	6
2020-08-26	2020-07-27	6
2020-08-26	2020-07-28	3
2020-08-26	2020-07-29	5
2020-08-26	2020-07-30	3
2020-08-26	2020-07-31	1
2020-08-26	2020-08-01	3
2020-08-26	2020-08-02	3
2020-08-26	2020-08-03	6
2020-08-26	2020-08-04	3
2020-08-26	2020-08-05	3
2020-08-26	2020-08-06	3
2020-08-26	2020-08-07	10
2020-08-26	2020-08-08	1
2020-08-26	2020-08-09	3
2020-08-26	2020-08-10	1
2020-08-26	2020-08-11	3
2020-08-26	2020-08-12	5
2020-08-26	2020-08-13	6
2020-08-26	2020-08-14	3
2020-08-26	2020-08-15	5
2020-08-26	2020-08-16	1
2020-08-26	2020-08-17	6
2020-08-26	2020-08-18	3
2020-08-26	2020-08-19	7
2020-08-26	2020-08-20	1
2020-08-26	2020-08-21	1
2020-08-26	2020-08-22	1
2020-08-26	2020-08-23	3
2020-08-26	2020-08-24	1
2020-08-26	2020-08-25	1
2020-08-27	2020-03-19	21
2020-08-27	2020-03-20	40
2020-08-27	2020-03-21	24
2020-08-27	2020-03-22	41
2020-08-27	2020-03-23	41
2020-08-27	2020-03-24	67
2020-08-27	2020-03-25	76
2020-08-27	2020-03-26	91
2020-08-27	2020-03-27	103
2020-08-27	2020-03-28	108
2020-08-27	2020-03-29	114
2020-08-27	2020-03-30	172
2020-08-27	2020-03-31	165
2020-08-27	2020-04-01	163
2020-08-27	2020-04-02	203
2020-08-27	2020-04-03	199
2020-08-27	2020-04-04	223
2020-08-27	2020-04-05	240
2020-08-27	2020-04-06	240
2020-08-27	2020-04-07	256
2020-08-27	2020-04-08	259
2020-08-27	2020-04-09	257
2020-08-27	2020-04-10	240
2020-08-27	2020-04-11	247
2020-08-27	2020-04-12	240
2020-08-27	2020-04-13	244
2020-08-27	2020-04-14	247
2020-08-27	2020-04-15	227
2020-08-27	2020-04-16	240
2020-08-27	2020-04-17	240
2020-08-27	2020-04-18	191
2020-08-27	2020-04-19	203
2020-08-27	2020-04-20	210
2020-08-27	2020-04-21	173
2020-08-27	2020-04-22	193
2020-08-27	2020-04-23	155
2020-08-27	2020-04-24	163
2020-08-27	2020-04-25	129
2020-08-27	2020-04-26	142
2020-08-27	2020-04-27	132
2020-08-27	2020-04-28	126
2020-08-27	2020-04-29	129
2020-08-27	2020-04-30	122
2020-08-27	2020-05-01	105
2020-08-27	2020-05-02	76
2020-08-27	2020-05-03	91
2020-08-27	2020-05-04	78
2020-08-27	2020-05-05	95
2020-08-27	2020-05-06	81
2020-08-27	2020-05-07	69
2020-08-27	2020-05-08	55
2020-08-27	2020-05-09	64
2020-08-27	2020-05-10	66
2020-08-27	2020-05-11	62
2020-08-27	2020-05-12	42
2020-08-27	2020-05-13	55
2020-08-27	2020-05-14	67
2020-08-27	2020-05-15	49
2020-08-27	2020-05-16	28
2020-08-27	2020-05-17	40
2020-08-27	2020-05-18	45
2020-08-27	2020-05-19	48
2020-08-27	2020-05-20	47
2020-08-27	2020-05-21	31
2020-08-27	2020-05-22	33
2020-08-27	2020-05-23	30
2020-08-27	2020-05-24	31
2020-08-27	2020-05-25	31
2020-08-27	2020-05-26	24
2020-08-27	2020-05-27	21
2020-08-27	2020-05-28	18
2020-08-27	2020-05-29	19
2020-08-27	2020-05-30	17
2020-08-27	2020-05-31	18
2020-08-27	2020-06-01	25
2020-08-27	2020-06-02	16
2020-08-27	2020-06-03	18
2020-08-27	2020-06-04	18
2020-08-27	2020-06-05	14
2020-08-27	2020-06-06	8
