"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12932;11970;1;552;25455
"'10-19";22789;22434;4;688;45915
"20-29";39077;36386;4;1295;76762
"30-39";33166;31321;8;1188;65683
"40-49";30934;33697;4;1098;65733
"50-59";37209;37911;6;865;75991
"60-69";19537;18176;3;392;38108
"70-79";13071;14045;6;265;27387
"80-89";10198;18408;18;309;28933
"90-99";1952;6729;5;102;8788
"100+";33;140;0;4;177
"Unbekannt";34;39;0;26;99
"Gesamt";220932;231256;59;6784;459031
