"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10021;9289;1;468;19779
"'10-19";18886;18478;2;573;37939
"20-29";32149;30100;5;1135;63389
"30-39";26818;25712;7;1076;53613
"40-49";24995;27662;7;959;53623
"50-59";29969;31110;6;715;61800
"60-69";15791;14744;5;324;30864
"70-79";10891;11716;9;203;22819
"80-89";8560;15727;25;207;24519
"90-99";1680;5875;9;75;7639
"100+";43;145;0;7;195
"Unbekannt";128;133;0;57;318
"Gesamt";179931;190691;76;5799;376497
