"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22245;20637;1;795;43678
"'10-19";35378;33969;6;956;70309
"20-29";55917;51020;4;1545;108486
"30-39";48434;45389;7;1426;95256
"40-49";45278;47555;4;1293;94130
"50-59";52823;51563;6;1039;105431
"60-69";26806;25006;2;445;52259
"70-79";16452;17646;2;270;34370
"80-89";11674;20774;12;300;32760
"90-99";2150;7345;2;89;9586
"100+";24;153;0;4;181
"Unbekannt";25;22;0;8;55
"Gesamt";317206;321079;46;8170;646501
