"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12360;11419;1;539;24319
"'10-19";22123;21771;4;676;44574
"20-29";38073;35444;4;1276;74797
"30-39";32216;30445;8;1170;63839
"40-49";30039;32844;4;1084;63971
"50-59";36181;37021;6;850;74058
"60-69";19045;17733;3;391;37172
"70-79";12831;13819;6;260;26916
"80-89";10078;18220;18;310;28626
"90-99";1937;6705;5;101;8748
"100+";31;137;0;4;172
"Unbekannt";28;27;0;24;79
"Gesamt";214942;225585;59;6685;447271
