"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11018;10228;1;515;21762
"'10-19";20370;20073;4;628;41075
"20-29";35085;32820;5;1202;69112
"30-39";29479;28139;9;1120;58747
"40-49";27542;30391;4;1039;58976
"50-59";33184;34406;6;789;68385
"60-69";17533;16388;3;376;34300
"70-79";11986;12966;6;252;25210
"80-89";9562;17425;18;299;27304
"90-99";1863;6497;5;103;8468
"100+";46;154;0;6;206
"Unbekannt";121;126;0;51;298
"Gesamt";197789;209613;61;6380;413843
