"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";19574;18059;1;769;38403
"'10-19";31882;30785;5;936;63608
"20-29";51635;47277;5;1541;100458
"30-39";44779;41807;8;1415;88009
"40-49";41811;44130;6;1311;87258
"50-59";49190;48322;7;1044;98563
"60-69";25140;23458;3;459;49060
"70-79";15764;16887;6;295;32952
"80-89";11353;20190;18;328;31889
"90-99";2099;7164;5;107;9375
"100+";26;147;0;6;179
"Unbekannt";25;28;0;25;78
"Gesamt";293278;298254;64;8236;599832
