"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22120;20542;2;813;43477
"'10-19";35250;33835;6;957;70048
"20-29";55801;50889;4;1556;108250
"30-39";48327;45284;8;1435;95054
"40-49";45190;47443;4;1300;93937
"50-59";52765;51488;6;1045;105304
"60-69";26750;24971;2;454;52177
"70-79";16441;17629;6;276;34352
"80-89";11660;20745;17;310;32732
"90-99";2149;7331;5;97;9582
"100+";24;152;0;4;180
"Unbekannt";26;25;0;9;60
"Gesamt";316503;320334;60;8256;645153
