"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-5";25681;24212;1;596;50490
"'6-11";52200;47172;4;1496;100872
"'12-15";32907;30618;6;526;64057
"16-19";36142;35360;4;524;72030
"20-34";163457;153050;11;2602;319120
"35-59";241757;247959;15;3585;493316
"60-79";83303;82145;2;840;166290
"80+";24716;44651;2;447;69816
"Unbekannt";122;118;0;11;251
"Gesamt";660285;665285;45;10627;1336242
