"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-5";26396;24888;1;618;51903
"'6-11";53595;48495;4;1513;103607
"'12-15";33924;31645;6;544;66119
"16-19";37889;37258;4;552;75703
"20-34";171212;160589;11;2713;334525
"35-59";248832;255468;15;3659;507974
"60-79";84856;83607;2;861;169326
"80+";24976;45055;2;454;70487
"Unbekannt";128;134;0;11;273
"Gesamt";681808;687139;45;10925;1379917
