"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"SK Augsburg";"2021";"23";32;74;0
"SK Augsburg";"2021";"24";14;36;1
"SK Augsburg";"2021";"25";12;22;0
"SK Augsburg";"2021";"26";5;27;0
"SK Augsburg";"2021";"27";14;35;0
"SK Augsburg";"2021";"28";14;36;2
"SK Augsburg";"2021";"29";12;53;2
"SK Augsburg";"2021";"30";20;56;3
"SK Augsburg";"2021";"31";15;84;0
"SK Augsburg";"2021";"32";21;106;0
"SK Augsburg";"2021";"33";24;177;0
"SK Augsburg";"2021";"34";43;357;0
"SK Augsburg";"2021";"35";47;444;1
"SK Augsburg";"2021";"36";55;438;0
"SK Augsburg";"2021";"37";48;315;0
"SK Augsburg";"2021";"38";47;262;0
"SK Augsburg";"2021";"39";38;303;0
"SK Augsburg";"2021";"40";59;247;1
"SK Augsburg";"2021";"41";88;245;0
"SK Augsburg";"2021";"42";147;368;0
"SK Augsburg";"2021";"43";271;462;1
"SK Augsburg";"2021";"44";281;648;0
"SK Augsburg";"2021";"45";815;794;0
"SK Augsburg";"2021";"46";1085;292;0
"SK Bamberg";"2021";"01";74;0;0
"SK Bamberg";"2021";"02";57;0;0
"SK Bamberg";"2021";"03";65;0;0
"SK Bamberg";"2021";"04";121;0;0
"SK Bamberg";"2021";"05";85;0;0
"SK Bamberg";"2021";"06";65;1;0
"SK Bamberg";"2021";"07";64;1;4
"SK Bamberg";"2021";"08";42;10;6
"SK Bamberg";"2021";"09";18;17;2
"SK Bamberg";"2021";"10";29;19;6
"SK Bamberg";"2021";"11";11;30;7
"SK Bamberg";"2021";"12";21;98;23
"SK Bamberg";"2021";"13";15;70;7
"SK Bamberg";"2021";"14";15;64;6
"SK Bamberg";"2021";"15";53;27;8
"SK Bamberg";"2021";"16";43;53;7
"SK Bamberg";"2021";"17";7;46;7
"SK Bamberg";"2021";"18";13;52;3
"SK Bamberg";"2021";"19";15;36;7
"SK Bamberg";"2021";"20";5;29;3
"SK Bamberg";"2021";"21";2;5;3
"SK Bamberg";"2021";"22";5;6;0
"SK Bamberg";"2021";"23";4;14;0
"SK Bamberg";"2021";"24";1;13;8
"SK Bamberg";"2021";"25";1;8;1
"SK Bamberg";"2021";"26";0;4;1
"SK Bamberg";"2021";"27";2;11;0
"SK Bamberg";"2021";"28";1;25;4
"SK Bamberg";"2021";"29";3;16;6
"SK Bamberg";"2021";"30";6;7;3
"SK Bamberg";"2021";"31";6;15;2
"SK Bamberg";"2021";"32";4;41;2
"SK Bamberg";"2021";"33";6;34;3
"SK Bamberg";"2021";"34";7;40;0
"SK Bamberg";"2021";"35";4;54;2
"SK Bamberg";"2021";"36";17;60;5
"SK Bamberg";"2021";"37";14;42;12
"SK Bamberg";"2021";"38";8;33;3
"SK Bamberg";"2021";"39";6;20;6
"SK Bamberg";"2021";"40";6;13;4
"SK Bamberg";"2021";"41";14;32;6
"SK Bamberg";"2021";"42";25;38;8
"SK Bamberg";"2021";"43";20;90;19
"SK Bamberg";"2021";"44";69;62;13
"SK Bamberg";"2021";"45";223;30;51
"SK Bamberg";"2021";"46";299;26;10
"SK Bayreuth";"2021";"01";149;0;0
"SK Bayreuth";"2021";"02";209;10;0
"SK Bayreuth";"2021";"03";109;11;0
"SK Bayreuth";"2021";"04";104;19;0
"SK Bayreuth";"2021";"05";73;34;0
"SK Bayreuth";"2021";"06";47;23;0
"SK Bayreuth";"2021";"07";53;25;0
"SK Bayreuth";"2021";"08";37;36;0
"SK Bayreuth";"2021";"09";34;24;0
"SK Bayreuth";"2021";"10";17;65;0
"SK Bayreuth";"2021";"11";22;73;1
"SK Bayreuth";"2021";"12";19;111;0
"SK Bayreuth";"2021";"13";44;90;0
"SK Bayreuth";"2021";"14";49;97;0
"SK Bayreuth";"2021";"15";42;110;1
"SK Bayreuth";"2021";"16";55;71;0
"SK Bayreuth";"2021";"17";53;35;0
"SK Bayreuth";"2021";"18";31;33;1
"SK Bayreuth";"2021";"19";25;18;0
"SK Bayreuth";"2021";"20";9;9;0
"SK Bayreuth";"2021";"21";3;6;0
"SK Bayreuth";"2021";"22";3;2;0
"SK Bayreuth";"2021";"24";1;0;0
"SK Bayreuth";"2021";"25";0;1;0
"SK Bayreuth";"2021";"26";1;1;1
"SK Bayreuth";"2021";"27";0;2;0
"SK Bayreuth";"2021";"28";4;3;0
"SK Bayreuth";"2021";"29";2;0;0
"SK Bayreuth";"2021";"30";6;5;0
"SK Bayreuth";"2021";"31";7;6;1
"SK Bayreuth";"2021";"32";9;4;2
"SK Bayreuth";"2021";"33";3;12;1
"SK Bayreuth";"2021";"34";4;32;8
"SK Bayreuth";"2021";"35";16;20;6
"SK Bayreuth";"2021";"36";7;15;4
"SK Bayreuth";"2021";"37";17;19;2
"SK Bayreuth";"2021";"38";17;39;2
"SK Bayreuth";"2021";"39";23;42;0
"SK Bayreuth";"2021";"40";23;28;0
"SK Bayreuth";"2021";"41";15;15;0
"SK Bayreuth";"2021";"42";17;23;0
"SK Bayreuth";"2021";"43";19;23;1
"SK Bayreuth";"2021";"44";66;45;0
"SK Bayreuth";"2021";"45";153;77;2
"SK Bayreuth";"2021";"46";249;68;0
"SK Coburg";"2021";"01";132;0;3
"SK Coburg";"2021";"02";62;0;0
"SK Coburg";"2021";"03";83;4;1
"SK Coburg";"2021";"04";43;2;0
"SK Coburg";"2021";"05";40;3;1
"SK Coburg";"2021";"06";23;4;6
"SK Coburg";"2021";"07";12;4;17
"SK Coburg";"2021";"08";5;4;13
"SK Coburg";"2021";"09";5;4;13
"SK Coburg";"2021";"10";1;12;5
"SK Coburg";"2021";"11";9;11;10
"SK Coburg";"2021";"12";6;25;4
"SK Coburg";"2021";"13";2;34;0
"SK Coburg";"2021";"14";8;59;2
"SK Coburg";"2021";"15";18;55;2
"SK Coburg";"2021";"16";20;78;1
"SK Coburg";"2021";"17";20;65;3
"SK Coburg";"2021";"18";29;74;0
"SK Coburg";"2021";"19";19;70;0
"SK Coburg";"2021";"20";15;51;0
"SK Coburg";"2021";"21";7;15;0
"SK Coburg";"2021";"22";4;8;1
"SK Coburg";"2021";"23";4;6;0
"SK Coburg";"2021";"24";0;3;0
"SK Coburg";"2021";"25";1;1;0
"SK Coburg";"2021";"26";0;2;0
"SK Coburg";"2021";"28";0;1;0
"SK Coburg";"2021";"29";0;3;0
"SK Coburg";"2021";"30";2;5;0
"SK Coburg";"2021";"31";0;2;0
"SK Coburg";"2021";"32";2;2;0
"SK Coburg";"2021";"33";3;11;0
"SK Coburg";"2021";"34";9;11;0
"SK Coburg";"2021";"35";5;19;0
"SK Coburg";"2021";"36";7;15;0
"SK Coburg";"2021";"37";3;26;2
"SK Coburg";"2021";"38";4;8;3
"SK Coburg";"2021";"39";7;9;2
"SK Coburg";"2021";"40";6;16;2
"SK Coburg";"2021";"41";7;20;4
"SK Coburg";"2021";"42";10;34;1
"SK Coburg";"2021";"43";10;36;0
"SK Coburg";"2021";"44";29;44;1
"SK Coburg";"2021";"45";90;90;1
"SK Coburg";"2021";"46";121;10;0
"SK Erlangen";"2021";"01";118;0;0
"SK Erlangen";"2021";"02";147;0;0
"SK Erlangen";"2021";"03";94;0;0
"SK Erlangen";"2021";"04";68;0;0
"SK Erlangen";"2021";"05";36;2;0
"SK Erlangen";"2021";"06";32;9;2
"SK Erlangen";"2021";"07";34;10;1
"SK Erlangen";"2021";"08";35;14;1
"SK Erlangen";"2021";"09";32;16;0
"SK Erlangen";"2021";"10";28;48;1
"SK Erlangen";"2021";"11";24;58;0
"SK Erlangen";"2021";"12";37;63;0
"SK Erlangen";"2021";"13";36;41;1
"SK Erlangen";"2021";"14";25;98;0
"SK Erlangen";"2021";"15";42;85;0
"SK Erlangen";"2021";"16";75;58;2
"SK Erlangen";"2021";"17";61;38;0
"SK Erlangen";"2021";"18";65;35;0
"SK Erlangen";"2021";"19";33;24;1
"SK Erlangen";"2021";"20";29;19;1
"SK Erlangen";"2021";"21";8;15;1
"SK Erlangen";"2021";"22";16;17;1
"SK Erlangen";"2021";"23";14;9;0
"SK Erlangen";"2021";"24";2;6;0
"SK Erlangen";"2021";"25";2;3;0
"SK Erlangen";"2021";"26";5;2;0
"SK Erlangen";"2021";"27";0;2;1
"SK Erlangen";"2021";"28";3;10;2
"SK Erlangen";"2021";"29";4;9;1
"SK Erlangen";"2021";"30";4;13;1
"SK Erlangen";"2021";"31";3;10;0
"SK Erlangen";"2021";"32";6;11;6
"SK Erlangen";"2021";"33";5;19;9
"SK Erlangen";"2021";"34";12;32;16
"SK Erlangen";"2021";"35";28;17;13
"SK Erlangen";"2021";"36";42;38;8
"SK Erlangen";"2021";"37";36;42;11
"SK Erlangen";"2021";"38";33;34;6
"SK Erlangen";"2021";"39";27;46;3
"SK Erlangen";"2021";"40";31;28;0
"SK Erlangen";"2021";"41";26;29;1
"SK Erlangen";"2021";"42";46;47;2
"SK Erlangen";"2021";"43";67;62;0
"SK Erlangen";"2021";"44";96;79;3
"SK Erlangen";"2021";"45";241;89;1
"SK Erlangen";"2021";"46";331;26;0
"SK Fürth";"2021";"01";286;0;0
"SK Fürth";"2021";"02";273;0;0
"SK Fürth";"2021";"03";208;2;2
"SK Fürth";"2021";"04";127;6;0
"SK Fürth";"2021";"05";76;4;3
"SK Fürth";"2021";"06";41;11;0
"SK Fürth";"2021";"07";61;26;5
"SK Fürth";"2021";"08";56;25;12
"SK Fürth";"2021";"09";97;45;8
"SK Fürth";"2021";"10";69;77;10
"SK Fürth";"2021";"11";70;121;7
"SK Fürth";"2021";"12";61;130;3
"SK Fürth";"2021";"13";42;166;7
"SK Fürth";"2021";"14";48;189;3
"SK Fürth";"2021";"15";62;268;8
"SK Fürth";"2021";"16";96;279;9
"SK Fürth";"2021";"17";59;226;6
"SK Fürth";"2021";"18";65;185;0
"SK Fürth";"2021";"19";31;137;2
"SK Fürth";"2021";"20";28;70;1
"SK Fürth";"2021";"21";18;34;1
"SK Fürth";"2021";"22";7;33;0
"SK Fürth";"2021";"23";12;16;0
"SK Fürth";"2021";"24";11;11;0
"SK Fürth";"2021";"25";9;9;2
"SK Fürth";"2021";"26";2;12;0
"SK Fürth";"2021";"27";5;5;0
"SK Fürth";"2021";"28";2;6;0
"SK Fürth";"2021";"29";4;7;0
"SK Fürth";"2021";"30";5;8;0
"SK Fürth";"2021";"31";6;13;0
"SK Fürth";"2021";"32";4;30;0
"SK Fürth";"2021";"33";6;57;0
"SK Fürth";"2021";"34";18;93;0
"SK Fürth";"2021";"35";18;88;0
"SK Fürth";"2021";"36";39;87;0
"SK Fürth";"2021";"37";33;105;0
"SK Fürth";"2021";"38";21;112;0
"SK Fürth";"2021";"39";32;150;1
"SK Fürth";"2021";"40";29;102;0
"SK Fürth";"2021";"41";31;139;0
"SK Fürth";"2021";"42";50;144;0
"SK Fürth";"2021";"43";87;211;0
"SK Fürth";"2021";"44";94;256;1
"SK Fürth";"2021";"45";321;364;1
"SK Fürth";"2021";"46";504;253;0
"SK Hof";"2021";"01";111;0;2
"SK Hof";"2021";"02";92;0;2
"SK Hof";"2021";"03";84;3;0
"SK Hof";"2021";"04";79;23;0
"SK Hof";"2021";"05";95;38;2
"SK Hof";"2021";"06";48;47;0
"SK Hof";"2021";"07";49;37;2
"SK Hof";"2021";"08";34;76;5
"SK Hof";"2021";"09";46;104;4
"SK Hof";"2021";"10";24;106;4
"SK Hof";"2021";"11";26;116;1
"SK Hof";"2021";"12";15;132;0
"SK Hof";"2021";"13";53;156;8
"SK Hof";"2021";"14";78;186;3
"SK Hof";"2021";"15";33;107;1
"SK Hof";"2021";"16";34;102;4
"SK Hof";"2021";"17";38;92;2
"SK Hof";"2021";"18";19;52;0
"SK Hof";"2021";"19";10;36;1
"SK Hof";"2021";"20";8;17;1
"SK Hof";"2021";"21";3;8;0
"SK Hof";"2021";"22";3;4;0
"SK Hof";"2021";"23";5;13;0
"SK Hof";"2021";"24";0;2;0
"SK Hof";"2021";"25";0;3;0
"SK Hof";"2021";"27";1;8;2
"SK Hof";"2021";"29";1;0;0
"SK Hof";"2021";"30";2;3;0
"SK Hof";"2021";"31";1;5;0
"SK Hof";"2021";"32";2;9;0
"SK Hof";"2021";"33";3;7;0
"SK Hof";"2021";"34";4;24;0
"SK Hof";"2021";"35";2;13;0
"SK Hof";"2021";"36";18;29;20
"SK Hof";"2021";"37";1;34;0
"SK Hof";"2021";"38";4;20;1
"SK Hof";"2021";"39";1;29;1
"SK Hof";"2021";"40";2;16;2
"SK Hof";"2021";"41";1;20;0
"SK Hof";"2021";"42";14;23;1
"SK Hof";"2021";"43";12;26;0
"SK Hof";"2021";"44";34;48;1
"SK Hof";"2021";"45";82;48;11
"SK Hof";"2021";"46";105;29;15
"SK Ingolstadt";"2021";"01";277;0;0
"SK Ingolstadt";"2021";"02";235;0;0
"SK Ingolstadt";"2021";"03";123;0;1
"SK Ingolstadt";"2021";"04";72;0;2
"SK Ingolstadt";"2021";"05";39;1;0
"SK Ingolstadt";"2021";"06";24;8;3
"SK Ingolstadt";"2021";"07";13;4;1
"SK Ingolstadt";"2021";"08";20;17;3
"SK Ingolstadt";"2021";"09";7;20;3
"SK Ingolstadt";"2021";"10";11;54;2
"SK Ingolstadt";"2021";"11";26;98;15
"SK Ingolstadt";"2021";"12";46;86;3
"SK Ingolstadt";"2021";"13";51;90;6
"SK Ingolstadt";"2021";"14";55;142;7
"SK Ingolstadt";"2021";"15";74;180;7
"SK Ingolstadt";"2021";"16";100;175;3
"SK Ingolstadt";"2021";"17";90;147;3
"SK Ingolstadt";"2021";"18";54;76;0
"SK Ingolstadt";"2021";"19";40;98;1
"SK Ingolstadt";"2021";"20";44;77;0
"SK Ingolstadt";"2021";"21";11;70;1
"SK Ingolstadt";"2021";"22";11;45;0
"SK Ingolstadt";"2021";"23";6;31;2
"SK Ingolstadt";"2021";"24";11;11;0
"SK Ingolstadt";"2021";"25";2;8;0
"SK Ingolstadt";"2021";"26";4;0;0
"SK Ingolstadt";"2021";"27";3;12;0
"SK Ingolstadt";"2021";"28";8;16;3
"SK Ingolstadt";"2021";"29";10;13;0
"SK Ingolstadt";"2021";"30";4;18;0
"SK Ingolstadt";"2021";"31";9;23;0
"SK Ingolstadt";"2021";"32";10;28;0
"SK Ingolstadt";"2021";"33";15;83;1
"SK Ingolstadt";"2021";"34";32;131;10
"SK Ingolstadt";"2021";"35";58;227;9
"SK Ingolstadt";"2021";"36";64;162;9
"SK Ingolstadt";"2021";"37";69;110;1
"SK Ingolstadt";"2021";"38";21;109;0
"SK Ingolstadt";"2021";"39";29;89;1
"SK Ingolstadt";"2021";"40";42;95;0
"SK Ingolstadt";"2021";"41";80;74;0
"SK Ingolstadt";"2021";"42";128;146;1
"SK Ingolstadt";"2021";"43";145;222;0
"SK Ingolstadt";"2021";"44";174;252;1
"SK Ingolstadt";"2021";"45";394;266;1
"SK Ingolstadt";"2021";"46";661;220;2
"SK Kaufbeuren";"2021";"01";87;0;0
"SK Kaufbeuren";"2021";"02";55;0;0
"SK Kaufbeuren";"2021";"03";29;2;0
"SK Kaufbeuren";"2021";"04";21;1;0
"SK Kaufbeuren";"2021";"05";21;6;0
"SK Kaufbeuren";"2021";"06";23;3;0
"SK Kaufbeuren";"2021";"07";8;6;1
"SK Kaufbeuren";"2021";"08";3;0;1
"SK Kaufbeuren";"2021";"09";13;7;5
"SK Kaufbeuren";"2021";"10";6;19;5
"SK Kaufbeuren";"2021";"11";6;49;7
"SK Kaufbeuren";"2021";"12";17;60;12
"SK Kaufbeuren";"2021";"13";7;106;1
"SK Kaufbeuren";"2021";"14";8;94;11
"SK Kaufbeuren";"2021";"15";14;90;16
"SK Kaufbeuren";"2021";"16";7;51;24
"SK Kaufbeuren";"2021";"17";12;51;12
"SK Kaufbeuren";"2021";"18";5;58;11
"SK Kaufbeuren";"2021";"19";5;31;10
"SK Kaufbeuren";"2021";"20";5;36;5
"SK Kaufbeuren";"2021";"21";0;18;3
"SK Kaufbeuren";"2021";"22";1;8;1
"SK Kaufbeuren";"2021";"23";0;9;2
"SK Kaufbeuren";"2021";"24";0;5;1
"SK Kaufbeuren";"2021";"26";0;0;2
"SK Kaufbeuren";"2021";"28";0;5;0
"SK Kaufbeuren";"2021";"29";3;2;0
"SK Kaufbeuren";"2021";"30";3;7;0
"SK Kaufbeuren";"2021";"31";2;7;1
"SK Kaufbeuren";"2021";"32";4;4;0
"SK Kaufbeuren";"2021";"33";10;18;0
"SK Kaufbeuren";"2021";"34";3;36;0
"SK Kaufbeuren";"2021";"35";10;62;0
"SK Kaufbeuren";"2021";"36";3;29;16
"SK Kaufbeuren";"2021";"37";5;36;6
"SK Kaufbeuren";"2021";"38";3;35;2
"SK Kaufbeuren";"2021";"39";3;15;2
"SK Kaufbeuren";"2021";"40";2;8;2
"SK Kaufbeuren";"2021";"41";8;18;4
"SK Kaufbeuren";"2021";"42";6;47;13
"SK Kaufbeuren";"2021";"43";49;54;25
"SK Kaufbeuren";"2021";"44";29;80;54
"SK Kaufbeuren";"2021";"45";49;9;149
"SK Kaufbeuren";"2021";"46";301;1;25
"SK Kempten";"2021";"01";81;0;0
"SK Kempten";"2021";"02";69;0;0
"SK Kempten";"2021";"03";47;0;1
"SK Kempten";"2021";"04";52;0;0
"SK Kempten";"2021";"05";34;1;0
"SK Kempten";"2021";"06";15;0;0
"SK Kempten";"2021";"07";3;1;17
"SK Kempten";"2021";"08";8;3;6
"SK Kempten";"2021";"09";2;21;17
"SK Kempten";"2021";"10";0;25;17
"SK Kempten";"2021";"11";1;47;41
"SK Kempten";"2021";"12";6;121;24
"SK Kempten";"2021";"13";8;147;2
"SK Kempten";"2021";"14";7;134;2
"SK Kempten";"2021";"15";7;197;3
"SK Kempten";"2021";"16";16;180;7
"SK Kempten";"2021";"17";5;98;4
"SK Kempten";"2021";"18";4;135;1
"SK Kempten";"2021";"19";1;69;0
"SK Kempten";"2021";"20";6;74;0
"SK Kempten";"2021";"21";3;53;0
"SK Kempten";"2021";"22";3;14;0
"SK Kempten";"2021";"23";0;11;0
"SK Kempten";"2021";"24";1;7;0
"SK Kempten";"2021";"25";0;1;1
"SK Kempten";"2021";"28";0;4;2
"SK Kempten";"2021";"29";1;3;1
"SK Kempten";"2021";"30";1;4;1
"SK Kempten";"2021";"31";5;10;0
"SK Kempten";"2021";"32";8;11;1
"SK Kempten";"2021";"33";9;22;5
"SK Kempten";"2021";"34";2;46;4
"SK Kempten";"2021";"35";8;57;2
"SK Kempten";"2021";"36";6;68;14
"SK Kempten";"2021";"37";0;49;8
"SK Kempten";"2021";"38";4;42;11
"SK Kempten";"2021";"39";8;29;5
"SK Kempten";"2021";"40";7;50;17
"SK Kempten";"2021";"41";9;83;34
"SK Kempten";"2021";"42";27;38;73
"SK Kempten";"2021";"43";25;10;221
"SK Kempten";"2021";"44";21;3;355
"SK Kempten";"2021";"45";65;4;443
"SK Kempten";"2021";"46";137;144;203
"SK Landshut";"2021";"01";183;1;2
"SK Landshut";"2021";"02";137;0;6
"SK Landshut";"2021";"03";85;0;2
"SK Landshut";"2021";"04";66;2;1
"SK Landshut";"2021";"05";56;1;9
"SK Landshut";"2021";"06";44;8;13
"SK Landshut";"2021";"07";22;8;2
"SK Landshut";"2021";"08";19;12;4
"SK Landshut";"2021";"09";9;26;10
"SK Landshut";"2021";"10";23;82;5
"SK Landshut";"2021";"11";25;63;2
"SK Landshut";"2021";"12";15;75;3
"SK Landshut";"2021";"13";26;60;4
"SK Landshut";"2021";"14";32;67;4
"SK Landshut";"2021";"15";51;122;10
"SK Landshut";"2021";"16";49;124;2
"SK Landshut";"2021";"17";36;71;10
"SK Landshut";"2021";"18";45;85;2
"SK Landshut";"2021";"19";22;79;8
"SK Landshut";"2021";"20";19;39;0
"SK Landshut";"2021";"21";4;12;7
"SK Landshut";"2021";"22";0;13;3
"SK Landshut";"2021";"23";0;21;5
"SK Landshut";"2021";"24";0;9;2
"SK Landshut";"2021";"25";1;12;0
"SK Landshut";"2021";"26";1;5;0
"SK Landshut";"2021";"27";0;1;0
"SK Landshut";"2021";"28";4;10;0
"SK Landshut";"2021";"29";0;7;0
"SK Landshut";"2021";"30";3;14;0
"SK Landshut";"2021";"31";0;6;0
"SK Landshut";"2021";"32";0;18;0
"SK Landshut";"2021";"33";2;44;0
"SK Landshut";"2021";"34";6;51;0
"SK Landshut";"2021";"35";3;100;0
"SK Landshut";"2021";"36";6;63;0
"SK Landshut";"2021";"37";4;86;0
"SK Landshut";"2021";"38";11;65;0
"SK Landshut";"2021";"39";6;66;0
"SK Landshut";"2021";"40";5;66;1
"SK Landshut";"2021";"41";7;52;0
"SK Landshut";"2021";"42";23;100;0
"SK Landshut";"2021";"43";57;132;1
"SK Landshut";"2021";"44";55;114;0
"SK Landshut";"2021";"45";157;192;0
"SK Landshut";"2021";"46";314;227;1
"SK Memmingen";"2021";"01";55;0;1
"SK Memmingen";"2021";"02";41;0;0
"SK Memmingen";"2021";"03";56;0;0
"SK Memmingen";"2021";"04";39;0;1
"SK Memmingen";"2021";"05";39;0;4
"SK Memmingen";"2021";"06";23;0;2
"SK Memmingen";"2021";"07";13;2;8
"SK Memmingen";"2021";"08";7;3;2
"SK Memmingen";"2021";"09";15;8;5
"SK Memmingen";"2021";"10";15;7;2
"SK Memmingen";"2021";"11";7;15;0
"SK Memmingen";"2021";"12";48;42;3
"SK Memmingen";"2021";"13";42;41;4
"SK Memmingen";"2021";"14";49;42;0
"SK Memmingen";"2021";"15";57;42;0
"SK Memmingen";"2021";"16";47;60;0
"SK Memmingen";"2021";"17";42;65;0
"SK Memmingen";"2021";"18";54;63;0
"SK Memmingen";"2021";"19";20;49;0
"SK Memmingen";"2021";"20";32;72;1
"SK Memmingen";"2021";"21";11;31;1
"SK Memmingen";"2021";"22";8;8;2
"SK Memmingen";"2021";"23";4;11;1
"SK Memmingen";"2021";"24";3;4;0
"SK Memmingen";"2021";"25";1;0;0
"SK Memmingen";"2021";"26";0;1;0
"SK Memmingen";"2021";"27";2;0;2
"SK Memmingen";"2021";"28";0;0;1
"SK Memmingen";"2021";"29";2;4;2
"SK Memmingen";"2021";"31";2;3;3
"SK Memmingen";"2021";"32";2;5;4
"SK Memmingen";"2021";"33";8;23;4
"SK Memmingen";"2021";"34";19;35;20
"SK Memmingen";"2021";"35";10;30;21
"SK Memmingen";"2021";"36";2;30;19
"SK Memmingen";"2021";"37";7;42;11
"SK Memmingen";"2021";"38";2;21;12
"SK Memmingen";"2021";"39";0;24;16
"SK Memmingen";"2021";"40";0;12;9
"SK Memmingen";"2021";"41";0;29;19
"SK Memmingen";"2021";"42";13;42;36
"SK Memmingen";"2021";"43";8;39;67
"SK Memmingen";"2021";"44";27;53;99
"SK Memmingen";"2021";"45";132;52;117
"SK Memmingen";"2021";"46";170;22;70
"SK München";"2021";"01";2500;1;0
"SK München";"2021";"02";1808;3;0
"SK München";"2021";"03";1161;6;3
"SK München";"2021";"04";874;17;5
"SK München";"2021";"05";600;56;5
"SK München";"2021";"06";424;110;14
"SK München";"2021";"07";274;193;16
"SK München";"2021";"08";312;272;10
"SK München";"2021";"09";353;438;28
"SK München";"2021";"10";305;672;56
"SK München";"2021";"11";177;954;163
"SK München";"2021";"12";239;1102;130
"SK München";"2021";"13";207;1095;145
"SK München";"2021";"14";227;1407;324
"SK München";"2021";"15";833;1364;336
"SK München";"2021";"16";394;1561;323
"SK München";"2021";"17";252;1407;413
"SK München";"2021";"18";228;930;317
"SK München";"2021";"19";109;659;207
"SK München";"2021";"20";101;479;186
"SK München";"2021";"21";75;311;101
"SK München";"2021";"22";60;222;68
"SK München";"2021";"23";45;193;44
"SK München";"2021";"24";26;118;42
"SK München";"2021";"25";20;121;13
"SK München";"2021";"26";33;138;16
"SK München";"2021";"27";38;150;9
"SK München";"2021";"28";70;176;33
"SK München";"2021";"29";106;234;34
"SK München";"2021";"30";110;297;24
"SK München";"2021";"31";67;247;92
"SK München";"2021";"32";83;335;102
"SK München";"2021";"33";158;571;181
"SK München";"2021";"34";277;907;277
"SK München";"2021";"35";405;1129;306
"SK München";"2021";"36";538;1058;198
"SK München";"2021";"37";431;1313;178
"SK München";"2021";"38";395;1145;130
"SK München";"2021";"39";449;1139;164
"SK München";"2021";"40";489;966;184
"SK München";"2021";"41";501;1146;298
"SK München";"2021";"42";591;1727;607
"SK München";"2021";"43";954;2113;462
"SK München";"2021";"44";851;1709;152
"SK München";"2021";"45";3236;2878;158
"SK München";"2021";"46";8094;2164;239
"SK Nürnberg";"2021";"01";1179;2;1
"SK Nürnberg";"2021";"02";1530;1;2
"SK Nürnberg";"2021";"03";930;2;4
"SK Nürnberg";"2021";"04";638;25;9
"SK Nürnberg";"2021";"05";477;20;8
"SK Nürnberg";"2021";"06";358;56;24
"SK Nürnberg";"2021";"07";356;127;29
"SK Nürnberg";"2021";"08";367;123;29
"SK Nürnberg";"2021";"09";308;120;52
"SK Nürnberg";"2021";"10";337;255;46
"SK Nürnberg";"2021";"11";333;332;100
"SK Nürnberg";"2021";"12";402;541;21
"SK Nürnberg";"2021";"13";384;463;11
"SK Nürnberg";"2021";"14";395;649;29
"SK Nürnberg";"2021";"15";467;748;39
"SK Nürnberg";"2021";"16";521;463;10
"SK Nürnberg";"2021";"17";441;488;32
"SK Nürnberg";"2021";"18";317;530;32
"SK Nürnberg";"2021";"19";269;337;2
"SK Nürnberg";"2021";"20";200;285;9
"SK Nürnberg";"2021";"21";132;235;10
"SK Nürnberg";"2021";"22";71;116;5
"SK Nürnberg";"2021";"23";64;118;8
"SK Nürnberg";"2021";"24";51;56;7
"SK Nürnberg";"2021";"25";22;38;4
"SK Nürnberg";"2021";"26";24;30;3
"SK Nürnberg";"2021";"27";28;16;4
"SK Nürnberg";"2021";"28";23;24;5
"SK Nürnberg";"2021";"29";46;42;0
"SK Nürnberg";"2021";"30";26;35;6
"SK Nürnberg";"2021";"31";28;57;7
"SK Nürnberg";"2021";"32";41;100;24
"SK Nürnberg";"2021";"33";66;178;34
"SK Nürnberg";"2021";"34";113;231;63
"SK Nürnberg";"2021";"35";158;280;29
"SK Nürnberg";"2021";"36";266;308;22
"SK Nürnberg";"2021";"37";227;338;16
"SK Nürnberg";"2021";"38";267;383;32
"SK Nürnberg";"2021";"39";297;516;26
"SK Nürnberg";"2021";"40";331;338;9
"SK Nürnberg";"2021";"41";402;264;0
"SK Nürnberg";"2021";"42";793;154;1
"SK Nürnberg";"2021";"43";1138;110;1
"SK Nürnberg";"2021";"44";1052;284;0
"SK Nürnberg";"2021";"45";2376;87;16
"SK Nürnberg";"2021";"46";1915;205;2
"SK Passau";"2021";"01";158;0;1
"SK Passau";"2021";"02";129;0;0
"SK Passau";"2021";"03";89;0;2
"SK Passau";"2021";"04";115;0;2
"SK Passau";"2021";"05";61;1;2
"SK Passau";"2021";"06";31;1;0
"SK Passau";"2021";"07";40;11;2
"SK Passau";"2021";"08";17;24;4
"SK Passau";"2021";"09";38;20;8
"SK Passau";"2021";"10";15;51;13
"SK Passau";"2021";"11";14;49;20
"SK Passau";"2021";"12";12;48;13
"SK Passau";"2021";"13";12;41;10
"SK Passau";"2021";"14";13;33;21
"SK Passau";"2021";"15";12;27;21
"SK Passau";"2021";"16";13;37;13
"SK Passau";"2021";"17";9;24;2
"SK Passau";"2021";"18";3;8;3
"SK Passau";"2021";"19";6;14;12
"SK Passau";"2021";"20";3;13;2
"SK Passau";"2021";"21";2;6;0
"SK Passau";"2021";"22";0;0;2
"SK Passau";"2021";"23";3;3;2
"SK Passau";"2021";"24";4;0;0
"SK Passau";"2021";"25";3;0;0
"SK Passau";"2021";"27";1;1;0
"SK Passau";"2021";"28";2;0;0
"SK Passau";"2021";"29";2;1;0
"SK Passau";"2021";"30";0;2;0
