"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20979;19426;2;804;41211
"'10-19";33734;32429;6;971;67140
"20-29";54042;49348;5;1595;104990
"30-39";46800;43776;9;1454;92039
"40-49";43810;46053;7;1343;91213
"50-59";51451;50258;7;1072;102788
"60-69";26176;24410;3;468;51057
"70-79";16171;17350;6;291;33818
"80-89";11548;20486;18;329;32381
"90-99";2127;7248;5;110;9490
"100+";25;154;0;7;186
"Unbekannt";32;37;0;11;80
"Gesamt";306895;310975;68;8455;NA
