"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22889;21228;1;694;44812
"'10-19";36872;35297;5;856;73030
"20-29";58119;52780;4;1390;112293
"30-39";49608;46353;5;1304;97270
"40-49";46041;48410;4;1169;95624
"50-59";53522;52199;4;918;106643
"60-69";27056;25248;1;402;52707
"70-79";16549;17767;0;241;34557
"80-89";11773;20905;2;266;32946
"90-99";2162;7385;0;78;9625
"100+";23;150;0;4;177
"Unbekannt";18;18;0;6;42
"Gesamt";324632;327740;26;7328;659726
