"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";3900;3647;0;165;7712
"'10-19";8439;7941;0;213;16593
"20-29";15445;13920;1;404;29770
"30-39";12195;10917;1;383;23496
"40-49";11139;11785;1;310;23235
"50-59";13281;12950;2;228;26461
"60-69";6671;5979;3;101;12754
"70-79";4510;4494;0;53;9057
"80-89";2918;4671;0;34;7623
"90-99";465;1509;0;9;1983
"100+";10;40;0;1;51
"Unbekannt";85;80;0;175;340
"Gesamt";79058;77933;8;2076;159075
