"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-5";40045;37649;1;870;78565
"'6-11";80116;71804;4;2116;154040
"'12-15";47057;43404;6;752;91219
"16-19";50952;50402;5;725;102084
"20-34";220366;211625;16;3456;435463
"35-59";314739;325386;19;4493;644637
"60-79";97064;95382;3;979;193428
"80+";26948;48430;2;473;75853
"Unbekannt";292;290;1;27;610
"Gesamt";877579;884372;57;13891;1775899
