"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21737;20172;2;834;42745
"'10-19";34684;33305;7;994;68990
"20-29";55231;50355;5;1594;107185
"30-39";47835;44770;9;1474;94088
"40-49";44752;46989;7;1347;93095
"50-59";52380;51134;7;1080;104601
"60-69";26565;24798;3;470;51836
"70-79";16381;17541;6;296;34224
"80-89";11632;20682;18;325;32657
"90-99";2140;7307;5;109;9561
"100+";24;152;0;5;181
"Unbekannt";31;31;0;11;73
"Gesamt";313392;317236;69;8539;NA
