Bundesland;Sterbewoche;Sterbejahr;Anzahl verstorbene COVID-19 Fälle
HH;38;2021;19
HH;39;2020;<4
HH;39;2021;14
HH;40;2020;5
HH;40;2021;10
HH;41;2020;4
HH;41;2021;6
HH;42;2020;5
HH;42;2021;9
HH;43;2020;11
HH;43;2021;17
HH;44;2020;21
HH;44;2021;22
HH;45;2020;19
HH;45;2021;16
HH;46;2020;32
HH;46;2021;23
HH;47;2020;36
HH;47;2021;24
HH;48;2020;74
HH;48;2021;22
HH;49;2020;58
HH;49;2021;27
HH;50;2020;66
HH;50;2021;23
HH;51;2020;94
HH;51;2021;23
HH;52;2020;84
HH;52;2021;32
HH;53;2020;105
HE;1;2021;496
HE;1;2022;59
HE;2;2021;423
HE;2;2022;53
HE;3;2021;360
HE;3;2022;52
HE;4;2021;344
HE;4;2022;47
HE;5;2021;282
HE;5;2022;57
HE;6;2021;224
HE;6;2022;80
HE;7;2021;154
HE;7;2022;98
HE;8;2021;119
HE;8;2022;86
HE;9;2021;96
HE;9;2022;74
HE;10;2020;0
HE;10;2021;104
HE;11;2020;0
HE;11;2021;87
HE;12;2020;4
HE;12;2021;109
HE;13;2020;15
HE;13;2021;113
HE;14;2020;55
HE;14;2021;122
HE;15;2020;89
HE;15;2021;121
HE;16;2020;93
HE;16;2021;125
HE;17;2020;80
HE;17;2021;130
HE;18;2020;40
HE;18;2021;123
HE;19;2020;37
HE;19;2021;84
HE;20;2020;21
HE;20;2021;73
HE;21;2020;20
HE;21;2021;69
HE;22;2020;13
HE;22;2021;39
HE;23;2020;10
HE;23;2021;22
HE;24;2020;<4
HE;24;2021;21
HE;25;2020;6
HE;25;2021;11
HE;26;2020;<4
HE;26;2021;10
HE;27;2020;<4
HE;27;2021;8
HE;28;2020;<4
HE;28;2021;9
HE;29;2020;<4
HE;29;2021;13
HE;30;2020;<4
HE;30;2021;4
HE;31;2020;4
HE;31;2021;7
HE;32;2020;<4
HE;32;2021;14
HE;33;2020;<4
HE;33;2021;12
HE;34;2020;<4
HE;34;2021;13
HE;35;2020;6
HE;35;2021;19
HE;36;2020;0
HE;36;2021;28
HE;37;2020;4
HE;37;2021;35
HE;38;2020;5
HE;38;2021;36
HE;39;2020;7
HE;39;2021;30
HE;40;2020;<4
HE;40;2021;19
HE;41;2020;11
HE;41;2021;23
HE;42;2020;20
HE;42;2021;28
HE;43;2020;52
HE;43;2021;50
HE;44;2020;66
HE;44;2021;63
HE;45;2020;120
HE;45;2021;85
HE;46;2020;158
HE;46;2021;103
HE;47;2020;193
HE;47;2021;91
HE;48;2020;236
HE;48;2021;111
HE;49;2020;318
HE;49;2021;110
HE;50;2020;367
HE;50;2021;88
HE;51;2020;447
HE;51;2021;77
HE;52;2020;514
HE;52;2021;60
HE;53;2020;508
MV;1;2021;66
MV;1;2022;40
MV;2;2021;71
MV;2;2022;34
MV;3;2021;97
MV;3;2022;25
MV;4;2021;102
MV;4;2022;23
MV;5;2021;92
MV;5;2022;23
MV;6;2021;59
MV;6;2022;33
MV;7;2021;54
MV;7;2022;33
MV;8;2021;34
MV;8;2022;38
MV;9;2021;38
MV;9;2022;41
MV;10;2020;0
MV;10;2021;27
MV;11;2020;0
MV;11;2021;31
MV;12;2020;0
MV;12;2021;30
MV;13;2020;<4
MV;13;2021;38
MV;14;2020;6
MV;14;2021;36
MV;15;2020;<4
MV;15;2021;24
MV;16;2020;4
MV;16;2021;35
MV;17;2020;<4
MV;17;2021;31
MV;18;2020;<4
MV;18;2021;39
MV;19;2020;<4
MV;19;2021;27
MV;20;2020;0
MV;20;2021;13
MV;21;2020;0
MV;21;2021;7
MV;22;2020;0
MV;22;2021;5
MV;23;2020;0
MV;23;2021;4
MV;24;2020;0
MV;24;2021;<4
MV;25;2020;0
MV;25;2021;<4
MV;26;2020;0
MV;26;2021;4
MV;27;2020;0
MV;27;2021;0
MV;28;2020;0
MV;28;2021;0
MV;29;2020;0
MV;29;2021;<4
MV;30;2020;0
MV;30;2021;0
MV;31;2020;0
MV;31;2021;<4
MV;32;2020;0
MV;32;2021;0
MV;33;2020;0
MV;33;2021;<4
MV;34;2020;0
MV;34;2021;4
MV;35;2020;0
MV;35;2021;<4
MV;36;2020;0
MV;36;2021;<4
MV;37;2020;0
MV;37;2021;<4
MV;38;2020;0
MV;38;2021;<4
MV;39;2020;0
MV;39;2021;4
MV;40;2020;0
MV;40;2021;4
MV;41;2020;0
MV;41;2021;13
MV;42;2020;<4
MV;42;2021;15
MV;43;2020;<4
MV;43;2021;20
MV;44;2020;<4
MV;44;2021;10
MV;45;2020;7
MV;45;2021;15
MV;46;2020;9
MV;46;2021;29
MV;47;2020;16
MV;47;2021;28
MV;48;2020;12
MV;48;2021;29
MV;49;2020;15
MV;49;2021;46
MV;50;2020;23
MV;50;2021;47
MV;51;2020;26
MV;51;2021;33
MV;52;2020;41
MV;52;2021;30
MV;53;2020;44
NI;1;2021;273
NI;1;2022;64
NI;2;2021;309
NI;2;2022;54
NI;3;2021;335
NI;3;2022;64
NI;4;2021;301
NI;4;2022;62
NI;5;2021;313
NI;5;2022;75
NI;6;2021;249
NI;6;2022;102
NI;7;2021;193
NI;7;2022;121
NI;8;2021;197
NI;8;2022;100
NI;9;2021;125
NI;9;2022;105
NI;10;2020;0
NI;10;2021;109
NI;11;2020;0
NI;11;2021;94
NI;12;2020;7
NI;12;2021;87
NI;13;2020;30
NI;13;2021;106
NI;14;2020;97
NI;14;2021;101
NI;15;2020;135
NI;15;2021;88
NI;16;2020;92
NI;16;2021;103
NI;17;2020;83
NI;17;2021;97
NI;18;2020;62
NI;18;2021;84
NI;19;2020;35
NI;19;2021;69
NI;20;2020;31
NI;20;2021;54
NI;21;2020;31
NI;21;2021;47
NI;22;2020;12
NI;22;2021;32
NI;23;2020;6
NI;23;2021;17
NI;24;2020;7
NI;24;2021;20
NI;25;2020;7
NI;25;2021;7
NI;26;2020;6
NI;26;2021;6
NI;27;2020;8
NI;27;2021;<4
NI;28;2020;<4
NI;28;2021;4
NI;29;2020;<4
NI;29;2021;<4
NI;30;2020;<4
NI;30;2021;<4
NI;31;2020;<4
NI;31;2021;5
NI;32;2020;<4
NI;32;2021;5
NI;33;2020;<4
NI;33;2021;9
NI;34;2020;7
NI;34;2021;13
NI;35;2020;<4
NI;35;2021;13
NI;36;2020;0
NI;36;2021;31
NI;37;2020;<4
NI;37;2021;39
NI;38;2020;7
NI;38;2021;34
NI;39;2020;6
NI;39;2021;35
NI;40;2020;13
NI;40;2021;29
NI;41;2020;11
NI;41;2021;33
NI;42;2020;18
NI;42;2021;27
NI;43;2020;31
NI;43;2021;34
NI;44;2020;51
NI;44;2021;55
NI;45;2020;88
NI;45;2021;66
NI;46;2020;96
NI;46;2021;86
NI;47;2020;139
NI;47;2021;98
NI;48;2020;166
NI;48;2021;123
NI;49;2020;142
NI;49;2021;126
NI;50;2020;201
NI;50;2021;104
NI;51;2020;218
NI;51;2021;80
NI;52;2020;274
NI;52;2021;68
NI;53;2020;271
NW;1;2021;909
NW;1;2022;170
NW;2;2021;901
NW;2;2022;137
NW;3;2021;790
NW;3;2022;142
NW;4;2021;730
NW;4;2022;200
NW;5;2021;588
NW;5;2022;269
NW;6;2021;518
NW;6;2022;301
NW;7;2021;424
NW;7;2022;385
NW;8;2021;337
NW;8;2022;304
NW;9;2021;261
NW;9;2022;277
NW;10;2020;0
NW;10;2021;249
NW;11;2020;8
NW;11;2021;202
NW;12;2020;48
NW;12;2021;237
NW;13;2020;99
NW;13;2021;234
NW;14;2020;267
NW;14;2021;295
NW;15;2020;323
NW;15;2021;321
NW;16;2020;299
NW;16;2021;355
NW;17;2020;218
NW;17;2021;370
NW;18;2020;146
NW;18;2021;343
NW;19;2020;96
NW;19;2021;262
NW;20;2020;60
NW;20;2021;206
NW;21;2020;42
NW;21;2021;147
NW;22;2020;21
NW;22;2021;100
NW;23;2020;29
NW;23;2021;73
NW;24;2020;15
NW;24;2021;45
NW;25;2020;9
NW;25;2021;34
NW;26;2020;23
NW;26;2021;26
NW;27;2020;15
NW;27;2021;18
NW;28;2020;7
NW;28;2021;16
NW;29;2020;10
NW;29;2021;15
NW;30;2020;13
NW;30;2021;10
NW;31;2020;9
NW;31;2021;17
NW;32;2020;17
NW;32;2021;17
NW;33;2020;19
NW;33;2021;44
NW;34;2020;17
NW;34;2021;52
NW;35;2020;16
NW;35;2021;92
NW;36;2020;11
NW;36;2021;91
NW;37;2020;9
NW;37;2021;106
NW;38;2020;17
NW;38;2021;115
NW;39;2020;20
NW;39;2021;83
NW;40;2020;18
NW;40;2021;77
NW;41;2020;37
NW;41;2021;66
NW;42;2020;55
NW;42;2021;108
NW;43;2020;101
NW;43;2021;112
NW;44;2020;204
NW;44;2021;152
NW;45;2020;272
NW;45;2021;189
NW;46;2020;355
NW;46;2021;208
NW;47;2020;421
NW;47;2021;273
NW;48;2020;568
NW;48;2021;338
NW;49;2020;598
NW;49;2021;322
NW;50;2020;726
NW;50;2021;333
NW;51;2020;924
NW;51;2021;283
NW;52;2020;1052
NW;52;2021;200
NW;53;2020;1087
RP;1;2021;252
RP;1;2022;39
RP;2;2021;185
RP;2;2022;29
RP;3;2021;244
RP;3;2022;25
RP;4;2021;205
RP;4;2022;26
RP;5;2021;170
RP;5;2022;47
RP;6;2021;100
RP;6;2022;40
RP;7;2021;70
RP;7;2022;75
RP;8;2021;56
RP;8;2022;54
RP;9;2021;32
RP;9;2022;58
RP;10;2020;0
RP;10;2021;31
RP;11;2020;0
RP;11;2021;39
RP;12;2020;5
RP;12;2021;36
RP;13;2020;18
RP;13;2021;52
RP;14;2020;24
RP;14;2021;44
RP;15;2020;38
RP;15;2021;63
RP;16;2020;41
RP;16;2021;54
RP;17;2020;40
RP;17;2021;50
RP;18;2020;22
RP;18;2021;46
RP;19;2020;19
RP;19;2021;40
RP;20;2020;18
RP;20;2021;36
RP;21;2020;7
RP;21;2021;26
RP;22;2020;0
RP;22;2021;23
RP;23;2020;<4
RP;23;2021;7
RP;24;2020;<4
RP;24;2021;9
RP;25;2020;0
RP;25;2021;<4
RP;26;2020;<4
RP;26;2021;<4
RP;27;2020;0
RP;27;2021;<4
RP;28;2020;<4
RP;28;2021;<4
RP;29;2020;<4
RP;29;2021;<4
RP;30;2020;0
RP;30;2021;<4
RP;31;2020;<4
RP;31;2021;<4
RP;32;2020;<4
RP;32;2021;6
RP;33;2020;<4
RP;33;2021;<4
RP;34;2020;<4
RP;34;2021;7
RP;35;2020;<4
RP;35;2021;13
RP;36;2020;<4
RP;36;2021;13
RP;37;2020;<4
RP;37;2021;22
RP;38;2020;<4
RP;38;2021;23
RP;39;2020;6
RP;39;2021;18
RP;40;2020;<4
RP;40;2021;17
RP;41;2020;6
RP;41;2021;27
RP;42;2020;7
RP;42;2021;18
RP;43;2020;8
RP;43;2021;33
RP;44;2020;34
RP;44;2021;40
RP;45;2020;45
RP;45;2021;51
RP;46;2020;65
RP;46;2021;49
RP;47;2020;96
RP;47;2021;60
RP;48;2020;149
RP;48;2021;87
RP;49;2020;185
RP;49;2021;73
RP;50;2020;238
RP;50;2021;83
RP;51;2020;236
RP;51;2021;83
RP;52;2020;266
RP;52;2021;50
RP;53;2020;239
SL;1;2021;68
SL;1;2022;20
SL;2;2021;58
SL;2;2022;20
SL;3;2021;51
SL;3;2022;9
SL;4;2021;40
SL;4;2022;14
SL;5;2021;43
SL;5;2022;15
SL;6;2021;35
SL;6;2022;21
SL;7;2021;32
SL;7;2022;13
SL;8;2021;19
SL;8;2022;20
SL;9;2021;18
SL;9;2022;25
SL;10;2020;0
SL;10;2021;9
SL;11;2020;0
SL;11;2021;5
SL;12;2020;<4
SL;12;2021;7
SL;13;2020;7
SL;13;2021;5
SL;14;2020;22
SL;14;2021;6
SL;15;2020;37
SL;15;2021;7
SL;16;2020;39
SL;16;2021;14
SL;17;2020;19
SL;17;2021;10
SL;18;2020;14
SL;18;2021;8
SL;19;2020;9
SL;19;2021;11
SL;20;2020;8
SL;20;2021;12
SL;21;2020;5
SL;21;2021;6
SL;22;2020;<4
SL;22;2021;5
SL;23;2020;<4
SL;23;2021;4
SL;24;2020;<4
SL;24;2021;0
SL;25;2020;<4
SL;25;2021;0
SL;26;2020;<4
SL;26;2021;<4
SL;27;2020;<4
SL;27;2021;<4
SL;28;2020;0
SL;28;2021;0
SL;29;2020;0
SL;29;2021;0
SL;30;2020;0
SL;30;2021;0
SL;31;2020;0
SL;31;2021;<4
SL;32;2020;0
SL;32;2021;0
SL;33;2020;0
SL;33;2021;<4
SL;34;2020;0
SL;34;2021;<4
SL;35;2020;<4
SL;35;2021;<4
SL;36;2020;0
SL;36;2021;6
SL;37;2020;0
SL;37;2021;4
SL;38;2020;<4
SL;38;2021;<4
SL;39;2020;<4
SL;39;2021;<4
SL;40;2020;0
SL;40;2021;7
SL;41;2020;0
SL;41;2021;<4
SL;42;2020;<4
SL;42;2021;6
SL;43;2020;5
SL;43;2021;4
SL;44;2020;16
SL;44;2021;9
SL;45;2020;19
SL;45;2021;13
SL;46;2020;22
SL;46;2021;10
SL;47;2020;28
SL;47;2021;17
SL;48;2020;16
SL;48;2021;27
SL;49;2020;36
SL;49;2021;42
SL;50;2020;45
SL;50;2021;31
SL;51;2020;52
SL;51;2021;30
SL;52;2020;53
SL;52;2021;22
SL;53;2020;61
SN;1;2021;701
SN;1;2022;206
SN;2;2021;534
SN;2;2022;113
SN;3;2021;485
SN;3;2022;81
SN;4;2021;425
SN;4;2022;60
SN;5;2021;304
SN;5;2022;37
SN;6;2021;262
SN;6;2022;41
SN;7;2021;162
SN;7;2022;70
SN;8;2021;148
SN;8;2022;70
SN;9;2021;114
SN;9;2022;80
SN;10;2020;0
SN;10;2021;126
SN;11;2020;<4
SN;11;2021;97
SN;12;2020;<4
SN;12;2021;135
SN;13;2020;12
SN;13;2021;147
SN;14;2020;38
SN;14;2021;180
SN;15;2020;36
SN;15;2021;164
SN;16;2020;43
SN;16;2021;158
SN;17;2020;28
SN;17;2021;169
SN;18;2020;24
SN;18;2021;155
SN;19;2020;13
SN;19;2021;144
SN;20;2020;8
SN;20;2021;117
SN;21;2020;9
SN;21;2021;82
SN;22;2020;4
SN;22;2021;65
SN;23;2020;5
SN;23;2021;28
SN;24;2020;<4
SN;24;2021;32
SN;25;2020;0
SN;25;2021;15
SN;26;2020;<4
SN;26;2021;11
SN;27;2020;<4
SN;27;2021;4
SN;28;2020;0
SN;28;2021;4
SN;29;2020;0
SN;29;2021;6
SN;30;2020;0
SN;30;2021;4
SN;31;2020;0
SN;31;2021;<4
SN;32;2020;0
SN;32;2021;<4
SN;33;2020;0
SN;33;2021;7
SN;34;2020;0
SN;34;2021;4
SN;35;2020;0
SN;35;2021;10
SN;36;2020;0
SN;36;2021;4
SN;37;2020;<4
SN;37;2021;11
SN;38;2020;<4
SN;38;2021;12
SN;39;2020;6
SN;39;2021;9
SN;40;2020;9
SN;40;2021;21
SN;41;2020;9
SN;41;2021;30
SN;42;2020;26
SN;42;2021;64
SN;43;2020;51
SN;43;2021;109
SN;44;2020;102
SN;44;2021;185
SN;45;2020;146
SN;45;2021;254
SN;46;2020;223
SN;46;2021;342
SN;47;2020;282
SN;47;2021;461
SN;48;2020;434
SN;48;2021;500
SN;49;2020;467
SN;49;2021;465
SN;50;2020;646
SN;50;2021;439
SN;51;2020;869
SN;51;2021;325
SN;52;2020;899
SN;52;2021;249
SN;53;2020;790
ST;1;2021;244
ST;1;2022;71
ST;2;2021;286
ST;2;2022;52
ST;3;2021;282
ST;3;2022;43
ST;4;2021;230
