Sterbejahr;Sterbewoche;AG 0-9 Jahre;AG 10-19 Jahre;AG 20-29 Jahre;AG 30-39 Jahre;AG 40-49 Jahre;AG 50-59 Jahre;AG 60-69 Jahre;AG 70-79 Jahre;AG 80-89 Jahre;AG 90+ Jahre
2020;10;0;0;0;0;0;<4;<4;0;0;0
2020;11;0;0;0;0;0;0;<4;6;11;0
2020;12;0;0;0;0;<4;8;7;36;86;25
2020;13;0;0;<4;<4;7;19;60;144;293;75
2020;14;0;0;<4;5;9;54;127;320;593;260
2020;15;<4;0;<4;<4;14;51;140;393;810;333
2020;16;0;0;0;<4;13;38;145;362;705;331
2020;17;0;<4;<4;5;4;37;113;238;533;242
2020;18;0;0;<4;<4;4;40;89;175;340;146
2020;19;0;0;<4;<4;5;13;49;121;222;105
2020;20;0;0;0;<4;4;22;54;81;134;60
2020;21;0;0;<4;0;6;10;25;62;120;53
2020;22;0;0;0;<4;<4;8;20;39;62;19
2020;23;0;0;0;<4;<4;7;13;17;55;21
2020;24;0;0;0;<4;<4;<4;12;22;26;10
2020;25;0;0;0;0;<4;4;6;14;17;10
2020;26;0;0;0;0;<4;6;12;10;17;7
2020;27;0;0;0;0;<4;<4;9;13;13;6
2020;28;0;0;0;0;<4;5;4;8;4;6
2020;29;0;0;0;0;0;<4;4;6;12;<4
2020;30;0;0;0;0;<4;<4;4;6;9;6
2020;31;0;0;0;0;<4;0;6;8;9;6
2020;32;0;0;<4;0;0;<4;<4;8;12;4
2020;33;0;0;0;0;0;<4;4;6;14;6
2020;34;0;0;0;0;<4;<4;5;8;15;9
2020;35;0;0;0;<4;0;7;6;10;10;<4
2020;36;0;0;0;<4;0;<4;<4;8;<4;<4
2020;37;0;0;0;0;0;<4;<4;9;15;<4
2020;38;0;0;0;<4;0;5;5;10;20;12
2020;39;0;0;0;0;<4;<4;4;16;25;16
2020;40;0;0;0;0;0;6;<4;17;39;16
2020;41;0;0;<4;0;<4;4;16;34;46;21
2020;42;0;0;<4;<4;<4;7;15;43;124;46
2020;43;0;0;<4;<4;5;5;38;75;174;108
2020;44;0;<4;0;<4;6;26;56;147;358;196
2020;45;0;0;<4;<4;5;29;89;221;598;292
2020;46;0;0;0;6;16;46;98;315;781;377
2020;47;0;0;4;<4;17;48;158;403;966;500
2020;48;0;0;4;<4;17;68;200;558;1297;734
2020;49;<4;0;<4;6;17;62;241;638;1594;833
2020;50;<4;0;<4;<4;17;95;285;767;2062;1062
2020;51;0;0;<4;13;28;108;357;886;2522;1283
2020;52;0;0;<4;<4;18;127;392;1049;2778;1394
2020;53;<4;0;<4;7;21;140;383;1059;2689;1427
2021;1;<4;0;0;6;15;129;384;988;2581;1312
2021;2;0;0;4;4;18;111;355;951;2271;1217
2021;3;0;0;0;7;24;106;361;846;2208;1099
2021;4;0;0;<4;<4;19;86;305;735;1847;982
2021;5;0;0;<4;5;17;88;285;609;1470;727
2021;6;<4;0;<4;<4;7;82;215;527;1224;520
2021;7;0;<4;0;<4;14;68;162;434;826;431
2021;8;0;0;<4;7;13;56;152;346;739;281
2021;9;<4;0;0;10;9;40;152;295;594;192
2021;10;<4;<4;<4;14;9;41;131;256;481;186
2021;11;0;0;<4;6;14;52;118;235;426;147
2021;12;0;0;<4;<4;16;61;128;240;418;168
